 07/30-10:33	2160.400	2160.400	2158.400	2158.400	           2662	     78.000	   2152.858	   2155.760	   2152.922	   2148.135	           	      0.000	      0.000	      1.000	      0.000	      0.000	      0.000	      0.000	      5.542	      0.000	      0.000	      0.000	
 07/30-10:34	2158.400	2163.200	2158.000	2163.200	           3665	     79.000	   2153.188	   2155.781	   2153.133	   2148.181	           	      0.000	      0.000	      1.000	      0.000	      0.000	      0.000	      0.000	     10.012	      0.000	      0.000	      0.000	
 07/30-10:35	2163.400	2164.400	2162.200	2164.200	           4968	     80.000	   2153.587	   2155.823	   2153.336	   2148.242	           	      1.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	     10.613	      0.000	      0.000	      0.000	
 07/30-10:36	2164.200	2167.000	2163.600	2165.600	           6140	     81.000	   2153.975	   2155.896	   2153.555	   2148.287	           	      1.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	     11.625	      0.000	      0.000	      0.000	
 07/30-10:37	2165.000	2165.800	2164.400	2164.600	           3103	     82.000	   2154.396	   2155.921	   2153.752	   2148.346	           	      1.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	     10.204	      0.000	      0.000	      0.000	
 07/30-10:38	2164.600	2165.000	2162.000	2162.000	           3386	     83.000	   2154.696	   2155.913	   2153.938	   2148.393	           	      1.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      7.304	      0.000	      0.000	      0.000	
 07/30-10:39	2161.800	2163.000	2161.000	2163.000	           3333	     84.000	   2155.092	   2155.885	   2154.119	   2148.453	           	      1.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      7.908	      0.000	      0.000	      0.000	
 07/30-10:40	2163.200	2164.600	2161.000	2161.000	           3355	     85.000	   2155.475	   2155.802	   2154.281	   2148.490	           	      1.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      5.525	      0.000	      0.000	      0.000	
 07/30-10:41	2161.000	2168.400	2161.000	2167.800	           5927	     86.000	   2155.938	   2155.902	   2154.510	   2148.545	           	      1.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	     11.863	      0.000	      0.000	      1.000	
 07/30-10:42	2167.600	2169.600	2166.800	2167.600	           6585	     87.000	   2156.392	   2156.010	   2154.740	   2148.611	           	      1.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	     11.208	      0.000	      0.000	      0.000	
