 05/23-10:21	2583.800	2584.800	2582.800	2584.000	           2192	   2584.900	   2587.900	   2589.150	   2594.204	   2599.431	     -3.000	     -2.000	     -1.000	    -15.431	      0.000	      0.000	      1.000	   2192.000	   3126.000	   2599.200	   2587.900	   2589.150	   2594.204	   2599.431	
 05/23-10:22	2583.800	2585.400	2582.000	2583.400	           3084	   2584.200	   2587.817	   2589.125	   2594.125	   2599.350	     -3.000	     -2.000	     -1.000	    -15.950	      0.000	      0.000	      1.000	   3084.000	   3318.000	   2610.100	   2587.817	   2589.125	   2594.125	   2599.350	
 05/23-10:23	2583.200	2585.000	2583.000	2583.800	           1607	   2583.600	   2587.733	   2589.117	   2594.046	   2599.268	     -3.000	     -2.000	     -1.000	    -15.468	      0.000	      0.000	      1.000	   1607.000	   3305.600	   2545.900	   2587.733	   2589.117	   2594.046	   2599.268	
 05/23-10:24	2583.800	2585.600	2583.800	2584.600	           2490	   2584.000	   2587.683	   2589.108	   2593.983	   2599.182	     -3.000	     -2.000	     -1.000	    -14.582	      0.000	      0.000	      1.000	   2490.000	   2544.800	   2615.900	   2587.683	   2589.108	   2593.983	   2599.182	
 05/23-10:25	2584.600	2584.600	2581.000	2582.600	           5233	   2583.700	   2587.400	   2589.092	   2593.879	   2599.090	     -3.000	     -2.000	     -1.000	    -16.490	      0.000	      0.000	      1.000	   5233.000	   2921.200	   2942.000	   2587.400	   2589.092	   2593.879	   2599.090	
 05/23-10:26	2583.000	2584.000	2580.200	2580.200	           3698	   2582.900	   2587.067	   2589.000	   2593.742	   2598.988	     -3.000	     -2.000	     -1.000	    -18.788	      0.000	      0.000	      1.000	   3698.000	   3222.400	   3174.200	   2587.067	   2589.000	   2593.742	   2598.988	
 05/23-10:27	2580.400	2583.600	2580.400	2582.800	           3171	   2582.800	   2586.817	   2588.967	   2593.625	   2598.900	     -3.000	     -2.000	     -1.000	    -16.100	      0.000	      0.000	      1.000	   3171.000	   3239.800	   3278.900	   2586.817	   2588.967	   2593.625	   2598.900	
 05/23-10:28	2583.000	2585.600	2581.400	2585.000	           4017	   2583.100	   2586.617	   2588.933	   2593.525	   2598.822	     -3.000	     -2.000	     -1.000	    -13.822	      0.000	      0.000	      1.000	   4017.000	   3721.800	   3513.700	   2586.617	   2588.933	   2593.525	   2598.822	
 05/23-10:29	2584.800	2585.600	2584.200	2585.600	           2318	   2583.200	   2586.417	   2588.917	   2593.421	   2598.744	     -3.000	     -2.000	     -1.000	    -13.144	      0.000	      0.000	      1.000	   2318.000	   3687.400	   3116.100	   2586.417	   2588.917	   2593.421	   2598.744	
 05/23-10:30	2585.400	2586.400	2585.400	2585.600	           2375	   2583.800	   2586.200	   2588.908	   2593.308	   2598.658	     -3.000	     -2.000	     -1.000	    -13.058	      0.000	      0.000	      1.000	   2375.000	   3115.800	   3018.500	   2586.200	   2588.908	   2593.308	   2598.658	
 05/23-10:31	2585.600	2586.000	2584.600	2585.800	           1749	   2585.000	   2586.017	   2588.858	   2593.200	   2598.578	     -3.000	     -2.000	     -1.000	    -12.778	      0.000	      0.000	      1.000	   1749.000	   2726.000	   2974.200	   2586.017	   2588.858	   2593.200	   2598.578	
 05/23-10:32	2585.400	2587.800	2585.200	2587.200	           3110	   2585.800	   2585.933	   2588.817	   2593.092	   2598.504	     -3.000	     -2.000	     -1.000	    -11.304	      0.000	      0.000	      1.000	   3110.000	   2713.800	   2976.800	   2585.933	   2588.817	   2593.092	   2598.504	
 05/23-10:33	2587.000	2587.600	2587.000	2587.600	           1726	   2586.300	   2585.883	   2588.733	   2592.979	   2598.416	     -3.000	     -2.000	     -1.000	    -10.816	      0.000	      0.000	      1.000	   1726.000	   2255.600	   2988.700	   2585.883	   2588.733	   2592.979	   2598.416	
 05/23-10:34	2587.600	2587.600	2586.400	2586.400	           1489	   2586.500	   2585.767	   2588.625	   2592.858	   2598.332	     -3.000	     -2.000	     -1.000	    -11.932	      0.000	      0.000	      1.000	   1489.000	   2089.800	   2888.600	   2585.767	   2588.625	   2592.858	   2598.332	
 05/23-10:35	2586.400	2588.600	2586.400	2588.400	           2771	   2587.100	   2585.750	   2588.525	   2592.758	   2598.254	     -3.000	     -2.000	     -1.000	     -9.854	      0.000	      0.000	      1.000	   2771.000	   2169.000	   2642.400	   2585.750	   2588.525	   2592.758	   2598.254	
 05/23-10:36	2588.400	2590.000	2588.000	2589.400	           4135	   2587.800	   2585.800	   2588.450	   2592.675	   2598.192	     -3.000	     -2.000	     -1.000	     -8.792	      0.000	      0.000	      0.000	   4135.000	   2646.200	   2686.100	   2585.800	   2588.450	   2592.675	   2598.192	
 05/23-10:37	2589.400	2589.800	2588.400	2589.000	           2496	   2588.200	   2585.833	   2588.375	   2592.587	   2598.128	     -3.000	     -2.000	     -1.000	     -9.128	      0.000	      0.000	      0.000	   2496.000	   2523.400	   2618.600	   2585.833	   2588.375	   2592.587	   2598.128	
 05/23-10:38	2589.000	2589.600	2588.200	2588.400	           1757	   2588.400	   2585.900	   2588.317	   2592.492	   2598.058	     -3.000	     -2.000	     -1.000	     -9.658	      0.000	      0.000	      0.000	   1757.000	   2529.600	   2392.600	   2585.900	   2588.317	   2592.492	   2598.058	
 05/23-10:39	2588.600	2588.800	2588.000	2588.200	           2027	   2588.700	   2586.033	   2588.167	   2592.383	   2597.980	     -3.000	     -2.000	     -1.000	     -9.780	      0.000	      0.000	      0.000	   2027.000	   2637.200	   2363.500	   2586.033	   2588.167	   2592.383	   2597.980	
 05/23-10:40	2588.200	2589.400	2587.000	2587.800	           2638	   2588.600	   2586.100	   2588.000	   2592.267	   2597.882	     -3.000	     -2.000	     -1.000	    -10.082	      0.000	      0.000	      0.000	   2638.000	   2610.600	   2389.800	   2586.100	   2588.000	   2592.267	   2597.882	
 05/23-10:41	2587.600	2588.400	2586.600	2588.400	           1722	   2588.300	   2586.167	   2587.867	   2592.154	   2597.782	     -3.000	     -2.000	     -1.000	     -9.382	      0.000	      0.000	      0.000	   1722.000	   2128.000	   2387.100	   2586.167	   2587.867	   2592.154	   2597.782	
 05/23-10:42	2588.000	2589.000	2587.000	2588.600	           1465	   2588.300	   2586.183	   2587.742	   2592.054	   2597.692	     -3.000	     -2.000	     -1.000	     -9.092	      0.000	      0.000	      0.000	   1465.000	   1921.800	   2222.600	   2586.183	   2587.742	   2592.054	   2597.692	
 05/23-10:43	2588.600	2588.600	2587.000	2587.600	           1137	   2588.100	   2586.150	   2587.642	   2591.958	   2597.584	     -3.000	     -2.000	     -1.000	     -9.984	      0.000	      0.000	      1.000	   1137.000	   1797.800	   2163.700	   2586.150	   2587.642	   2591.958	   2597.584	
 05/23-10:44	2587.400	2588.800	2587.000	2588.400	           1116	   2588.200	   2586.117	   2587.517	   2591.867	   2597.486	     -3.000	     -2.000	     -1.000	     -9.086	      0.000	      0.000	      1.000	   1116.000	   1615.600	   2126.400	   2586.117	   2587.517	   2591.867	   2597.486	
 05/23-10:45	2588.000	2591.600	2588.000	2591.000	           3991	   2588.800	   2586.267	   2587.425	   2591.792	   2597.396	     -3.000	     -2.000	     -1.000	     -6.396	      0.000	      0.000	      0.000	   3991.000	   1886.200	   2248.400	   2586.267	   2587.425	   2591.792	   2597.396	
 05/23-10:46	2591.000	2591.000	2587.800	2587.800	           2851	   2588.700	   2586.267	   2587.375	   2591.696	   2597.290	     -3.000	     -2.000	     -1.000	     -9.490	      0.000	      0.000	      1.000	   2851.000	   2112.000	   2120.000	   2586.267	   2587.375	   2591.696	   2597.290	
 05/23-10:47	2587.800	2591.000	2587.800	2590.800	           2278	   2589.100	   2586.400	   2587.425	   2591.617	   2597.212	     -3.000	     -2.000	     -1.000	     -6.412	      0.000	      0.000	      0.000	   2278.000	   2274.600	   2098.200	   2586.400	   2587.425	   2591.617	   2597.212	
 05/23-10:48	2590.800	2592.000	2590.200	2591.800	           2617	   2589.900	   2586.567	   2587.433	   2591.521	   2597.122	     -3.000	     -2.000	     -1.000	     -5.322	      0.000	      0.000	      0.000	   2617.000	   2570.600	   2184.200	   2586.567	   2587.433	   2591.521	   2597.122	
