 05/20-09:59	2580.600	2581.200	2580.000	2580.000	           1201	   2580.242	   2579.175	   2578.087	   2566.530	      1.000	      1.000	      0.000	      1.000	      1.000	      0.000	      1.000	      0.000	      0.000	      0.000	      0.000	      0.000	      1.000	      0.000	     10.000	      0.000	      0.000	      0.000	      0.000	
 05/20-10:00	2580.200	2580.200	2578.600	2579.000	           1454	   2580.083	   2579.217	   2578.113	   2566.636	      0.000	      0.000	      0.000	      0.000	      1.000	      0.000	      1.000	      1.000	      0.000	      0.000	      0.000	      0.000	      1.000	      0.000	     10.000	      0.000	      0.000	      0.000	      0.000	
 05/20-10:01	2579.200	2579.200	2578.200	2578.800	           1143	   2579.925	   2579.254	   2578.142	   2566.740	      0.000	      0.000	      0.000	      0.000	      1.000	      0.000	      0.000	      1.000	      1.000	      0.000	      0.000	      0.000	      1.000	      0.000	     10.000	      0.000	      0.000	      0.000	      0.000	
 05/20-10:02	2578.600	2580.600	2577.800	2580.600	           1415	   2579.867	   2579.321	   2578.188	   2566.848	      0.000	      0.000	      0.000	      0.000	      1.000	      0.000	      0.000	      1.000	      1.000	      0.000	      0.000	      0.000	      1.000	      1.000	     10.000	      0.000	      0.000	      0.000	      0.000	
 05/20-10:03	2580.000	2581.800	2579.800	2580.800	           1988	   2579.942	   2579.387	   2578.227	   2566.957	      1.000	      1.000	      0.000	      1.000	      1.000	      0.000	      1.000	      1.000	      0.000	      0.000	      0.000	      0.000	      1.000	      0.000	     10.000	      0.000	      0.000	      0.000	      0.000	
 05/20-10:04	2580.800	2581.000	2577.800	2578.000	           1479	   2579.825	   2579.413	   2578.250	   2567.064	      0.000	      0.000	      0.000	      0.000	      1.000	      0.000	      1.000	      0.000	      0.000	      0.000	      0.000	      0.000	      1.000	      0.000	     10.000	      0.000	      0.000	      0.000	      0.000	
 05/20-10:05	2578.400	2578.600	2577.200	2578.400	           1658	   2579.825	   2579.446	   2578.290	   2567.176	      1.000	      0.000	      0.000	      0.000	      1.000	      0.000	      0.000	      1.000	      1.000	      0.000	      1.000	      0.000	      1.000	      0.000	     10.000	      0.000	      0.000	      0.000	      0.000	
 05/20-10:06	2578.200	2579.000	2577.000	2577.000	            953	   2579.783	   2579.450	   2578.306	   2567.290	      1.000	      1.000	      0.000	      0.000	      0.000	      0.000	      1.000	      0.000	      0.000	      0.000	      1.000	      0.000	      1.000	      0.000	     10.000	      0.000	      0.000	      0.000	      0.000	
 05/20-10:07	2577.200	2578.600	2577.000	2578.000	           1099	   2579.708	   2579.475	   2578.331	   2567.406	      1.000	      1.000	      0.000	      0.000	      1.000	      0.000	      0.000	      1.000	      0.000	      0.000	      1.000	      0.000	      1.000	      1.000	     10.000	      0.000	      0.000	      0.000	      0.000	
 05/20-10:08	2577.800	2579.800	2577.400	2579.400	           1651	   2579.625	   2579.517	   2578.369	   2567.526	      1.000	      0.000	      0.000	      0.000	      1.000	      0.000	      0.000	      1.000	      0.000	      0.000	      0.000	      0.000	      1.000	      1.000	     10.000	      0.000	      0.000	      0.000	      0.000	
 05/20-10:09	2579.400	2582.800	2579.400	2581.400	           4163	   2579.608	   2579.600	   2578.423	   2567.651	      1.000	      1.000	      0.000	      1.000	      1.000	      0.000	      1.000	      0.000	      0.000	      0.000	      0.000	      0.000	      1.000	      1.000	     10.000	      0.000	      0.000	      0.000	      0.000	
 05/20-10:10	2581.400	2582.600	2581.200	2581.800	           1599	   2579.642	   2579.688	   2578.485	   2567.782	      1.000	      1.000	      0.000	      0.000	      1.000	      0.000	      0.000	      1.000	      0.000	      0.000	      0.000	      0.000	      1.000	      0.000	     10.000	      0.000	      0.000	      0.000	      0.000	
 05/20-10:11	2581.800	2582.800	2581.200	2582.800	           1340	   2579.608	   2579.788	   2578.556	   2567.913	      0.000	      0.000	      0.000	      1.000	      1.000	      0.000	      0.000	      1.000	      1.000	      0.000	      0.000	      0.000	      1.000	      1.000	     10.000	      0.000	      0.000	      0.000	      0.000	
 05/20-10:12	2583.000	2584.600	2582.200	2583.000	           3394	   2579.608	   2579.896	   2578.629	   2568.036	      1.000	      1.000	      0.000	      1.000	      1.000	      0.000	      1.000	      1.000	      1.000	      0.000	      0.000	      0.000	      1.000	      1.000	     10.000	      0.000	      0.000	      0.000	      0.000	
 05/20-10:13	2583.200	2584.000	2582.800	2582.800	           1802	   2579.583	   2580.000	   2578.692	   2568.159	      1.000	      1.000	      0.000	      0.000	      1.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      1.000	      0.000	     10.000	      0.000	      0.000	      0.000	      0.000	
 05/20-10:14	2583.000	2588.400	2582.000	2587.000	           6613	   2579.683	   2580.175	   2578.785	   2568.294	      1.000	      1.000	      1.000	      1.000	      1.000	      0.000	      0.000	      1.000	      1.000	      0.000	      0.000	      0.000	      1.000	      1.000	     10.000	      0.000	      0.000	      0.000	      0.000	
 05/20-10:15	2587.000	2588.800	2586.000	2587.400	           5524	   2579.825	   2580.354	   2578.869	   2568.433	      1.000	      1.000	      1.000	      1.000	      1.000	      0.000	      1.000	      1.000	      1.000	      0.000	      0.000	      0.000	      1.000	      0.000	     10.000	      1.000	      0.000	      0.000	      0.000	
 05/20-10:16	2587.800	2588.200	2585.600	2587.600	           3054	   2580.083	   2580.533	   2578.958	   2568.572	      1.000	      0.000	      0.000	      0.000	      1.000	      0.000	      0.000	      1.000	      1.000	      0.000	      0.000	      0.000	      1.000	      1.000	     10.000	      0.000	      0.000	      0.000	      0.000	
 05/20-10:17	2588.200	2588.200	2586.200	2588.000	           2265	   2580.358	   2580.700	   2579.042	   2568.712	      0.000	      0.000	      0.000	      0.000	      1.000	      0.000	      0.000	      1.000	      1.000	      0.000	      0.000	      0.000	      1.000	      1.000	     10.000	      0.000	      0.000	      0.000	      0.000	
 05/20-10:18	2588.000	2589.400	2587.600	2588.800	           4308	   2580.692	   2580.871	   2579.133	   2568.862	      1.000	      1.000	      1.000	      1.000	      1.000	      0.000	      1.000	      1.000	      0.000	      0.000	      0.000	      0.000	      1.000	      0.000	     10.000	      1.000	      0.000	      0.000	      0.000	
 05/20-10:19	2588.600	2588.800	2586.000	2586.400	           3142	   2580.950	   2581.004	   2579.206	   2569.000	      0.000	      0.000	      0.000	      0.000	      1.000	      0.000	      1.000	      1.000	      0.000	      0.000	      0.000	      0.000	      1.000	      0.000	     10.000	      0.000	      0.000	      0.000	      0.000	
 05/20-10:20	2586.400	2587.000	2585.200	2585.400	           2053	   2581.250	   2581.121	   2579.262	   2569.142	      1.000	      1.000	      0.000	      0.000	      1.000	      0.000	      1.000	      1.000	      0.000	      0.000	      0.000	      0.000	      1.000	      0.000	     10.000	      0.000	      0.000	      0.000	      0.000	
 05/20-10:21	2585.200	2586.200	2583.000	2583.800	           3212	   2581.450	   2581.175	   2579.310	   2569.273	      1.000	      1.000	      0.000	      0.000	      1.000	      0.000	      0.000	      1.000	      1.000	      0.000	      0.000	      0.000	      1.000	      1.000	     10.000	      0.000	      0.000	      0.000	      0.000	
 05/20-10:22	2584.200	2587.000	2584.000	2587.000	           2514	   2581.775	   2581.271	   2579.394	   2569.419	      0.000	      0.000	      0.000	      0.000	      1.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      1.000	      1.000	     10.000	      0.000	      0.000	      0.000	      0.000	
 05/20-10:23	2587.200	2588.200	2585.800	2586.400	           2593	   2582.117	   2581.375	   2579.458	   2569.566	      1.000	      1.000	      0.000	      0.000	      1.000	      0.000	      0.000	      1.000	      1.000	      0.000	      0.000	      0.000	      1.000	      1.000	     10.000	      0.000	      0.000	      0.000	      0.000	
 05/20-10:24	2586.600	2588.600	2586.600	2587.600	           1861	   2582.483	   2581.483	   2579.538	   2569.717	      1.000	      1.000	      0.000	      0.000	      1.000	      0.000	      1.000	      0.000	      0.000	      0.000	      0.000	      0.000	      1.000	      0.000	     10.000	      0.000	      0.000	      0.000	      0.000	
 05/20-10:25	2587.800	2588.000	2586.200	2587.600	           1431	   2582.808	   2581.629	   2579.617	   2569.872	      1.000	      0.000	      0.000	      0.000	      1.000	      0.000	      0.000	      1.000	      1.000	      0.000	      0.000	      0.000	      1.000	      0.000	     10.000	      0.000	      0.000	      0.000	      0.000	
 05/20-10:26	2587.600	2588.000	2586.200	2587.800	           1002	   2583.142	   2581.779	   2579.698	   2570.019	      1.000	      0.000	      0.000	      0.000	      1.000	      0.000	      1.000	      1.000	      1.000	      0.000	      0.000	      0.000	      1.000	      0.000	     10.000	      0.000	      0.000	      0.000	      0.000	
 05/20-10:27	2587.600	2587.800	2586.000	2587.800	           1228	   2583.367	   2581.900	   2579.779	   2570.166	      0.000	      0.000	      0.000	      0.000	      1.000	      0.000	      0.000	      1.000	      1.000	      0.000	      0.000	      0.000	      1.000	      1.000	     10.000	      0.000	      0.000	      0.000	      0.000	
 05/20-10:28	2587.800	2589.800	2587.200	2588.000	           3340	   2583.617	   2582.000	   2579.867	   2570.320	      1.000	      1.000	      1.000	      1.000	      1.000	      0.000	      1.000	      1.000	      1.000	      0.000	      0.000	      0.000	      1.000	      0.000	     10.000	      1.000	      0.000	      0.000	      0.000	
 05/20-10:29	2587.600	2588.000	2586.000	2586.000	           2440	   2583.817	   2582.029	   2579.938	   2570.454	      1.000	      0.000	      0.000	      0.000	      1.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      1.000	      0.000	     10.000	      0.000	      0.000	      0.000	      0.000	
 05/20-10:30	2586.200	2589.000	2586.000	2589.000	           1904	   2584.150	   2582.117	   2580.029	   2570.603	      0.000	      0.000	      0.000	      0.000	      1.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      1.000	      0.000	     10.000	      0.000	      0.000	      0.000	      0.000	
 05/20-10:31	2589.600	2589.600	2584.000	2585.200	           3400	   2584.358	   2582.142	   2580.090	   2570.739	      0.000	      0.000	      0.000	      0.000	      1.000	      0.000	      0.000	      1.000	      1.000	      0.000	      1.000	      0.000	      1.000	      1.000	     10.000	      0.000	      0.000	      0.000	      1.000	
 05/20-10:32	2585.200	2589.600	2585.200	2589.600	           1875	   2584.658	   2582.262	   2580.190	   2570.886	      0.000	      0.000	      0.000	      0.000	      1.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      1.000	      1.000	     10.000	      0.000	      0.000	      0.000	      0.000	
 05/20-10:33	2589.800	2590.000	2585.600	2585.800	           3633	   2584.825	   2582.383	   2580.258	   2571.015	      0.000	      0.000	      1.000	      1.000	      1.000	      0.000	      1.000	      0.000	      0.000	      0.000	      0.000	      0.000	      1.000	      0.000	     10.000	      0.000	      0.000	      0.000	      0.000	
 05/20-10:34	2586.200	2587.200	2585.000	2586.600	           1908	   2585.117	   2582.471	   2580.337	   2571.147	      1.000	      1.000	      0.000	      0.000	      1.000	      0.000	      1.000	      1.000	      1.000	      0.000	      0.000	      0.000	      1.000	      0.000	     10.000	      0.000	      0.000	      0.000	      0.000	
 05/20-10:35	2586.400	2586.600	2584.200	2585.000	           2432	   2585.333	   2582.579	   2580.398	   2571.276	      1.000	      0.000	      0.000	      0.000	      1.000	      0.000	      1.000	      1.000	      1.000	      0.000	      0.000	      0.000	      1.000	      0.000	     10.000	      0.000	      0.000	      0.000	      0.000	
 05/20-10:36	2585.000	2585.600	2583.800	2583.800	           2261	   2585.558	   2582.671	   2580.446	   2571.404	      1.000	      1.000	      0.000	      0.000	      1.000	      0.000	      1.000	      0.000	      0.000	      0.000	      1.000	      0.000	      1.000	      0.000	     10.000	      0.000	      0.000	      0.000	      0.000	
 05/20-10:37	2583.600	2584.400	2582.600	2583.400	           3282	   2585.742	   2582.725	   2580.490	   2571.525	      1.000	      1.000	      0.000	      0.000	      1.000	      0.000	      0.000	      1.000	      1.000	      0.000	      1.000	      0.000	      1.000	      1.000	     10.000	      0.000	      0.000	      0.000	      1.000	
 05/20-10:38	2583.400	2585.000	2583.400	2584.000	           1738	   2585.900	   2582.762	   2580.535	   2571.657	      1.000	      1.000	      0.000	      0.000	      1.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      1.000	      0.000	     10.000	      0.000	      0.000	      0.000	      0.000	
 05/20-10:39	2583.800	2586.600	2583.000	2585.400	           2232	   2586.025	   2582.817	   2580.590	   2571.795	      1.000	      1.000	      0.000	      0.000	      1.000	      0.000	      1.000	      1.000	      1.000	      0.000	      0.000	      0.000	      1.000	      1.000	     10.000	      0.000	      0.000	      0.000	      0.000	
 05/20-10:40	2585.600	2586.000	2584.000	2584.800	           1085	   2586.125	   2582.883	   2580.642	   2571.921	      1.000	      0.000	      0.000	      0.000	      1.000	      0.000	      0.000	      1.000	      1.000	      0.000	      0.000	      0.000	      1.000	      1.000	     10.000	      0.000	      0.000	      0.000	      0.000	
 05/20-10:41	2584.800	2586.600	2584.200	2585.800	           1709	   2586.233	   2582.921	   2580.704	   2572.052	      1.000	      1.000	      0.000	      0.000	      1.000	      0.000	      0.000	      1.000	      1.000	      0.000	      0.000	      0.000	      1.000	      1.000	     10.000	      0.000	      0.000	      0.000	      0.000	
 05/20-10:42	2585.800	2586.600	2585.000	2586.200	           1183	   2586.333	   2582.971	   2580.765	   2572.188	      1.000	      0.000	      0.000	      0.000	      1.000	      0.000	      0.000	      1.000	      1.000	      0.000	      0.000	      0.000	      1.000	      1.000	     10.000	      0.000	      0.000	      0.000	      0.000	
 05/20-10:43	2586.600	2588.600	2586.400	2588.200	           3111	   2586.508	   2583.046	   2580.846	   2572.334	      1.000	      0.000	      0.000	      1.000	      1.000	      0.000	      0.000	      1.000	      0.000	      0.000	      0.000	      0.000	      1.000	      1.000	     10.000	      0.000	      0.000	      0.000	      0.000	
 05/20-10:44	2588.600	2588.800	2587.600	2588.400	           2064	   2586.558	   2583.121	   2580.935	   2572.485	      1.000	      0.000	      0.000	      1.000	      1.000	      0.000	      0.000	      1.000	      1.000	      0.000	      0.000	      0.000	      1.000	      1.000	     10.000	      0.000	      0.000	      0.000	      0.000	
 05/20-10:45	2588.600	2589.400	2587.800	2589.400	           2541	   2586.625	   2583.225	   2581.033	   2572.639	      0.000	      0.000	      0.000	      1.000	      1.000	      0.000	      0.000	      1.000	      1.000	      0.000	      0.000	      0.000	      1.000	      1.000	     10.000	      0.000	      0.000	      0.000	      0.000	
 05/20-10:46	2589.400	2595.000	2588.400	2595.000	           5816	   2586.867	   2583.475	   2581.181	   2572.811	      0.000	      0.000	      1.000	      1.000	      1.000	      0.000	      0.000	      1.000	      1.000	      0.000	      0.000	      0.000	      1.000	      1.000	     10.000	      0.000	      0.000	      0.000	      0.000	
