 09/17-09:16	2475.000	2477.000	2472.400	2472.400	           4042	      1.000	           	           	   2481.992	   2480.969	   2485.625	   2485.356	           	     -0.375	     -0.133	     -0.164	      0.000	
 09/17-09:17	2472.200	2472.600	2469.200	2471.800	           3098	      2.000	           	           	   2481.621	   2480.827	   2485.503	   2485.246	           	     -0.371	     -0.142	     -0.228	      0.000	
 09/17-09:18	2472.000	2473.200	2471.400	2472.400	           1246	      3.000	           	           	   2481.321	   2480.688	   2485.394	   2485.135	           	     -0.300	     -0.140	     -0.231	      0.000	
 09/17-09:19	2472.800	2474.400	2471.800	2474.000	           1211	      4.000	           	           	   2481.054	   2480.583	   2485.278	   2485.031	           	     -0.267	     -0.104	     -0.225	      0.000	
 09/17-09:20	2473.800	2478.200	2473.000	2476.800	           2717	      5.000	           	           	   2480.858	   2480.506	   2485.190	   2484.932	           	     -0.196	     -0.077	     -0.204	      0.000	
 09/17-09:21	2477.200	2477.400	2475.800	2476.400	           1306	      6.000	           	           	   2480.663	   2480.438	   2485.094	   2484.840	           	     -0.196	     -0.069	     -0.184	      0.000	
 09/17-09:22	2476.400	2476.800	2475.200	2476.800	            958	      7.000	           	           	   2480.446	   2480.371	   2484.990	   2484.759	           	     -0.217	     -0.067	     -0.200	      0.000	
 09/17-09:23	2476.200	2476.400	2474.800	2474.800	            956	      8.000	           	           	   2480.200	   2480.273	   2484.868	   2484.677	           	     -0.246	     -0.098	     -0.226	      0.000	
 09/17-09:24	2474.600	2476.400	2474.600	2476.200	            941	      9.000	           	           	   2480.008	   2480.210	   2484.763	   2484.594	           	     -0.192	     -0.063	     -0.226	      0.000	
 09/17-09:25	2476.200	2478.800	2475.800	2478.000	           1641	     10.000	           	           	   2479.867	   2480.146	   2484.645	   2484.515	           	     -0.142	     -0.065	     -0.223	      0.000	
 09/17-09:26	2478.200	2478.200	2476.400	2477.800	            862	     11.000	           	           	   2479.712	   2480.073	   2484.518	   2484.433	           	     -0.154	     -0.073	     -0.246	      0.000	
 09/17-09:27	2477.400	2477.600	2475.800	2476.400	            558	     12.000	           	           	   2479.521	   2479.994	   2484.358	   2484.350	           	     -0.192	     -0.079	     -0.286	      0.000	
 09/17-09:28	2476.400	2478.400	2476.000	2478.200	            777	     13.000	           	           	   2479.379	   2479.994	   2484.231	   2484.273	           	     -0.142	      0.000	     -0.287	      0.000	
 09/17-09:29	2478.400	2478.400	2475.200	2475.600	           1000	     14.000	           	           	   2479.158	   2479.933	   2484.062	   2484.189	           	     -0.221	     -0.060	     -0.297	      0.000	
 09/17-09:30	2475.800	2478.000	2475.600	2477.000	           1005	     15.000	           	           	   2478.988	   2479.906	   2483.917	   2484.115	           	     -0.171	     -0.027	     -0.314	      0.000	
 09/17-09:31	2477.000	2478.000	2475.800	2476.000	            894	     16.000	           	           	   2478.746	   2479.871	   2483.778	   2484.029	           	     -0.242	     -0.035	     -0.283	      0.000	
 09/17-09:32	2476.000	2478.800	2476.000	2478.600	           1719	     17.000	           	           	   2478.613	   2479.898	   2483.661	   2483.958	           	     -0.133	      0.027	     -0.255	      0.000	
 09/17-09:33	2478.600	2478.600	2473.400	2473.800	           2215	     18.000	           	           	   2478.292	   2479.846	   2483.481	   2483.868	           	     -0.321	     -0.052	     -0.297	      0.000	
 09/17-09:34	2473.800	2474.200	2472.600	2473.800	           1835	     19.000	           	           	   2477.967	   2479.808	   2483.305	   2483.782	           	     -0.325	     -0.038	     -0.356	      0.000	
 09/17-09:35	2473.800	2477.200	2472.800	2477.000	           1760	     20.000	           	           	   2477.762	   2479.831	   2483.175	   2483.716	           	     -0.204	      0.023	     -0.306	      0.000	
 09/17-09:36	2476.800	2479.200	2476.200	2478.400	           2557	     21.000	           	           	   2477.629	   2479.867	   2483.042	   2483.654	           	     -0.133	      0.035	     -0.263	      0.000	
 09/17-09:37	2478.400	2478.400	2476.400	2477.800	            930	     22.000	           	           	   2477.471	   2479.867	   2482.884	   2483.592	           	     -0.158	      0.000	     -0.291	      0.000	
 09/17-09:38	2477.400	2478.400	2476.200	2477.800	            939	     23.000	           	           	   2477.333	   2479.858	   2482.738	   2483.528	           	     -0.138	     -0.008	     -0.304	      0.000	
 09/17-09:39	2477.800	2477.800	2476.200	2476.400	            978	     24.000	           	           	   2477.121	   2479.810	   2482.592	   2483.447	           	     -0.212	     -0.048	     -0.293	      0.000	
 09/17-09:40	2476.600	2476.800	2474.200	2474.400	           2245	     25.000	           	           	   2476.825	   2479.710	   2482.440	   2483.357	           	     -0.296	     -0.100	     -0.298	      0.000	
 09/17-09:41	2474.800	2475.800	2473.400	2473.800	           1711	     26.000	           	           	   2476.504	   2479.575	   2482.278	   2483.266	           	     -0.321	     -0.135	     -0.313	      0.000	
 09/17-09:42	2473.800	2473.800	2472.200	2472.800	           2530	     27.000	           	           	   2476.179	   2479.417	   2482.097	   2483.170	           	     -0.325	     -0.158	     -0.343	      0.000	
 09/17-09:43	2472.800	2473.600	2471.600	2471.600	           1779	     28.000	           	           	   2475.854	   2479.227	   2481.916	   2483.068	           	     -0.325	     -0.190	     -0.363	      0.000	
 09/17-09:44	2471.600	2472.600	2470.800	2472.600	           2154	     29.000	           	           	   2475.625	   2479.046	   2481.734	   2482.975	           	     -0.229	     -0.181	     -0.363	      0.000	
 09/17-09:45	2472.600	2474.000	2472.200	2473.200	           1910	     30.000	           	           	   2475.421	   2478.894	   2481.572	   2482.896	           	     -0.204	     -0.152	     -0.344	      0.000	
 09/17-09:46	2473.400	2475.000	2473.200	2473.400	           1230	     31.000	           	           	   2475.454	   2478.723	   2481.426	   2482.821	           	      0.033	     -0.171	     -0.308	      0.000	
 09/17-09:47	2473.800	2473.800	2470.200	2471.800	           2510	     32.000	           	           	   2475.454	   2478.538	   2481.269	   2482.742	           	      0.000	     -0.185	     -0.303	      0.000	
 09/17-09:48	2471.800	2472.400	2468.200	2469.600	           3866	     33.000	           	           	   2475.358	   2478.340	   2481.100	   2482.664	           	     -0.096	     -0.198	     -0.326	      0.000	
 09/17-09:49	2469.600	2471.200	2469.200	2469.400	           2028	     34.000	           	           	   2475.208	   2478.131	   2480.930	   2482.581	           	     -0.150	     -0.208	     -0.339	      0.000	
 09/17-09:50	2469.600	2473.200	2469.600	2472.600	           2344	     35.000	           	           	   2475.067	   2477.962	   2480.776	   2482.514	           	     -0.142	     -0.169	     -0.324	      0.000	
 09/17-09:51	2472.200	2473.000	2471.000	2472.200	           1333	     36.000	           	           	   2474.925	   2477.794	   2480.619	   2482.447	           	     -0.142	     -0.169	     -0.312	      0.000	
 09/17-09:52	2472.400	2472.400	2470.400	2472.200	           1311	     37.000	           	           	   2474.775	   2477.610	   2480.467	   2482.380	           	     -0.150	     -0.183	     -0.310	      0.000	
 09/17-09:53	2472.000	2472.600	2471.200	2472.200	           1067	     38.000	           	           	   2474.688	   2477.444	   2480.281	   2482.310	           	     -0.087	     -0.167	     -0.337	      0.000	
 09/17-09:54	2471.800	2473.600	2471.800	2472.200	           1484	     39.000	           	           	   2474.554	   2477.281	   2480.095	   2482.239	           	     -0.133	     -0.163	     -0.372	      0.000	
 09/17-09:55	2472.400	2474.800	2472.200	2474.600	           1730	     40.000	           	           	   2474.442	   2477.154	   2479.933	   2482.178	           	     -0.113	     -0.127	     -0.348	      0.000	
 09/17-09:56	2474.200	2474.800	2473.400	2474.000	           1546	     41.000	           	           	   2474.317	   2477.015	   2479.767	   2482.125	           	     -0.125	     -0.139	     -0.328	      0.000	
 09/17-09:57	2474.000	2474.600	2473.200	2474.000	           1021	     42.000	           	           	   2474.233	   2476.877	   2479.600	   2482.073	           	     -0.083	     -0.137	     -0.333	      0.000	
 09/17-09:58	2474.000	2474.400	2472.000	2472.200	           1209	     43.000	           	           	   2474.033	   2476.706	   2479.426	   2482.012	           	     -0.200	     -0.171	     -0.341	      0.000	
 09/17-09:59	2472.200	2472.800	2471.000	2471.600	           1134	     44.000	           	           	   2473.900	   2476.529	   2479.242	   2481.951	           	     -0.134	     -0.177	     -0.358	      0.000	
 09/17-10:00	2471.400	2472.800	2471.200	2471.400	           1087	     45.000	           	           	   2473.712	   2476.350	   2479.086	   2481.897	           	     -0.188	     -0.179	     -0.340	      0.000	
 09/17-10:01	2471.400	2473.400	2470.600	2473.000	           1191	     46.000	           	           	   2473.613	   2476.179	   2478.948	   2481.843	           	     -0.100	     -0.171	     -0.294	      0.000	
 09/17-10:02	2473.000	2473.200	2470.800	2471.200	            945	     47.000	           	           	   2473.367	   2475.990	   2478.795	   2481.782	           	     -0.246	     -0.190	     -0.292	      0.000	
 09/17-10:03	2471.200	2472.000	2470.600	2471.000	            773	     48.000	           	           	   2473.275	   2475.783	   2478.666	   2481.719	           	     -0.092	     -0.206	     -0.282	      0.000	
 09/17-10:04	2471.200	2471.600	2469.600	2471.200	           1547	     49.000	           	           	   2473.183	   2475.575	   2478.546	   2481.668	           	     -0.092	     -0.208	     -0.249	      0.000	
