 07/10-09:16	2117.000	2127.800	2114.200	2124.600	           9509	      1.000	   2131.914	   2132.923	   2135.068	           	           	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	
 07/10-09:17	2124.600	2127.000	2123.200	2124.800	           2915	      2.000	   2131.600	   2132.733	   2134.963	           	           	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	
 07/10-09:18	2124.600	2126.400	2123.600	2125.600	           1758	      3.000	   2131.327	   2132.563	   2134.842	           	           	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	
 07/10-09:19	2125.400	2127.000	2124.600	2124.600	           1790	      4.000	   2131.007	   2132.374	   2134.715	           	           	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	
 07/10-09:20	2124.400	2127.000	2124.000	2127.000	           1714	      5.000	   2130.786	   2132.220	   2134.605	           	           	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	
 07/10-09:21	2127.800	2129.200	2125.200	2126.200	           2417	      6.000	   2130.526	   2132.017	   2134.500	           	           	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	
 07/10-09:22	2126.000	2127.800	2125.200	2127.800	           1466	      7.000	   2130.353	   2131.853	   2134.403	           	           	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	
 07/10-09:23	2127.800	2128.400	2126.800	2128.400	           2040	      8.000	   2130.200	   2131.697	   2134.307	           	           	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	
 07/10-09:24	2128.600	2131.600	2127.600	2130.200	           4751	      9.000	   2130.100	   2131.633	   2134.225	           	           	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	
 07/10-09:25	2130.200	2131.200	2129.000	2130.000	           2471	     10.000	   2129.994	   2131.587	   2134.157	           	           	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	
 07/10-09:26	2130.200	2131.200	2127.400	2128.200	           2571	     11.000	   2129.820	   2131.500	   2134.070	           	           	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	
 07/10-09:27	2127.800	2129.200	2127.400	2128.200	           1776	     12.000	   2129.627	   2131.414	   2133.987	           	           	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	
 07/10-09:28	2128.000	2130.000	2128.000	2129.200	            901	     13.000	   2129.467	   2131.336	   2133.923	           	           	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	
 07/10-09:29	2129.800	2130.200	2128.600	2129.000	            887	     14.000	   2129.340	   2131.237	   2133.858	           	           	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	
 07/10-09:30	2128.400	2130.200	2126.800	2130.200	           2125	     15.000	   2129.254	   2131.197	   2133.802	           	           	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	
 07/10-09:31	2130.200	2132.000	2129.800	2132.000	           3156	     16.000	   2129.200	   2131.194	   2133.765	           	           	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	
 07/10-09:32	2132.000	2133.000	2131.400	2132.000	           3215	     17.000	   2129.160	   2131.177	   2133.733	           	           	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	
 07/10-09:33	2131.800	2132.000	2129.000	2129.000	           2916	     18.000	   2129.013	   2131.124	   2133.670	           	           	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	
 07/10-09:34	2129.200	2130.000	2128.400	2129.800	           1686	     19.000	   2128.906	   2131.073	   2133.607	           	           	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	
 07/10-09:35	2129.400	2130.200	2126.000	2126.600	           3486	     20.000	   2128.693	   2130.970	   2133.533	           	           	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	
 07/10-09:36	2126.400	2128.400	2126.200	2127.200	           1873	     21.000	   2128.541	   2130.870	   2133.457	           	           	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	
 07/10-09:37	2127.000	2134.000	2127.000	2134.000	           5092	     22.000	   2128.633	   2130.880	   2133.437	           	           	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	
 07/10-09:38	2134.200	2138.000	2133.000	2136.200	           8682	     23.000	   2128.806	   2130.930	   2133.422	           	           	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	
 07/10-09:39	2136.200	2139.000	2135.000	2138.200	           5329	     24.000	   2129.080	   2131.007	   2133.413	           	           	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	
 07/10-09:40	2137.600	2141.400	2136.200	2140.600	           6030	     25.000	   2129.427	   2131.150	   2133.423	           	           	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	
 07/10-09:41	2140.200	2140.200	2138.400	2138.600	           4482	     26.000	   2129.700	   2131.263	   2133.428	           	           	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	
 07/10-09:42	2138.600	2143.000	2137.800	2140.800	           6049	     27.000	   2130.094	   2131.420	   2133.450	           	           	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	
 07/10-09:43	2140.800	2141.800	2138.800	2138.800	           2996	     28.000	   2130.420	   2131.533	   2133.458	           	           	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	
 07/10-09:44	2138.800	2140.600	2138.800	2139.600	           2395	     29.000	   2130.820	   2131.643	   2133.488	           	           	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	
 07/10-09:45	2140.000	2148.600	2138.600	2148.200	           9642	     30.000	   2131.520	   2131.883	   2133.605	           	           	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	
 07/10-09:46	2149.200	2151.200	2147.000	2147.000	           8225	     31.000	   2132.267	   2132.090	   2133.723	           	           	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	
 07/10-09:47	2147.000	2150.000	2145.600	2147.800	           4795	     32.000	   2133.033	   2132.317	   2133.848	           	           	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	
 07/10-09:48	2147.600	2148.000	2145.600	2148.000	           3904	     33.000	   2133.779	   2132.553	   2133.968	           	           	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	
 07/10-09:49	2147.800	2152.800	2146.400	2150.400	           6099	     34.000	   2134.640	   2132.823	   2134.112	           	           	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	
 07/10-09:50	2150.200	2158.000	2148.400	2155.400	          11801	     35.000	   2135.586	   2133.187	   2134.300	           	           	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	
 07/10-09:51	2155.200	2160.800	2154.400	2160.200	           8192	     36.000	   2136.720	   2133.623	   2134.522	           	           	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	
 07/10-09:52	2160.200	2161.800	2156.600	2157.400	           6222	     37.000	   2137.706	   2134.030	   2134.712	           	           	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	
 07/10-09:53	2157.200	2159.400	2154.000	2154.000	           5536	     38.000	   2138.559	   2134.380	   2134.865	           	           	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	
 07/10-09:54	2154.000	2156.200	2152.800	2154.800	           5372	     39.000	   2139.380	   2134.740	   2135.023	           	           	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	
 07/10-09:55	2155.200	2156.600	2152.200	2152.200	           4304	     40.000	   2140.120	   2135.057	   2135.160	           	           	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	
 07/10-09:56	2151.600	2154.400	2151.200	2153.800	           4811	     41.000	   2140.974	   2135.397	   2135.297	           	           	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	
