 05/09-09:16	2538.000	2538.000	2533.200	2534.600	           6483	   2539.800	   2535.738	   2536.535	   2538.726	
 05/09-09:17	2534.800	2536.000	2533.800	2535.400	           2946	   2539.867	   2535.788	   2536.500	   2538.636	
 05/09-09:18	2535.400	2535.400	2528.400	2529.400	           5760	   2539.725	   2535.721	   2536.425	   2538.537	
 05/09-09:19	2529.800	2531.400	2528.800	2529.200	           3115	   2539.542	   2535.642	   2536.358	   2538.454	
 05/09-09:20	2529.200	2531.000	2528.800	2530.600	           2613	   2539.300	   2535.608	   2536.298	   2538.393	
 05/09-09:21	2530.600	2531.400	2529.400	2531.400	           1643	   2539.117	   2535.596	   2536.235	   2538.316	
 05/09-09:22	2531.200	2532.000	2531.000	2531.200	           1505	   2538.925	   2535.567	   2536.183	   2538.242	
 05/09-09:23	2531.400	2533.800	2531.000	2532.800	           1943	   2538.792	   2535.571	   2536.135	   2538.189	
 05/09-09:24	2533.000	2533.400	2531.600	2532.600	           1102	   2538.650	   2535.592	   2536.075	   2538.127	
 05/09-09:25	2533.000	2533.600	2531.800	2532.800	           1345	   2538.458	   2535.596	   2535.996	   2538.074	
 05/09-09:26	2532.800	2535.000	2532.400	2534.400	           1785	   2538.300	   2535.617	   2535.935	   2538.029	
 05/09-09:27	2534.200	2535.600	2532.600	2534.600	           2849	   2538.233	   2535.629	   2535.881	   2537.993	
 05/09-09:28	2535.000	2536.800	2534.600	2536.400	           2782	   2538.200	   2535.675	   2535.850	   2537.954	
 05/09-09:29	2536.400	2541.200	2535.600	2538.800	           4647	   2538.242	   2535.758	   2535.842	   2537.931	
 05/09-09:30	2538.600	2539.600	2538.200	2539.400	           2715	   2538.250	   2535.854	   2535.831	   2537.917	
 05/09-09:31	2539.400	2540.600	2536.800	2536.800	           3524	   2538.192	   2535.958	   2535.813	   2537.899	
 05/09-09:32	2536.800	2540.800	2536.400	2539.600	           3109	   2538.150	   2536.175	   2535.825	   2537.885	
 05/09-09:33	2539.400	2540.000	2537.600	2539.400	           2228	   2538.067	   2536.350	   2535.835	   2537.856	
 05/09-09:34	2539.600	2540.600	2536.600	2536.800	           2911	   2537.908	   2536.467	   2535.842	   2537.829	
 05/09-09:35	2536.600	2537.000	2534.600	2535.400	           3350	   2537.692	   2536.567	   2535.835	   2537.793	
 05/09-09:36	2535.400	2535.800	2533.800	2534.600	           2906	   2537.450	   2536.637	   2535.825	   2537.751	
 05/09-09:37	2534.800	2537.200	2534.000	2536.600	           3376	   2537.317	   2536.758	   2535.840	   2537.727	
 05/09-09:38	2536.600	2538.800	2535.200	2537.400	           3244	   2537.100	   2536.887	   2535.850	   2537.695	
 05/09-09:39	2537.400	2537.800	2535.400	2535.400	           1817	   2536.758	   2536.983	   2535.844	   2537.633	
