 09/04-09:16	2349.000	2349.000	2344.000	2344.600	           6108	      1.000	   2349.421	   2348.220	   2346.058	           	           	     -0.032	     -0.109	      0.154	      0.000	      1.000	   2348.208	   2349.421	   2348.220	   2346.058	           	           	      0.000	      3.363	      0.000	           	      0.000	           	      0.362	           	      1.201	           	     -4.821	      0.000	      0.000	      0.000	      1.000	     -1.656	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	
 09/04-09:17	2344.600	2346.200	2344.400	2345.800	           1945	      2.000	   2349.393	   2348.163	   2346.117	           	           	     -0.028	     -0.057	      0.110	      0.000	      2.000	   2346.469	   2349.393	   2348.163	   2346.117	           	           	      0.000	      3.276	      0.000	           	      0.000	           	      0.327	           	      1.229	           	     -3.593	      0.000	      0.000	      0.000	      0.000	     -1.740	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	
 09/04-09:18	2345.600	2346.000	2344.800	2345.000	           1687	      3.000	   2349.293	   2348.100	   2346.168	           	           	     -0.100	     -0.063	      0.110	      0.000	      3.000	   2345.135	   2349.293	   2348.100	   2346.168	           	           	      0.000	      3.125	      0.000	           	      0.000	           	      0.263	           	      1.193	           	     -4.293	      0.000	      0.000	      0.000	      1.000	     -1.333	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	
 09/04-09:19	2345.000	2345.600	2344.200	2344.600	           1354	      4.000	   2349.159	   2348.027	   2346.223	           	           	     -0.133	     -0.073	      0.106	      0.000	      4.000	   2345.125	   2349.159	   2348.027	   2346.223	           	           	      0.000	      2.936	      0.000	           	      0.000	           	      0.217	           	      1.133	           	     -4.559	      0.000	      0.000	      0.000	      1.000	     -0.010	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	
 09/04-09:20	2344.800	2345.800	2344.400	2345.400	           1212	      5.000	   2349.047	   2347.927	   2346.270	           	           	     -0.113	     -0.100	      0.102	      0.000	      5.000	   2345.000	   2349.047	   2347.927	   2346.270	           	           	      0.000	      2.777	      0.000	           	      0.000	           	      0.212	           	      1.120	           	     -3.647	      0.000	      0.000	      0.000	      0.000	     -0.125	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	
 09/04-09:21	2345.600	2345.600	2344.800	2345.000	            976	      6.000	   2348.886	   2347.830	   2346.318	           	           	     -0.160	     -0.097	      0.095	      0.000	      6.000	   2345.000	   2348.886	   2347.830	   2346.318	           	           	      0.000	      2.568	      0.000	           	      0.000	           	      0.202	           	      1.057	           	     -3.886	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	
 09/04-09:22	2345.000	2346.000	2344.400	2346.000	           1301	      7.000	   2348.773	   2347.767	   2346.368	           	           	     -0.114	     -0.063	      0.098	      0.000	      7.000	   2345.469	   2348.773	   2347.767	   2346.368	           	           	      0.000	      2.405	      0.000	           	      0.000	           	      0.200	           	      1.006	           	     -2.773	      0.000	      0.000	      0.000	      0.000	      0.469	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	
 09/04-09:23	2346.000	2347.000	2345.200	2346.800	           1667	      8.000	   2348.667	   2347.750	   2346.422	           	           	     -0.106	     -0.017	      0.103	      0.000	      8.000	   2345.938	   2348.667	   2347.750	   2346.422	           	           	      0.000	      2.245	      0.000	           	      0.000	           	      0.198	           	      0.917	           	     -1.867	      0.000	      0.000	      0.000	      0.000	      0.469	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	
 09/04-09:24	2346.600	2347.200	2346.400	2346.800	           1166	      9.000	   2348.573	   2347.723	   2346.465	           	           	     -0.094	     -0.027	      0.096	      0.000	      9.000	   2346.531	   2348.573	   2347.723	   2346.465	           	           	      0.000	      2.108	      0.000	           	      0.000	           	      0.195	           	      0.850	           	     -1.773	      0.000	      0.000	      0.000	      0.000	      0.594	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	
 09/04-09:25	2346.800	2346.800	2345.200	2345.400	           1251	     10.000	   2348.433	   2347.677	   2346.483	           	           	     -0.140	     -0.047	      0.062	      0.000	     10.000	   2346.333	   2348.433	   2347.677	   2346.483	           	           	      0.000	      1.950	      0.000	           	      0.000	           	      0.165	           	      0.757	           	     -3.033	      0.000	      0.000	      0.000	      0.000	     -0.198	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	
