 09/03-09:16	2334.200	2337.800	2331.800	2334.200	           8172	      1.000	   2316.414	   2315.253	   2314.672	           	           	      0.694	      0.377	      0.457	      0.000	      1.000	   2329.073	   2316.414	   2315.253	   2314.672	           	           	      0.000	      1.742	      0.000	           	      0.000	           	      0.710	           	      1.160	           	     17.786	      0.000	      0.000	      1.000	      0.000	      4.740	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	
 09/03-09:17	2334.800	2335.600	2333.000	2333.600	           2707	      2.000	   2317.127	   2315.600	   2314.920	           	           	      0.714	      0.347	      0.498	      0.000	      2.000	   2332.333	   2317.127	   2315.600	   2314.920	           	           	      0.000	      2.207	      0.000	           	      0.000	           	      0.853	           	      1.527	           	     16.473	      0.000	      0.000	      0.000	      0.000	      3.260	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	
 09/03-09:18	2334.000	2334.000	2331.200	2333.600	           2680	      3.000	   2317.800	   2315.963	   2315.148	           	           	      0.673	      0.363	      0.477	      0.000	      3.000	   2333.802	   2317.800	   2315.963	   2315.148	           	           	      0.000	      2.652	      0.000	           	      0.000	           	      0.933	           	      1.837	           	     15.800	      0.000	      0.000	      0.000	      0.000	      1.469	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	
 09/03-09:19	2333.200	2333.600	2329.800	2330.800	           2194	      4.000	   2318.407	   2316.253	   2315.360	           	           	      0.607	      0.290	      0.440	      0.000	      4.000	   2332.667	   2318.407	   2316.253	   2315.360	           	           	      0.000	      3.047	      0.000	           	      0.000	           	      0.938	           	      2.154	           	     12.393	      0.000	      0.000	      0.000	      0.000	     -1.135	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	
 09/03-09:20	2330.800	2332.200	2330.800	2331.800	           1592	      5.000	   2319.073	   2316.546	   2315.563	           	           	      0.666	      0.293	      0.415	      0.000	      5.000	   2332.063	   2319.073	   2316.546	   2315.563	           	           	      0.000	      3.510	      0.000	           	      0.000	           	      0.892	           	      2.527	           	     12.727	      0.000	      0.000	      0.000	      0.000	     -0.604	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	
 09/03-09:21	2331.600	2331.800	2327.800	2328.600	           2747	      6.000	   2319.614	   2316.790	   2315.737	           	           	      0.541	      0.244	      0.377	      0.000	      6.000	   2330.406	   2319.614	   2316.790	   2315.737	           	           	      0.000	      3.877	      0.000	           	      0.000	           	      0.817	           	      2.823	           	      8.987	      0.000	      0.000	      0.000	      0.000	     -1.656	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	
 09/03-09:22	2328.200	2330.600	2327.400	2330.200	           2250	      7.000	   2320.160	   2317.063	   2315.897	           	           	      0.547	      0.273	      0.333	      0.000	      7.000	   2330.198	   2320.160	   2317.063	   2315.897	           	           	      0.000	      4.264	      0.000	           	      0.000	           	      0.749	           	      3.097	           	     10.040	      0.000	      0.000	      0.000	      0.000	     -0.208	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	
 09/03-09:23	2330.200	2330.200	2327.600	2329.200	           1964	      8.000	   2320.667	   2317.303	   2316.043	           	           	      0.506	      0.240	      0.306	      0.000	      8.000	   2329.333	   2320.667	   2317.303	   2316.043	           	           	      0.000	      4.624	      0.000	           	      0.000	           	      0.683	           	      3.364	           	      8.533	      0.000	      0.000	      0.000	      0.000	     -0.865	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	
 09/03-09:24	2329.000	2329.400	2327.600	2328.600	           1462	      9.000	   2321.141	   2317.523	   2316.168	           	           	      0.474	      0.220	      0.272	      0.000	      9.000	   2329.333	   2321.141	   2317.523	   2316.168	           	           	      0.000	      4.972	      0.000	           	      0.000	           	      0.605	           	      3.617	           	      7.459	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	
 09/03-09:25	2328.400	2330.000	2327.600	2329.200	           1808	     10.000	   2321.627	   2317.713	   2316.300	           	           	      0.487	      0.190	      0.257	      0.000	     10.000	   2329.000	   2321.627	   2317.713	   2316.300	           	           	      0.000	      5.327	      0.000	           	      0.000	           	      0.563	           	      3.914	           	      7.573	      0.000	      0.000	      0.000	      0.000	     -0.333	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	
