 08/26-09:16	2300.200	2303.400	2294.000	2294.000	           9590	      1.000	   2286.526	   2285.320	   2278.947	           	      0.060	      0.363	     -0.404	      0.000	
 08/26-09:17	2294.000	2296.000	2292.600	2294.400	           2965	      2.000	   2286.647	   2285.720	   2278.823	           	      0.121	      0.400	     -0.265	      0.000	
 08/26-09:18	2294.400	2298.400	2294.000	2298.200	           2621	      3.000	   2286.879	   2286.167	   2278.730	           	      0.232	      0.447	     -0.217	      0.000	
 08/26-09:19	2298.200	2298.200	2294.800	2296.000	           1796	      4.000	   2287.106	   2286.546	   2278.646	           	      0.227	      0.380	     -0.177	      0.000	
 08/26-09:20	2296.000	2297.600	2295.800	2297.000	           1257	      5.000	   2287.446	   2286.813	   2278.613	           	      0.340	      0.267	     -0.117	      0.000	
 08/26-09:21	2297.000	2297.600	2295.400	2296.800	           1320	      6.000	   2287.700	   2287.070	   2278.603	           	      0.254	      0.257	     -0.043	      0.000	
 08/26-09:22	2296.800	2296.800	2294.200	2295.000	           1608	      7.000	   2287.914	   2287.293	   2278.608	           	      0.214	      0.223	     -0.005	      0.000	
 08/26-09:23	2294.800	2296.400	2294.600	2296.400	           1216	      8.000	   2288.107	   2287.507	   2278.618	           	      0.194	      0.214	      0.015	      0.000	
 08/26-09:24	2296.600	2298.600	2296.600	2297.200	           2094	      9.000	   2288.380	   2287.753	   2278.642	           	      0.273	      0.246	      0.033	      0.000	
 08/26-09:25	2297.200	2298.600	2297.000	2298.400	           1068	     10.000	   2288.700	   2288.017	   2278.750	           	      0.320	      0.263	      0.132	      0.000	
 08/26-09:26	2298.400	2301.800	2298.200	2301.000	           3756	     11.000	   2289.180	   2288.337	   2278.893	           	      0.480	      0.320	      0.252	      0.000	
 08/26-09:27	2301.200	2301.200	2299.600	2299.800	           2235	     12.000	   2289.541	   2288.594	   2279.025	           	      0.360	      0.257	      0.275	      0.000	
 08/26-09:28	2300.000	2300.800	2295.800	2297.200	           2613	     13.000	   2289.820	   2288.847	   2279.132	           	      0.279	      0.253	      0.238	      0.000	
 08/26-09:29	2297.200	2299.800	2296.800	2299.600	           1914	     14.000	   2290.167	   2289.197	   2279.287	           	      0.347	      0.350	      0.261	      0.000	
 08/26-09:30	2299.800	2300.000	2297.800	2298.800	           1319	     15.000	   2290.480	   2289.460	   2279.510	           	      0.313	      0.264	      0.378	      0.000	
 08/26-09:31	2298.400	2298.800	2296.200	2296.800	           1912	     16.000	   2290.813	   2289.707	   2279.688	           	      0.332	      0.246	      0.402	      0.000	
 08/26-09:32	2297.000	2297.400	2294.400	2295.000	           2972	     17.000	   2291.113	   2289.940	   2279.830	           	      0.300	      0.233	      0.320	      0.000	
 08/26-09:33	2295.200	2295.200	2288.000	2289.000	           5693	     18.000	   2291.226	   2290.066	   2279.935	           	      0.114	      0.126	      0.247	      0.000	
 08/26-09:34	2289.200	2291.400	2289.000	2290.200	           3458	     19.000	   2291.367	   2290.250	   2280.043	           	      0.141	      0.184	      0.214	      0.000	
 08/26-09:35	2290.200	2291.000	2285.400	2286.600	           5283	     20.000	   2291.420	   2290.260	   2280.120	           	      0.053	      0.010	      0.185	      0.000	
 08/26-09:36	2287.000	2290.600	2286.600	2289.200	           3104	     21.000	   2291.606	   2290.263	   2280.228	           	      0.187	      0.003	      0.185	      0.000	
 08/26-09:37	2289.600	2291.400	2289.200	2289.200	           2837	     22.000	   2291.767	   2290.227	   2280.322	           	      0.160	     -0.036	      0.202	      0.000	
 08/26-09:38	2289.600	2292.000	2289.200	2292.000	           1713	     23.000	   2292.053	   2290.260	   2280.445	           	      0.287	      0.033	      0.217	      0.000	
