 02/20-09:16	2310.200	2314.000	2308.200	2310.200	           7488	
 02/20-09:17	2310.400	2313.200	2310.000	2312.200	           2559	
 02/20-09:18	2312.600	2315.400	2312.400	2314.600	           3333	
 02/20-09:19	2314.400	2314.400	2313.200	2314.400	           1834	
 02/20-09:20	2314.200	2314.400	2311.800	2313.200	           1826	
 02/20-09:21	2313.600	2314.600	2312.400	2312.400	           1574	
 02/20-09:22	2312.400	2315.000	2312.200	2314.400	           1406	
 02/20-09:23	2314.400	2316.000	2313.000	2313.000	           1648	
 02/20-09:24	2313.000	2316.400	2312.600	2315.600	           2426	
 02/20-09:25	2315.400	2317.000	2315.200	2315.800	           2467	
 02/20-09:26	2316.200	2320.200	2315.600	2319.200	           5870	
 02/20-09:27	2319.000	2319.600	2317.200	2317.800	           2812	
 02/20-09:28	2318.000	2320.400	2317.600	2318.800	           2473	
 02/20-09:29	2319.000	2319.000	2316.000	2316.400	           2554	
 02/20-09:30	2316.400	2318.000	2315.400	2315.800	           2991	
 02/20-09:31	2316.000	2321.200	2314.400	2318.600	           5959	
 02/20-09:32	2318.800	2320.400	2317.400	2319.600	           3408	
 02/20-09:33	2319.600	2321.200	2318.000	2319.000	           3592	
 02/20-09:34	2318.600	2318.800	2316.200	2317.000	           3073	
 02/20-09:35	2316.800	2321.800	2315.600	2321.800	           4405	
 02/20-09:36	2321.000	2322.000	2320.400	2321.800	           4670	
 02/20-09:37	2322.000	2324.000	2321.600	2323.800	           5311	
 02/20-09:38	2324.000	2324.200	2321.600	2322.200	           4058	
 02/20-09:39	2322.400	2322.600	2320.000	2322.400	           3193	
 02/20-09:40	2322.400	2323.600	2321.000	2322.400	           2704	
 02/20-09:41	2322.400	2323.800	2321.800	2323.800	           2218	
 02/20-09:42	2323.800	2329.200	2323.800	2328.400	           7959	
 02/20-09:43	2328.200	2330.600	2326.200	2330.200	           5998	
 02/20-09:44	2330.200	2330.200	2326.800	2327.400	           3811	
 02/20-09:45	2327.400	2328.600	2321.600	2321.800	           6372	
 02/20-09:46	2321.800	2321.800	2315.200	2316.200	          13010	
