 07/23-09:16	2171.600	2176.000	2171.600	2173.800	           5075	      1.000	   2172.240	   2170.473	   2166.022	           	           	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      1.561	      0.000	      0.000	
 07/23-09:17	2173.400	2175.600	2173.200	2175.200	           2325	      2.000	   2172.274	   2170.773	   2166.192	           	           	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      2.926	      0.000	      0.000	
 07/23-09:18	2175.000	2179.000	2174.800	2178.000	           3999	      3.000	   2172.380	   2171.094	   2166.364	           	           	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      5.620	      0.000	      0.000	
 07/23-09:19	2177.600	2178.800	2176.800	2177.600	           1831	      4.000	   2172.500	   2171.403	   2166.532	           	           	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      5.100	      0.000	      0.000	
 07/23-09:20	2177.600	2180.000	2177.000	2179.200	           2058	      5.000	   2172.659	   2171.680	   2166.690	           	           	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      6.541	      0.000	      0.000	
 07/23-09:21	2179.000	2180.000	2178.600	2179.400	           1960	      6.000	   2172.920	   2171.950	   2166.813	           	           	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      6.480	      0.000	      0.000	
 07/23-09:22	2179.400	2180.400	2178.200	2179.200	           2074	      7.000	   2173.113	   2172.187	   2166.945	           	           	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      6.087	      0.000	      0.000	
 07/23-09:23	2179.000	2179.400	2178.000	2179.000	           1326	      8.000	   2173.279	   2172.390	   2167.075	           	           	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      5.721	      0.000	      0.000	
 07/23-09:24	2178.800	2184.000	2178.400	2183.600	           5509	      9.000	   2173.567	   2172.660	   2167.253	           	           	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	     10.033	      0.000	      0.000	
 07/23-09:25	2183.800	2186.000	2183.000	2185.000	           3993	     10.000	   2173.947	   2172.887	   2167.432	           	           	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	     11.053	      0.000	      0.000	
 07/23-09:26	2185.000	2189.600	2184.200	2188.400	           6039	     11.000	   2174.479	   2173.196	   2167.608	           	           	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	     13.921	      0.000	      0.000	
 07/23-09:27	2188.400	2195.200	2188.200	2193.000	           6879	     12.000	   2175.167	   2173.580	   2167.840	           	           	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	     17.833	      0.000	      0.000	
 07/23-09:28	2193.000	2193.000	2190.800	2191.000	           3831	     13.000	   2175.733	   2173.930	   2168.068	           	           	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	     15.267	      0.000	      0.000	
 07/23-09:29	2191.000	2193.000	2190.200	2191.000	           2636	     14.000	   2176.326	   2174.306	   2168.302	           	           	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	     14.674	      0.000	      0.000	
 07/23-09:30	2190.600	2192.800	2189.000	2190.800	           3576	     15.000	   2176.940	   2174.597	   2168.533	           	           	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	     13.860	      0.000	      0.000	
 07/23-09:31	2190.600	2194.800	2188.400	2189.000	           4938	     16.000	   2177.467	   2174.923	   2168.767	           	           	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	     11.533	      0.000	      0.000	
 07/23-09:32	2189.000	2189.000	2186.200	2187.600	           3996	     17.000	   2177.926	   2175.253	   2168.998	           	           	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      9.674	      0.000	      0.000	
 07/23-09:33	2187.400	2188.600	2186.200	2187.400	           3001	     18.000	   2178.394	   2175.553	   2169.187	           	           	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      9.006	      0.000	      0.000	
 07/23-09:34	2187.200	2196.200	2187.000	2195.000	           5390	     19.000	   2179.160	   2175.953	   2169.413	           	           	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	     15.840	      0.000	      0.000	
 07/23-09:35	2194.800	2195.200	2189.800	2190.400	           5410	     20.000	   2179.767	   2176.257	   2169.615	           	           	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	     10.633	      0.000	      0.000	
 07/23-09:36	2191.000	2191.000	2185.200	2188.800	           6033	     21.000	   2180.346	   2176.536	   2169.803	           	           	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      8.454	      0.000	      0.000	
 07/23-09:37	2189.000	2193.600	2188.200	2192.000	           3381	     22.000	   2181.020	   2176.863	   2169.995	           	           	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	     10.980	      0.000	      0.000	
 07/23-09:38	2192.000	2192.200	2188.400	2191.000	           2234	     23.000	   2181.673	   2177.193	   2170.228	           	           	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      9.327	      0.000	      0.000	
 07/23-09:39	2191.200	2191.200	2186.200	2186.600	           3326	     24.000	   2182.200	   2177.477	   2170.413	           	           	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      4.400	      0.000	      0.000	
 07/23-09:40	2186.600	2186.800	2183.600	2183.600	           5018	     25.000	   2182.667	   2177.733	   2170.602	           	           	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.933	      0.000	      0.000	
 07/23-09:41	2183.200	2185.000	2183.200	2183.800	           3333	     26.000	   2183.133	   2177.940	   2170.785	           	           	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.667	      0.000	      0.000	
 07/23-09:42	2183.800	2187.600	2183.400	2184.400	           2964	     27.000	   2183.626	   2178.153	   2170.973	           	           	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.774	      0.000	      0.000	
 07/23-09:43	2184.200	2187.400	2183.400	2187.000	           2484	     28.000	   2184.233	   2178.386	   2171.202	           	           	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      2.767	      0.000	      0.000	
