 07/08-09:26	2130.800	2134.600	2130.800	2133.200	           2046	     11.000	   2157.933	   2166.630	   2176.385	           	           	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	     -5.800	      4.000	    -12.000	     11.800	      0.000	
 07/08-09:27	2133.800	2133.800	2129.400	2129.600	           2167	     12.000	   2156.506	   2165.810	   2175.797	           	           	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	     -5.000	     -1.200	    -15.600	      8.200	      0.000	
 07/08-09:28	2129.600	2132.200	2127.400	2132.000	           2363	     13.000	   2155.147	   2165.033	   2175.197	           	           	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	     -1.800	      2.600	    -13.200	     10.600	      0.000	
 07/08-09:29	2131.800	2134.600	2130.800	2133.600	           2005	     14.000	   2153.813	   2164.243	   2174.650	           	           	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      1.400	      6.200	    -11.600	     12.200	      0.000	
 07/08-09:30	2133.800	2136.200	2133.400	2135.000	           2757	     15.000	   2152.506	   2163.507	   2174.088	           	           	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.400	      4.200	    -10.200	     13.600	      0.000	
 07/08-09:31	2135.800	2136.200	2130.200	2132.600	           3501	     16.000	   2151.073	   2162.730	   2173.531	           	           	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	     -3.600	     -0.800	    -12.600	     11.200	      0.000	
 07/08-09:32	2133.400	2135.000	2131.200	2131.200	           2227	     17.000	   2149.633	   2161.903	   2172.995	           	           	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	     -5.000	      1.000	    -14.000	      9.800	      0.000	
 07/08-09:33	2131.000	2134.400	2129.800	2133.800	           2379	     18.000	   2148.326	   2161.136	   2172.491	           	           	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	     -1.200	      2.600	    -11.400	     12.400	      0.000	
 07/08-09:34	2134.400	2138.000	2133.400	2135.000	           3478	     19.000	   2147.046	   2160.420	   2171.983	           	           	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.600	      5.200	    -10.200	     13.600	      0.000	
 07/08-09:35	2134.600	2136.800	2134.600	2135.000	           2268	     20.000	   2145.773	   2159.727	   2171.462	           	           	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	     -3.000	      1.600	    -10.200	     13.600	      0.000	
 07/08-09:36	2134.800	2138.000	2134.800	2136.600	           2494	     21.000	   2144.527	   2159.063	   2170.963	           	           	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	     -0.200	      2.000	     -8.600	     15.200	      0.000	
 07/08-09:37	2136.400	2137.200	2134.000	2136.400	           2712	     22.000	   2143.267	   2158.430	   2170.465	           	           	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	     -1.600	      1.600	     -8.800	     15.000	      0.000	
 07/08-09:38	2136.400	2136.400	2132.600	2132.600	           2371	     23.000	   2141.907	   2157.737	   2169.969	           	           	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	     -4.600	     -1.400	    -12.600	     11.200	      0.000	
 07/08-09:39	2132.200	2133.000	2130.800	2132.000	           2977	     24.000	   2140.488	   2157.037	   2169.477	           	           	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	     -4.400	     -0.600	    -13.200	     10.600	      0.000	
 07/08-09:40	2132.200	2132.600	2129.000	2130.000	           3695	     25.000	   2139.013	   2156.327	   2168.969	           	           	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      1.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	     -3.000	     -0.800	    -15.200	      8.600	      0.000	
 07/08-09:41	2130.000	2135.800	2130.000	2134.400	           3372	     26.000	   2137.720	   2155.713	   2168.490	           	           	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      1.800	      5.400	    -10.800	     13.000	      0.000	
 07/08-09:42	2134.400	2135.800	2134.000	2134.400	           2578	     27.000	   2136.426	   2155.080	   2168.035	           	           	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	     -1.400	      4.400	    -10.800	     13.000	      0.000	
 07/08-09:43	2134.200	2137.600	2133.800	2134.200	           2672	     28.000	   2135.080	   2154.440	   2167.583	           	           	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	     -1.600	      0.200	    -11.000	     12.800	      0.000	
 07/08-09:44	2134.000	2134.000	2130.200	2130.200	           3156	     29.000	   2133.653	   2153.710	   2167.100	           	           	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	     -7.400	     -3.600	    -15.000	      8.800	      0.000	
 07/08-09:45	2130.000	2130.600	2121.400	2121.400	           7475	     30.000	   2131.914	   2152.833	   2166.540	           	           	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      1.000	      0.000	      0.000	      0.000	      0.000	    -12.600	     -8.800	    -23.800	      0.000	      0.000	
 07/08-09:46	2121.600	2125.200	2114.800	2120.000	          11069	     31.000	   2131.247	   2151.933	   2165.960	           	           	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      1.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      1.000	      0.000	      0.000	      0.000	    -10.600	     -1.400	    -25.200	      5.200	      0.000	
 07/08-09:47	2119.000	2119.600	2116.000	2117.000	           5536	     32.000	   2130.907	   2150.954	   2165.358	           	           	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	     -8.200	      2.200	    -28.200	      2.200	      0.000	
 07/08-09:48	2117.200	2122.000	2117.200	2120.200	           4357	     33.000	   2130.626	   2150.030	   2164.803	           	           	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.600	      4.200	    -25.000	      5.400	      0.000	
 07/08-09:49	2120.400	2123.400	2119.400	2121.600	           4445	     34.000	   2130.333	   2149.136	   2164.245	           	           	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	     -0.400	      4.400	    -23.600	      6.800	      0.000	
 07/08-09:50	2121.600	2122.400	2112.200	2112.200	           4459	     35.000	   2129.833	   2148.104	   2163.622	           	           	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      1.000	      0.000	      0.000	      0.000	      0.000	    -11.200	     -7.200	    -33.000	      0.000	      0.000	
 07/08-09:51	2111.200	2116.200	2108.600	2113.000	           8180	     36.000	   2129.286	   2147.104	   2163.025	           	           	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	     -9.400	      0.800	    -32.200	      4.400	      0.000	
 07/08-09:52	2111.800	2114.400	2107.200	2114.000	           6179	     37.000	   2128.727	   2146.143	   2162.447	           	           	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	     -2.200	      5.400	    -31.200	      6.800	      0.000	
 07/08-09:53	2113.600	2116.200	2113.600	2115.000	           3652	     38.000	   2128.227	   2145.190	   2161.875	           	           	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.600	      7.800	    -30.200	      7.800	      0.000	
 07/08-09:54	2114.800	2118.000	2114.400	2114.400	           3071	     39.000	   2127.727	   2144.217	   2161.297	           	           	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	     -1.800	      0.800	    -30.800	      7.200	      0.000	
 07/08-09:55	2114.200	2114.800	2111.600	2111.600	           2940	     40.000	   2127.074	   2143.177	   2160.693	           	           	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	     -6.400	     -2.800	    -33.600	      4.400	      0.000	
 07/08-09:56	2111.000	2112.200	2104.600	2110.200	           7616	     41.000	   2126.306	   2142.120	   2160.070	           	           	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      1.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      1.000	      0.000	      0.000	      0.000	     -4.600	     -1.400	    -35.000	      5.600	      0.000	
 07/08-09:57	2110.600	2117.200	2110.400	2115.800	           4701	     42.000	   2125.847	   2141.177	   2159.497	           	           	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      3.600	     11.200	    -29.400	     11.200	      0.000	
 07/08-09:58	2115.600	2126.800	2114.800	2125.400	           8566	     43.000	   2125.627	   2140.387	   2158.995	           	           	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      1.000	      0.000	      0.000	      0.000	      0.000	      0.000	      8.200	     15.000	    -19.800	     20.800	      0.000	
 07/08-09:59	2125.200	2125.200	2120.600	2122.400	           5208	     44.000	   2125.253	   2139.533	   2158.487	           	           	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	     -4.400	      7.600	    -22.800	     17.800	      0.000	
 07/08-10:00	2122.400	2125.000	2122.000	2125.000	           3197	     45.000	   2124.920	   2138.713	   2158.028	           	           	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	     -0.200	      4.400	    -20.200	     20.400	      0.000	
 07/08-10:01	2124.800	2124.800	2121.200	2122.000	           2485	     46.000	   2124.567	   2137.820	   2157.552	           	           	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	     -3.000	      0.000	    -23.200	     17.400	      0.000	
 07/08-10:02	2121.800	2125.000	2121.000	2124.400	           2481	     47.000	   2124.340	   2136.987	   2157.090	           	           	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	     -0.400	      3.200	    -20.800	     19.800	      0.000	
 07/08-10:03	2124.200	2133.800	2122.800	2131.200	           8365	     48.000	   2124.254	   2136.290	   2156.708	           	           	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      6.200	     10.200	    -14.000	     26.600	      0.000	
 07/08-10:04	2131.400	2133.000	2129.000	2129.800	           5584	     49.000	   2124.080	   2135.563	   2156.287	           	           	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	     -4.000	      7.000	    -15.400	     25.200	      0.000	
 07/08-10:05	2129.400	2132.200	2128.600	2132.000	           3491	     50.000	   2123.980	   2134.876	   2155.892	           	           	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	     -1.000	      3.000	    -13.200	     27.400	      0.000	
 07/08-10:06	2131.800	2131.800	2126.200	2127.800	           4112	     51.000	   2123.687	   2134.107	   2155.457	           	           	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	     -4.400	     -0.800	    -17.400	     23.200	      0.000	
 07/08-10:07	2127.400	2128.600	2126.000	2126.400	           2193	     52.000	   2123.354	   2133.310	   2155.005	           	           	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	     -5.400	      0.200	    -18.800	     21.800	      0.000	
 07/08-10:08	2126.600	2129.600	2125.800	2127.400	           1943	     53.000	   2123.179	   2132.543	   2154.545	           	           	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	     -1.200	      1.400	    -17.800	     22.800	      0.000	
 07/08-10:09	2127.800	2131.400	2127.600	2129.200	           2348	     54.000	   2123.086	   2131.787	   2154.105	           	           	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	     -0.400	      3.400	    -16.000	     24.600	      0.000	
 07/08-10:10	2129.400	2132.000	2128.400	2130.600	           2608	     55.000	   2123.106	   2131.060	   2153.675	           	           	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	     -0.800	      3.000	    -14.600	     26.000	      0.000	
 07/08-10:11	2130.200	2130.600	2128.600	2128.800	           1676	     56.000	   2122.921	   2130.320	   2153.230	           	           	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	     -3.200	      0.400	    -16.400	     24.200	      0.000	
 07/08-10:12	2128.400	2130.800	2126.800	2130.400	           2334	     57.000	   2122.786	   2129.606	   2152.822	           	           	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	     -0.200	      1.800	    -14.800	     25.800	      0.000	
 07/08-10:13	2130.400	2135.000	2130.400	2132.000	           4267	     58.000	   2122.712	   2128.896	   2152.422	           	           	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      1.200	      5.200	    -13.200	     27.400	      0.000	
 07/08-10:14	2132.200	2133.400	2130.600	2131.800	           2614	     59.000	   2122.767	   2128.210	   2152.035	           	           	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	     -3.200	      1.400	    -13.400	     27.200	      0.000	
 07/08-10:15	2131.800	2132.200	2129.600	2130.800	           2581	     60.000	   2123.080	   2127.497	   2151.642	           	           	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	     -2.600	      0.200	    -14.400	     26.200	      0.000	
 07/08-10:16	2130.800	2131.400	2126.200	2127.400	           3889	     61.000	   2123.326	   2127.286	   2151.198	           	           	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	     -4.800	     -2.200	    -17.800	     22.800	      0.000	
 07/08-10:17	2127.200	2131.600	2126.200	2131.600	           3057	     62.000	   2123.813	   2127.360	   2150.800	           	           	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.200	      5.400	    -13.600	     27.000	      0.000	
