 05/17-09:30	2524.600	2526.200	2524.400	2525.600	           1471	   2525.392	   2521.071	   2517.083	   2506.549	      1.000	      1.000	      1.000	      0.000	      0.000	      1.000	      0.000	      1.000	      0.000	      1.000	      0.000	      0.000	      0.000	      0.000	      1.000	      0.000	     10.000	      0.000	      0.000	      0.000	      0.000	   1471.000	   1182.000	   1412.600	
 05/17-09:31	2525.800	2525.800	2523.800	2524.800	           1169	   2525.350	   2521.254	   2517.217	   2506.668	      1.000	      0.000	      0.000	      0.000	      0.000	      1.000	      0.000	      0.000	      0.000	      1.000	      1.000	      0.000	      0.000	      0.000	      1.000	      1.000	     10.000	      0.000	      0.000	      0.000	      0.000	   1169.000	   1193.400	   1330.400	
 05/17-09:32	2524.400	2527.800	2524.400	2527.600	           2728	   2525.425	   2521.542	   2517.377	   2506.818	      1.000	      0.000	      0.000	      0.000	      1.000	      1.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      1.000	      0.000	     10.000	      0.000	      0.000	      0.000	      0.000	   2728.000	   1505.600	   1454.700	
 05/17-09:33	2527.800	2530.800	2523.800	2524.000	           5802	   2525.375	   2521.758	   2517.502	   2506.971	      0.000	      1.000	      1.000	      1.000	      1.000	      1.000	      0.000	      1.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      1.000	      0.000	     10.000	      1.000	      0.000	      0.000	      0.000	   5802.000	   2447.600	   1919.100	
 05/17-09:34	2524.200	2524.200	2521.600	2523.800	           3860	   2525.333	   2521.979	   2517.608	   2507.128	      0.000	      0.000	      0.000	      0.000	      0.000	      1.000	      0.000	      0.000	      1.000	      1.000	      1.000	      1.000	      1.000	      0.000	      1.000	      1.000	     10.000	      0.000	      0.000	      0.000	      1.000	   3860.000	   3006.000	   2165.000	
 05/17-09:35	2523.800	2525.800	2523.600	2524.600	           2009	   2525.250	   2522.229	   2517.715	   2507.289	      0.000	      1.000	      1.000	      0.000	      0.000	      1.000	      0.000	      1.000	      0.000	      1.000	      0.000	      0.000	      0.000	      0.000	      1.000	      0.000	     10.000	      0.000	      0.000	      0.000	      0.000	   2009.000	   3113.600	   2147.800	
 05/17-09:36	2524.600	2525.000	2523.200	2524.400	           1804	   2525.150	   2522.458	   2517.815	   2507.456	      0.000	      1.000	      0.000	      0.000	      0.000	      1.000	      0.000	      1.000	      0.000	      1.000	      1.000	      0.000	      0.000	      0.000	      1.000	      0.000	     10.000	      0.000	      0.000	      0.000	      0.000	   1804.000	   3240.600	   2217.000	
 05/17-09:37	2524.000	2524.600	2523.000	2523.800	           1582	   2525.000	   2522.675	   2517.910	   2507.610	      0.000	      1.000	      1.000	      0.000	      0.000	      1.000	      0.000	      0.000	      0.000	      1.000	      1.000	      0.000	      0.000	      0.000	      1.000	      0.000	     10.000	      0.000	      0.000	      0.000	      0.000	   1582.000	   3011.400	   2258.500	
 05/17-09:38	2524.000	2524.600	2522.800	2522.800	            982	   2524.850	   2522.842	   2517.977	   2507.778	      0.000	      1.000	      1.000	      0.000	      0.000	      1.000	      0.000	      1.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      1.000	      0.000	     10.000	      0.000	      0.000	      0.000	      0.000	    982.000	   2047.400	   2247.500	
 05/17-09:39	2522.800	2522.800	2520.800	2521.400	           3656	   2524.650	   2522.979	   2518.033	   2507.942	      0.000	      0.000	      0.000	      0.000	      0.000	      1.000	      0.000	      1.000	      0.000	      1.000	      1.000	      1.000	      1.000	      0.000	      1.000	      0.000	     10.000	      0.000	      0.000	      0.000	      0.000	   3656.000	   2006.600	   2506.300	
 05/17-09:40	2521.400	2522.600	2519.200	2519.200	           2522	   2524.392	   2523.054	   2518.077	   2508.090	      0.000	      1.000	      1.000	      0.000	      0.000	      1.000	      0.000	      1.000	      0.000	      0.000	      0.000	      1.000	      1.000	      0.000	      1.000	      1.000	     10.000	      0.000	      0.000	      0.000	      0.000	   2522.000	   2109.200	   2611.400	
 05/17-09:41	2519.400	2522.400	2519.400	2522.400	           2359	   2524.292	   2523.175	   2518.117	   2508.253	      1.000	      0.000	      0.000	      0.000	      0.000	      1.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      1.000	      1.000	     10.000	      0.000	      0.000	      0.000	      0.000	   2359.000	   2220.200	   2730.400	
 05/17-09:42	2521.200	2522.600	2519.600	2519.600	           2082	   2524.125	   2523.229	   2518.135	   2508.409	      0.000	      1.000	      1.000	      0.000	      0.000	      1.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      1.000	      0.000	     10.000	      0.000	      0.000	      0.000	      0.000	   2082.000	   2320.200	   2665.800	
 05/17-09:43	2519.600	2523.600	2519.600	2523.000	           2011	   2524.033	   2523.337	   2518.165	   2508.583	      0.000	      1.000	      1.000	      0.000	      0.000	      1.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      1.000	      1.000	     10.000	      0.000	      0.000	      0.000	      0.000	   2011.000	   2526.000	   2286.700	
 05/17-09:44	2523.000	2523.800	2522.000	2522.600	           1765	   2523.925	   2523.454	   2518.183	   2508.782	      0.000	      1.000	      1.000	      0.000	      0.000	      1.000	      0.000	      0.000	      0.000	      1.000	      1.000	      0.000	      0.000	      0.000	      1.000	      1.000	     10.000	      0.000	      0.000	      0.000	      0.000	   1765.000	   2147.800	   2077.200	
 05/17-09:45	2522.600	2524.200	2522.400	2523.800	           1527	   2523.883	   2523.583	   2518.235	   2508.983	      0.000	      1.000	      0.000	      0.000	      0.000	      1.000	      0.000	      0.000	      0.000	      1.000	      0.000	      0.000	      0.000	      0.000	      1.000	      1.000	     10.000	      0.000	      0.000	      0.000	      0.000	   1527.000	   1948.800	   2029.000	
 05/17-09:46	2523.800	2525.000	2523.200	2523.200	           2016	   2523.775	   2523.717	   2518.308	   2509.178	      0.000	      1.000	      1.000	      0.000	      1.000	      1.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      1.000	      0.000	     10.000	      0.000	      0.000	      0.000	      0.000	   2016.000	   1880.200	   2050.200	
 05/17-09:47	2523.200	2525.000	2522.800	2524.400	           1535	   2523.733	   2523.842	   2518.390	   2509.375	      0.000	      1.000	      1.000	      0.000	      1.000	      1.000	      0.000	      0.000	      0.000	      1.000	      0.000	      0.000	      0.000	      0.000	      1.000	      1.000	     10.000	      0.000	      0.000	      0.000	      0.000	   1535.000	   1770.800	   2045.500	
 05/17-09:48	2524.400	2525.600	2523.600	2525.600	           1899	   2523.758	   2523.988	   2518.477	   2509.566	      0.000	      0.000	      0.000	      0.000	      1.000	      1.000	      0.000	      0.000	      0.000	      1.000	      1.000	      0.000	      0.000	      0.000	      1.000	      1.000	     10.000	      0.000	      0.000	      0.000	      0.000	   1899.000	   1748.400	   2137.200	
 05/17-09:49	2525.800	2527.200	2525.200	2526.800	           3120	   2523.783	   2524.133	   2518.563	   2509.776	      0.000	      1.000	      0.000	      0.000	      1.000	      1.000	      0.000	      0.000	      0.000	      1.000	      1.000	      0.000	      0.000	      0.000	      1.000	      1.000	     10.000	      0.000	      0.000	      0.000	      0.000	   3120.000	   2019.400	   2083.600	
 05/17-09:50	2526.800	2528.600	2526.400	2528.600	           2570	   2523.883	   2524.292	   2518.690	   2509.993	      0.000	      0.000	      0.000	      0.000	      1.000	      1.000	      0.000	      0.000	      0.000	      1.000	      0.000	      0.000	      0.000	      0.000	      1.000	      1.000	     10.000	      0.000	      0.000	      0.000	      0.000	   2570.000	   2228.000	   2088.400	
 05/17-09:51	2528.800	2533.200	2527.800	2531.400	           6625	   2524.092	   2524.483	   2518.844	   2510.213	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      0.000	      1.000	      0.000	      1.000	      1.000	      0.000	      0.000	      0.000	      1.000	      1.000	     10.000	      1.000	      0.000	      0.000	      0.000	   6625.000	   3149.800	   2515.000	
 05/17-09:52	2531.000	2531.200	2528.600	2529.200	           3910	   2524.275	   2524.633	   2518.952	   2510.417	      0.000	      0.000	      0.000	      0.000	      0.000	      1.000	      0.000	      0.000	      0.000	      1.000	      1.000	      0.000	      0.000	      0.000	      1.000	      1.000	     10.000	      0.000	      0.000	      0.000	      0.000	   3910.000	   3624.800	   2697.800	
 05/17-09:53	2529.400	2532.000	2529.000	2530.400	           3606	   2524.508	   2524.821	   2519.067	   2510.627	      0.000	      1.000	      1.000	      0.000	      0.000	      1.000	      0.000	      0.000	      0.000	      1.000	      0.000	      0.000	      0.000	      0.000	      1.000	      1.000	     10.000	      0.000	      0.000	      0.000	      0.000	   3606.000	   3966.200	   2857.300	
 05/17-09:54	2530.600	2534.600	2530.200	2533.200	           5189	   2524.858	   2525.025	   2519.219	   2510.840	      0.000	      1.000	      1.000	      1.000	      1.000	      1.000	      0.000	      0.000	      0.000	      1.000	      0.000	      0.000	      0.000	      0.000	      1.000	      1.000	     10.000	      0.000	      0.000	      0.000	      0.000	   5189.000	   4380.000	   3199.700	
 05/17-09:55	2533.200	2535.800	2532.400	2535.400	           5966	   2525.208	   2525.254	   2519.410	   2511.070	      0.000	      1.000	      0.000	      1.000	      1.000	      1.000	      0.000	      1.000	      0.000	      1.000	      1.000	      0.000	      0.000	      0.000	      1.000	      0.000	     10.000	      0.000	      0.000	      0.000	      0.000	   5966.000	   5059.200	   3643.600	
 05/17-09:56	2535.200	2535.200	2532.000	2532.000	           3761	   2525.508	   2525.387	   2519.565	   2511.285	      0.000	      0.000	      0.000	      0.000	      0.000	      1.000	      0.000	      1.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      1.000	      0.000	     10.000	      0.000	      0.000	      0.000	      0.000	   3761.000	   4486.400	   3818.100	
 05/17-09:57	2531.800	2534.800	2531.000	2533.600	           3350	   2525.833	   2525.538	   2519.727	   2511.500	      0.000	      1.000	      1.000	      0.000	      0.000	      1.000	      0.000	      0.000	      0.000	      1.000	      1.000	      0.000	      0.000	      0.000	      1.000	      1.000	     10.000	      0.000	      0.000	      0.000	      0.000	   3350.000	   4374.400	   3999.600	
 05/17-09:58	2533.400	2537.000	2532.800	2535.800	           5320	   2526.258	   2525.750	   2519.900	   2511.716	      0.000	      1.000	      1.000	      1.000	      1.000	      1.000	      0.000	      1.000	      0.000	      1.000	      1.000	      0.000	      0.000	      0.000	      1.000	      0.000	     10.000	      1.000	      0.000	      0.000	      0.000	   5320.000	   4717.200	   4341.700	
 05/17-09:59	2536.400	2536.400	2531.800	2532.000	           3693	   2526.500	   2525.904	   2520.040	   2511.911	      0.000	      0.000	      0.000	      0.000	      0.000	      1.000	      0.000	      1.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      1.000	      0.000	     10.000	      0.000	      0.000	      0.000	      0.000	   3693.000	   4418.000	   4399.000	
 05/17-10:00	2531.600	2531.600	2529.600	2530.000	           4315	   2526.650	   2526.021	   2520.148	   2512.095	      0.000	      0.000	      0.000	      0.000	      0.000	      1.000	      0.000	      1.000	      0.000	      1.000	      0.000	      0.000	      0.000	      0.000	      1.000	      0.000	     10.000	      0.000	      0.000	      0.000	      0.000	   4315.000	   4087.800	   4573.500	
 05/17-10:01	2530.000	2531.200	2529.600	2531.000	           2173	   2526.858	   2526.104	   2520.269	   2512.291	      1.000	      1.000	      0.000	      0.000	      0.000	      1.000	      0.000	      0.000	      0.000	      1.000	      0.000	      0.000	      0.000	      0.000	      1.000	      0.000	     10.000	      0.000	      0.000	      0.000	      0.000	   2173.000	   3770.200	   4128.300	
 05/17-10:02	2531.000	2531.200	2529.000	2530.200	           2434	   2526.942	   2526.183	   2520.367	   2512.492	      0.000	      1.000	      0.000	      0.000	      0.000	      1.000	      0.000	      1.000	      0.000	      1.000	      1.000	      0.000	      1.000	      0.000	      1.000	      0.000	     10.000	      0.000	      0.000	      0.000	      0.000	   2434.000	   3587.000	   3980.700	
 05/17-10:03	2530.000	2530.400	2528.000	2528.400	           2656	   2527.083	   2526.229	   2520.450	   2512.688	      0.000	      1.000	      0.000	      0.000	      0.000	      1.000	      0.000	      0.000	      0.000	      1.000	      0.000	      0.000	      1.000	      0.000	      1.000	      0.000	     10.000	      0.000	      0.000	      0.000	      0.000	   2656.000	   3054.200	   3885.700	
 05/17-10:04	2528.400	2532.800	2528.000	2531.400	           3422	   2527.342	   2526.337	   2520.604	   2512.894	      0.000	      1.000	      1.000	      0.000	      0.000	      1.000	      0.000	      1.000	      0.000	      1.000	      0.000	      0.000	      1.000	      0.000	      1.000	      1.000	     10.000	      0.000	      0.000	      0.000	      0.000	   3422.000	   3000.000	   3709.000	
 05/17-10:05	2531.800	2532.000	2529.800	2530.000	           1777	   2527.525	   2526.387	   2520.735	   2513.090	      0.000	      0.000	      0.000	      0.000	      0.000	      1.000	      0.000	      1.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      1.000	      1.000	     10.000	      0.000	      0.000	      0.000	      0.000	   1777.000	   2492.400	   3290.100	
 05/17-10:06	2530.000	2531.600	2530.000	2530.200	           1544	   2527.717	   2526.433	   2520.871	   2513.275	      0.000	      1.000	      1.000	      0.000	      0.000	      1.000	      0.000	      1.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      1.000	      0.000	     10.000	      0.000	      0.000	      0.000	      0.000	   1544.000	   2366.600	   3068.400	
 05/17-10:07	2530.200	2531.400	2529.600	2530.800	           1203	   2527.950	   2526.475	   2521.012	   2513.463	      0.000	      1.000	      1.000	      0.000	      0.000	      1.000	      0.000	      1.000	      0.000	      1.000	      1.000	      0.000	      0.000	      0.000	      1.000	      0.000	     10.000	      0.000	      0.000	      0.000	      0.000	   1203.000	   2120.400	   2853.700	
 05/17-10:08	2530.800	2531.000	2528.400	2529.200	           2154	   2528.167	   2526.508	   2521.150	   2513.655	      0.000	      1.000	      0.000	      0.000	      0.000	      1.000	      0.000	      0.000	      0.000	      1.000	      1.000	      0.000	      0.000	      0.000	      1.000	      1.000	     10.000	      0.000	      0.000	      0.000	      0.000	   2154.000	   2020.000	   2537.100	
 05/17-10:09	2528.600	2532.000	2528.600	2531.600	           2037	   2528.500	   2526.575	   2521.331	   2513.861	      0.000	      1.000	      0.000	      0.000	      0.000	      1.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      1.000	      1.000	     10.000	      0.000	      0.000	      0.000	      0.000	   2037.000	   1743.000	   2371.500	
 05/17-10:10	2532.000	2534.200	2531.600	2533.200	           4016	   2528.967	   2526.679	   2521.523	   2514.074	      0.000	      1.000	      1.000	      0.000	      1.000	      1.000	      0.000	      1.000	      0.000	      1.000	      0.000	      0.000	      0.000	      0.000	      1.000	      0.000	     10.000	      0.000	      0.000	      0.000	      0.000	   4016.000	   2190.800	   2341.600	
 05/17-10:11	2533.400	2533.400	2528.000	2528.000	           3381	   2529.158	   2526.725	   2521.673	   2514.255	      0.000	      0.000	      0.000	      0.000	      0.000	      1.000	      0.000	      1.000	      0.000	      0.000	      0.000	      0.000	      1.000	      0.000	      1.000	      0.000	     10.000	      0.000	      0.000	      0.000	      0.000	   3381.000	   2558.200	   2462.400	
 05/17-10:12	2527.400	2527.400	2525.600	2527.200	           5442	   2529.408	   2526.767	   2521.798	   2514.427	      0.000	      0.000	      0.000	      0.000	      0.000	      1.000	      0.000	      0.000	      0.000	      1.000	      1.000	      0.000	      1.000	      0.000	      1.000	      1.000	     10.000	      0.000	      0.000	      0.000	      1.000	   5442.000	   3406.000	   2763.200	
 05/17-10:13	2527.200	2527.600	2526.000	2526.000	           2055	   2529.508	   2526.771	   2521.925	   2514.604	      0.000	      1.000	      0.000	      0.000	      0.000	      1.000	      0.000	      1.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      1.000	      0.000	     10.000	      0.000	      0.000	      0.000	      0.000	   2055.000	   3386.200	   2703.100	
 05/17-10:14	2526.200	2527.000	2525.000	2525.800	           2682	   2529.617	   2526.771	   2522.050	   2514.767	      1.000	      1.000	      1.000	      0.000	      0.000	      1.000	      0.000	      0.000	      1.000	      1.000	      1.000	      0.000	      1.000	      0.000	      1.000	      1.000	     10.000	      0.000	      0.000	      0.000	      1.000	   2682.000	   3515.200	   2629.100	
 05/17-10:15	2526.000	2527.800	2526.000	2526.200	           2061	   2529.700	   2526.792	   2522.215	   2514.936	      1.000	      1.000	      1.000	      0.000	      0.000	      1.000	      0.000	      1.000	      1.000	      0.000	      0.000	      0.000	      0.000	      0.000	      1.000	      0.000	     10.000	      0.000	      0.000	      0.000	      0.000	   2061.000	   3124.200	   2657.500	
 05/17-10:16	2526.200	2527.600	2525.600	2526.000	           1774	   2529.792	   2526.783	   2522.358	   2515.101	      0.000	      1.000	      1.000	      0.000	      0.000	      1.000	      0.000	      1.000	      0.000	      1.000	      0.000	      0.000	      0.000	      0.000	      1.000	      0.000	     10.000	      0.000	      0.000	      0.000	      0.000	   1774.000	   2802.800	   2680.500	
 05/17-10:17	2526.000	2527.400	2525.400	2525.800	           1658	   2529.833	   2526.783	   2522.494	   2515.260	      0.000	      1.000	      1.000	      0.000	      0.000	      1.000	      0.000	      0.000	      0.000	      1.000	      0.000	      0.000	      0.000	      0.000	      1.000	      1.000	     10.000	      0.000	      0.000	      0.000	      0.000	   1658.000	   2046.000	   2726.000	
 05/17-10:18	2526.000	2528.000	2525.600	2527.400	           1912	   2529.892	   2526.825	   2522.631	   2515.421	      0.000	      1.000	      1.000	      0.000	      0.000	      1.000	      0.000	      0.000	      0.000	      1.000	      0.000	      0.000	      0.000	      0.000	      1.000	      1.000	     10.000	      0.000	      0.000	      0.000	      0.000	   1912.000	   2017.400	   2701.800	
 05/17-10:19	2527.200	2528.000	2527.000	2527.400	           1295	   2529.917	   2526.850	   2522.779	   2515.583	      0.000	      1.000	      1.000	      0.000	      0.000	      1.000	      0.000	      0.000	      0.000	      1.000	      0.000	      0.000	      0.000	      0.000	      1.000	      1.000	     10.000	      0.000	      0.000	      0.000	      0.000	   1295.000	   1740.000	   2627.600	
 05/17-10:20	2527.400	2529.600	2527.200	2528.400	           2324	   2529.908	   2526.896	   2522.956	   2515.730	      0.000	      1.000	      1.000	      0.000	      0.000	      1.000	      0.000	      0.000	      0.000	      1.000	      0.000	      0.000	      0.000	      0.000	      1.000	      1.000	     10.000	      0.000	      0.000	      0.000	      0.000	   2324.000	   1792.600	   2458.400	
 05/17-10:21	2528.200	2529.600	2527.400	2528.600	           1435	   2529.817	   2526.954	   2523.121	   2515.888	      0.000	      1.000	      1.000	      0.000	      1.000	      1.000	      0.000	      0.000	      0.000	      1.000	      1.000	      0.000	      0.000	      0.000	      1.000	      1.000	     10.000	      0.000	      0.000	      0.000	      0.000	   1435.000	   1724.800	   2263.800	
 05/17-10:22	2528.600	2529.800	2528.000	2529.600	           1619	   2529.825	   2527.050	   2523.285	   2516.051	      0.000	      1.000	      0.000	      0.000	      1.000	      1.000	      0.000	      0.000	      0.000	      1.000	      1.000	      0.000	      0.000	      0.000	      1.000	      1.000	     10.000	      0.000	      0.000	      0.000	      0.000	   1619.000	   1717.000	   1881.500	
 05/17-10:23	2529.400	2530.200	2529.000	2529.600	           2088	   2529.800	   2527.154	   2523.440	   2516.222	      0.000	      1.000	      1.000	      0.000	      1.000	      1.000	      0.000	      1.000	      0.000	      1.000	      0.000	      0.000	      0.000	      0.000	      1.000	      0.000	     10.000	      0.000	      0.000	      0.000	      0.000	   2088.000	   1752.200	   1884.800	
 05/17-10:24	2529.600	2530.000	2527.000	2527.000	           2259	   2529.592	   2527.225	   2523.573	   2516.377	      0.000	      1.000	      0.000	      0.000	      0.000	      1.000	      0.000	      1.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      1.000	      0.000	     10.000	      0.000	      0.000	      0.000	      0.000	   2259.000	   1945.000	   1842.500	
 05/17-10:25	2526.800	2527.400	2526.000	2526.000	           1968	   2529.283	   2527.246	   2523.700	   2516.518	      0.000	      1.000	      1.000	      0.000	      0.000	      0.000	      0.000	      1.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      1.000	      0.000	     10.000	      0.000	      0.000	      0.000	      0.000	   1968.000	   1873.800	   1833.200	
 05/17-10:26	2526.000	2526.800	2523.800	2525.200	           3023	   2529.058	   2527.283	   2523.821	   2516.641	      0.000	      1.000	      1.000	      0.000	      0.000	      0.000	      0.000	      1.000	      0.000	      1.000	      1.000	      1.000	      1.000	      0.000	      1.000	      1.000	     10.000	      0.000	      0.000	      0.000	      1.000	   3023.000	   2191.400	   1958.100	
 05/17-10:27	2525.000	2526.200	2525.000	2525.200	           1590	   2528.767	   2527.300	   2523.935	   2516.756	      0.000	      1.000	      1.000	      0.000	      0.000	      0.000	      0.000	      1.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      1.000	      0.000	     10.000	      0.000	      0.000	      0.000	      0.000	   1590.000	   2185.600	   1951.300	
 05/17-10:28	2525.400	2526.000	2524.600	2525.600	           2006	   2528.433	   2527.346	   2524.044	   2516.867	      0.000	      1.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      1.000	      1.000	      0.000	      0.000	      0.000	      1.000	      1.000	     10.000	      0.000	      0.000	      0.000	      0.000	   2006.000	   2169.200	   1960.700	
 05/17-10:29	2525.400	2527.200	2525.400	2526.600	           1867	   2528.250	   2527.375	   2524.150	   2516.970	      1.000	      1.000	      1.000	      0.000	      0.000	      0.000	      0.000	      1.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      1.000	      0.000	     10.000	      0.000	      0.000	      0.000	      0.000	   1867.000	   2090.800	   2017.900	
 05/17-10:30	2526.400	2526.800	2524.800	2525.400	           1846	   2528.100	   2527.375	   2524.223	   2517.035	      0.000	      1.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      1.000	      1.000	      0.000	      0.000	      0.000	      1.000	      0.000	     10.000	      0.000	      0.000	      0.000	      0.000	   1846.000	   2066.400	   1970.100	
 05/17-10:31	2525.400	2526.800	2524.400	2526.800	           1877	   2527.958	   2527.408	   2524.331	   2517.136	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      1.000	      1.000	      0.000	      0.000	      0.000	      1.000	      1.000	     10.000	      0.000	      0.000	      0.000	      0.000	   1877.000	   1837.200	   2014.300	
 05/17-10:32	2526.800	2528.800	2526.600	2528.400	           3143	   2527.900	   2527.421	   2524.481	   2517.244	      0.000	      1.000	      0.000	      0.000	      0.000	      1.000	      0.000	      0.000	      0.000	      1.000	      0.000	      0.000	      0.000	      0.000	      1.000	      1.000	     10.000	      0.000	      0.000	      0.000	      0.000	   3143.000	   2147.800	   2166.700	
