20120104	91500	23810000	23838000	23778000	23780000	3213
20120104	91600	23778000	23796000	23772000	23782000	1081
20120104	91700	23780000	23794000	23776000	23780000	613
20120104	91800	23780000	23788000	23776000	23780000	407
20120104	91900	23778000	23784000	23760000	23760000	675
20120104	92000	23760000	23762000	23732000	23744000	1280
20120104	92100	23748000	23748000	23720000	23728000	799
20120104	92200	23724000	23746000	23722000	23744000	526
20120104	92300	23746000	23754000	23742000	23748000	582
20120104	92400	23746000	23754000	23742000	23744000	418
20120104	92500	23744000	23744000	23724000	23724000	726
20120104	92600	23724000	23740000	23722000	23740000	590
20120104	92700	23740000	23742000	23724000	23730000	474
20120104	92800	23730000	23740000	23728000	23736000	225
20120104	92900	23738000	23752000	23738000	23744000	618
20120104	93000	23744000	23744000	23710000	23728000	1135
20120104	93100	23724000	23728000	23678000	23682000	1553
20120104	93200	23680000	23702000	23676000	23700000	943
20120104	93300	23700000	23716000	23694000	23714000	562
20120104	93400	23710000	23710000	23666000	23668000	790
20120104	93500	23662000	23672000	23652000	23666000	1296
20120104	93600	23666000	23688000	23662000	23678000	732
20120104	93700	23678000	23678000	23642000	23656000	1042
20120104	93800	23656000	23676000	23650000	23662000	605
20120104	93900	23664000	23666000	23648000	23652000	669
20120104	94000	23652000	23698000	23650000	23698000	1254
20120104	94100	23700000	23712000	23692000	23708000	1245
20120104	94200	23708000	23710000	23690000	23708000	846
20120104	94300	23710000	23716000	23686000	23696000	1198
20120104	94400	23696000	23700000	23675999	23686000	1129
20120104	94500	23688000	23710000	23682000	23710000	706
20120104	94600	23710000	23714000	23676000	23676000	1260
20120104	94700	23672000	23692000	23666000	23666000	967
20120104	94800	23668000	23680000	23668000	23676000	521
20120104	94900	23676000	23678000	23650000	23656000	1038
20120104	95000	23650000	23656000	23632000	23640000	1242
20120104	95100	23640000	23650000	23630000	23648000	728
20120104	95200	23646000	23654000	23640000	23647999	441
20120104	95300	23647999	23680000	23647999	23680000	896
20120104	95400	23678000	23678000	23656000	23660000	566
20120104	95500	23660000	23664000	23652000	23656000	324
20120104	95600	23656000	23658000	23626000	23636000	1146
20120104	95700	23638000	23654000	23633999	23648000	547
20120104	95800	23648000	23664000	23648000	23656000	802
20120104	95900	23656000	23662000	23652000	23660000	432
20120104	100000	23660000	23670000	23654000	23660000	590
20120104	100100	23662000	23662000	23636000	23640000	662
20120104	100200	23640000	23668000	23638000	23668000	578
20120104	100300	23666000	23676000	23656000	23672000	766
20120104	100400	23670000	23672000	23656000	23660000	392
20120104	100500	23664000	23664000	23648000	23656000	494
20120104	100600	23656000	23658000	23630000	23640000	747
20120104	100700	23640000	23650000	23636000	23640000	368
20120104	100800	23640000	23646000	23620000	23642000	1143
20120104	100900	23644000	23644000	23620000	23620000	487
20120104	101000	23622000	23636000	23616000	23630000	892
20120104	101100	23628000	23630000	23614000	23622000	657
20120104	101200	23624000	23624000	23604000	23608000	935
20120104	101300	23608000	23616000	23602000	23603999	723
20120104	101400	23603999	23620000	23603999	23616000	649
20120104	101500	23612000	23620000	23602000	23620000	724
20120104	101600	23618000	23620000	23602000	23614000	497
20120104	101700	23614000	23622000	23608000	23616000	566
20120104	101800	23614000	23616000	23598000	23606000	834
20120104	101900	23606000	23616000	23600000	23602000	480
20120104	102000	23598000	23598000	23576000	23594000	1429
20120104	102100	23590000	23596000	23582000	23586000	546
20120104	102200	23588000	23594000	23576000	23579999	791
20120104	102300	23582000	23586000	23576000	23578000	405
20120104	102400	23578000	23578000	23554000	23556000	1323
20120104	102500	23556000	23576000	23556000	23572000	818
20120104	102600	23570000	23578000	23568000	23578000	428
20120104	102700	23576000	23576000	23562000	23572000	414
20120104	102800	23570000	23578000	23562000	23578000	357
20120104	102900	23578000	23600000	23574000	23586000	1377
20120104	103000	23588000	23588000	23572000	23580000	638
20120104	103100	23580000	23590000	23576000	23584000	425
20120104	103200	23584000	23588000	23574000	23582000	517
20120104	103300	23584000	23586000	23574000	23576000	377
20120104	103400	23572000	23576000	23542000	23560000	1263
20120104	103500	23554000	23580000	23548000	23572000	1038
20120104	103600	23570000	23572000	23556000	23560000	465
20120104	103700	23557999	23560000	23550000	23558000	641
20120104	103800	23556000	23560000	23538000	23544000	934
20120104	103900	23542000	23558000	23540000	23550000	599
20120104	104000	23554000	23556000	23530000	23532000	1005
20120104	104100	23532000	23536000	23522000	23526000	1076
20120104	104200	23526000	23534000	23522000	23530000	628
20120104	104300	23530000	23544000	23528000	23532000	594
20120104	104400	23534000	23538000	23528000	23530000	380
20120104	104500	23530000	23542000	23512000	23542000	1225
20120104	104600	23538000	23544000	23522000	23524000	629
20120104	104700	23524000	23542000	23520000	23534000	421
20120104	104800	23536000	23548000	23532000	23536000	535
20120104	104900	23534000	23536000	23526000	23530000	391
20120104	105000	23526000	23550000	23520000	23550000	815
20120104	105100	23552000	23556000	23538000	23550000	849
20120104	105200	23546000	23548000	23524000	23532000	637
20120104	105300	23532000	23544000	23530000	23538000	336
20120104	105400	23536000	23542000	23532000	23542000	384
20120104	105500	23542000	23548000	23530000	23536000	545
20120104	105600	23532000	23540000	23528000	23540000	463
20120104	105700	23540000	23546000	23534000	23544000	530
20120104	105800	23544000	23546000	23530000	23538000	403
20120104	105900	23538000	23556000	23536000	23546000	823
20120104	110000	23550000	23552000	23532000	23538000	649
20120104	110100	23536000	23544000	23534000	23542000	353
20120104	110200	23544000	23550000	23534000	23536000	316
20120104	110300	23536000	23540000	23500000	23518000	2277
20120104	110400	23526000	23526000	23484000	23484000	1700
20120104	110500	23484000	23498000	23458000	23470000	1564
20120104	110600	23472000	23474000	23456000	23474000	1079
20120104	110700	23474000	23484000	23462000	23470000	670
20120104	110800	23470000	23486000	23470000	23480000	641
20120104	110900	23480000	23482000	23460000	23464000	630
20120104	111000	23464000	23464000	23438000	23446000	1643
20120104	111100	23446000	23456000	23442000	23447999	597
20120104	111200	23450000	23454000	23444000	23450000	387
20120104	111300	23450000	23460000	23448000	23456000	473
20120104	111400	23454000	23470000	23434000	23458000	1384
20120104	111500	23464000	23488000	23458000	23478000	1547
20120104	111600	23478000	23478000	23450000	23460000	756
20120104	111700	23460000	23464000	23442000	23444000	745
20120104	111800	23444000	23450000	23406000	23416000	1661
20120104	111900	23416000	23428000	23400000	23416000	1805
20120104	112000	23418000	23446000	23416000	23426000	892
20120104	112100	23426000	23426000	23412000	23418000	403
20120104	112200	23416000	23442000	23412000	23432000	669
20120104	112300	23434000	23434000	23418000	23424000	255
20120104	112400	23424000	23424000	23380000	23382000	1498
20120104	112500	23380000	23394000	23352000	23370000	1623
20120104	112600	23362000	23378000	23354000	23362000	1032
20120104	112700	23368000	23368000	23353999	23362000	610
20120104	112800	23360000	23368000	23348000	23364000	857
20120104	112900	23366000	23388000	23362000	23362000	1030
20120104	130000	23374000	23376000	23364000	23366000	578
20120104	130100	23368000	23376000	23362000	23374000	300
20120104	130200	23374000	23376000	23368000	23370000	277
20120104	130300	23370000	23372000	23364000	23368000	268
20120104	130400	23368000	23370000	23360000	23368000	277
20120104	130500	23368000	23378000	23368000	23376000	244
20120104	130600	23378000	23384000	23370000	23376000	375
20120104	130700	23378000	23388000	23376000	23384000	467
20120104	130800	23386000	23386000	23378000	23378000	386
20120104	130900	23378000	23380000	23366000	23368000	378
20120104	131000	23367999	23374000	23360000	23370000	420
20120104	131100	23370000	23370000	23356000	23366000	546
20120104	131200	23366000	23376000	23362000	23370000	265
20120104	131300	23370000	23386000	23360000	23362000	670
20120104	131400	23362000	23380000	23356000	23380000	585
20120104	131500	23378000	23408000	23376000	23394000	1780
20120104	131600	23390000	23394000	23380000	23382000	566
20120104	131700	23382000	23394000	23382000	23392000	434
20120104	131800	23392000	23394000	23380000	23384000	503
20120104	131900	23384000	23388000	23373999	23378000	397
20120104	132000	23376000	23388000	23370000	23372000	395
20120104	132100	23372000	23380000	23364000	23374000	557
20120104	132200	23374000	23374000	23330000	23344000	1691
20120104	132300	23344000	23352000	23334000	23342000	1147
20120104	132400	23340000	23350000	23336000	23344000	742
20120104	132500	23348000	23350000	23334000	23336000	620
20120104	132600	23336000	23336000	23318000	23326000	1195
20120104	132700	23324000	23336000	23322000	23330000	555
20120104	132800	23330000	23334000	23324000	23332000	390
20120104	132900	23330000	23348000	23316000	23344000	880
20120104	133000	23346000	23346000	23328000	23332000	616
20120104	133100	23330000	23330000	23312000	23324000	763
20120104	133200	23324000	23336000	23314000	23330000	505
20120104	133300	23330000	23346000	23324000	23344000	766
20120104	133400	23340000	23344000	23332000	23342000	385
20120104	133500	23342000	23348000	23336000	23342000	417
20120104	133600	23342000	23376000	23330000	23366000	1765
20120104	133700	23366000	23370000	23348000	23364000	855
20120104	133800	23364000	23366000	23352000	23358000	506
20120104	133900	23356000	23362000	23353999	23356000	335
20120104	134000	23358000	23360000	23346000	23350000	478
20120104	134100	23350000	23352000	23338000	23352000	425
20120104	134200	23352000	23382000	23348000	23370000	1448
20120104	134300	23368000	23398000	23364000	23398000	1316
20120104	134400	23398000	23432000	23394000	23412000	3327
20120104	134500	23412000	23422000	23396000	23402000	1718
20120104	134600	23400000	23404000	23390000	23398000	818
20120104	134700	23396000	23410000	23396000	23396000	845
20120104	134800	23398000	23402000	23390000	23396000	576
20120104	134900	23396000	23400000	23386000	23390000	640
20120104	135000	23392000	23404000	23376000	23376000	963
20120104	135100	23376000	23390000	23376000	23390000	643
20120104	135200	23390000	23396000	23382000	23386000	751
20120104	135300	23386000	23394000	23374000	23374000	613
20120104	135400	23374000	23380000	23362000	23370000	1018
20120104	135500	23372000	23390000	23368000	23382000	616
20120104	135600	23382000	23384000	23368000	23374000	466
20120104	135700	23372000	23390000	23360000	23364000	726
20120104	135800	23362000	23362000	23304000	23326000	3136
20120104	135900	23322000	23330000	23316000	23318000	971
20120104	140000	23316000	23322000	23286000	23294000	2198
20120104	140100	23292000	23304000	23288000	23296000	909
20120104	140200	23296000	23306000	23292000	23302000	534
20120104	140300	23302000	23304000	23270000	23278000	1563
20120104	140400	23276000	23286000	23272000	23272000	821
20120104	140500	23272000	23276000	23232000	23234000	2223
20120104	140600	23236000	23250000	23233999	23250000	1135
20120104	140700	23250000	23262000	23244000	23252000	863
20120104	140800	23252000	23252000	23240000	23248000	622
