 06/03-09:16	2604.400	2607.600	2604.400	2606.800	           6090	      1.000	           	           	           	           	   2596.950	   2602.558	   2611.563	   2619.162	           	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	
 06/03-09:17	2606.600	2607.000	2605.400	2605.800	           1929	      2.000	           	           	           	           	   2597.008	   2602.396	   2611.444	   2619.042	           	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	
 06/03-09:18	2605.800	2606.200	2603.200	2605.600	           2675	      3.000	           	           	           	           	   2597.042	   2602.238	   2611.310	   2618.928	           	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	
 06/03-09:19	2605.600	2606.600	2604.600	2605.400	           1491	      4.000	           	           	           	           	   2597.092	   2602.083	   2611.165	   2618.812	           	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	
 06/03-09:20	2605.200	2605.600	2604.200	2605.600	            801	      5.000	           	           	           	           	   2597.133	   2601.933	   2611.019	   2618.702	           	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	
 06/03-09:21	2605.600	2605.800	2604.200	2605.400	           1146	      6.000	           	           	           	           	   2597.333	   2601.767	   2610.869	   2618.591	           	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	
 06/03-09:22	2605.200	2605.400	2603.400	2603.800	            930	      7.000	           	           	           	           	   2597.625	   2601.613	   2610.708	   2618.475	           	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	
 06/03-09:23	2603.800	2604.600	2603.600	2604.200	            681	      8.000	           	           	           	           	   2597.917	   2601.546	   2610.548	   2618.357	           	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	
 06/03-09:24	2604.200	2604.600	2604.000	2604.000	            420	      9.000	           	           	           	           	   2598.225	   2601.475	   2610.385	   2618.239	           	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	
 06/03-09:25	2604.000	2605.400	2604.000	2604.600	           1065	     10.000	           	           	           	           	   2598.650	   2601.421	   2610.231	   2618.125	           	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	
 06/03-09:26	2604.400	2604.800	2603.600	2604.200	            679	     11.000	           	           	           	           	   2599.100	   2601.425	   2610.081	   2618.009	           	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	
 06/03-09:27	2604.200	2605.400	2604.000	2605.200	            790	     12.000	           	           	           	           	   2599.542	   2601.421	   2609.933	   2617.890	           	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	
 06/03-09:28	2605.200	2605.400	2604.000	2604.000	            679	     13.000	           	           	           	           	   2599.908	   2601.413	   2609.769	   2617.766	           	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	
 06/03-09:29	2603.800	2604.000	2602.000	2602.400	           2306	     14.000	           	           	           	           	   2600.208	   2601.392	   2609.598	   2617.636	           	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	
 06/03-09:30	2602.400	2603.000	2601.800	2602.200	           1433	     15.000	           	           	           	           	   2600.500	   2601.413	   2609.435	   2617.512	           	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	
 06/03-09:31	2602.000	2603.200	2601.200	2603.200	           1925	     16.000	           	           	           	           	   2600.842	   2601.354	   2609.296	   2617.397	           	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	
 06/03-09:32	2603.000	2603.600	2601.200	2601.200	           1447	     17.000	           	           	           	           	   2601.108	   2601.258	   2609.131	   2617.274	           	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	
 06/03-09:33	2601.000	2603.600	2601.000	2603.000	           1728	     18.000	           	           	           	           	   2601.425	   2601.196	   2608.988	   2617.157	           	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	
 06/03-09:34	2603.600	2606.000	2603.400	2605.600	           2678	     19.000	           	           	           	           	   2601.808	   2601.154	   2608.858	   2617.049	           	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	
 06/03-09:35	2605.600	2608.800	2605.400	2607.400	           4803	     20.000	           	           	           	           	   2602.225	   2601.163	   2608.750	   2616.952	           	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	
 06/03-09:36	2607.000	2608.800	2606.200	2608.200	           2671	     21.000	           	           	           	           	   2602.692	   2601.175	   2608.654	   2616.859	           	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	
 06/03-09:37	2608.000	2608.200	2607.000	2608.200	           1704	     22.000	           	           	           	           	   2603.117	   2601.200	   2608.558	   2616.768	           	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	
 06/03-09:38	2608.000	2608.200	2604.200	2606.000	           2780	     23.000	           	           	           	           	   2603.442	   2601.163	   2608.442	   2616.671	           	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	
 06/03-09:39	2606.400	2606.400	2604.200	2604.600	           1794	     24.000	           	           	           	           	   2603.717	   2601.113	   2608.321	   2616.570	           	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	
 06/03-09:40	2605.000	2606.200	2603.200	2604.000	           2104	     25.000	           	           	           	           	   2603.892	   2601.054	   2608.181	   2616.464	           	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	
 06/03-09:41	2603.600	2604.800	2602.800	2603.800	           1811	     26.000	           	           	           	           	   2604.075	   2600.992	   2608.044	   2616.355	           	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	
 06/03-09:42	2603.800	2606.800	2603.400	2605.800	           2373	     27.000	           	           	           	           	   2604.325	   2600.975	   2607.910	   2616.256	           	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	
 06/03-09:43	2605.800	2606.800	2605.000	2605.200	           1552	     28.000	           	           	           	           	   2604.525	   2600.933	   2607.796	   2616.151	           	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	
 06/03-09:44	2605.200	2606.800	2604.800	2606.600	           1398	     29.000	           	           	           	           	   2604.733	   2600.917	   2607.683	   2616.055	           	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	
 06/03-09:45	2606.600	2607.800	2603.800	2604.800	           2891	     30.000	           	           	           	           	   2604.900	   2600.879	   2607.563	   2615.965	           	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	
 06/03-09:46	2605.000	2605.600	2603.800	2603.800	           1829	     31.000	           	           	           	           	   2604.792	   2600.871	   2607.427	   2615.873	           	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	
 06/03-09:47	2603.600	2603.600	2601.600	2602.600	           3433	     32.000	           	           	           	           	   2604.683	   2600.846	   2607.288	   2615.778	           	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	
 06/03-09:48	2602.400	2602.800	2601.800	2602.000	           2128	     33.000	           	           	           	           	   2604.567	   2600.804	   2607.142	   2615.683	           	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	
 06/03-09:49	2602.200	2602.400	2600.400	2600.400	           2084	     34.000	           	           	           	           	   2604.400	   2600.746	   2606.971	   2615.586	           	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	
 06/03-09:50	2600.600	2602.200	2600.600	2601.600	           1851	     35.000	           	           	           	           	   2604.267	   2600.700	   2606.785	   2615.498	           	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	
 06/03-09:51	2601.800	2602.400	2600.800	2601.000	            931	     36.000	           	           	           	           	   2604.117	   2600.725	   2606.594	   2615.408	           	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	
 06/03-09:52	2600.800	2600.800	2596.000	2596.200	           5120	     37.000	           	           	           	           	   2603.867	   2600.746	   2606.371	   2615.311	           	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	
 06/03-09:53	2596.200	2599.600	2596.000	2597.800	           3358	     38.000	           	           	           	           	   2603.650	   2600.783	   2606.158	   2615.212	           	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	
 06/03-09:54	2597.600	2599.000	2597.200	2597.200	           1553	     39.000	           	           	           	           	   2603.425	   2600.825	   2605.946	   2615.105	           	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	
 06/03-09:55	2597.200	2601.000	2597.000	2600.000	           2790	     40.000	           	           	           	           	   2603.275	   2600.962	   2605.762	   2615.012	           	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	
 06/03-09:56	2600.200	2600.800	2597.400	2597.600	           1477	     41.000	           	           	           	           	   2603.050	   2601.075	   2605.575	   2614.905	           	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	
 06/03-09:57	2597.400	2598.800	2596.200	2597.000	           2901	     42.000	           	           	           	           	   2602.775	   2601.158	   2605.375	   2614.798	           	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	
 06/03-09:58	2596.600	2598.200	2596.200	2596.800	           1638	     43.000	           	           	           	           	   2602.542	   2601.225	   2605.171	   2614.693	           	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	
 06/03-09:59	2596.600	2599.200	2595.200	2596.400	           3181	     44.000	           	           	           	           	   2602.342	   2601.275	   2604.977	   2614.582	           	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	
 06/03-10:00	2596.800	2597.800	2595.000	2596.000	           2446	     45.000	           	           	           	           	   2602.133	   2601.317	   2604.785	   2614.478	           	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	
 06/03-10:01	2596.000	2596.400	2594.200	2596.200	           2568	     46.000	           	           	           	           	   2601.900	   2601.371	   2604.613	   2614.389	           	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	
 06/03-10:02	2596.600	2596.600	2594.000	2594.000	           2124	     47.000	           	           	           	           	   2601.658	   2601.383	   2604.404	   2614.287	           	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	
 06/03-10:03	2594.200	2595.200	2593.600	2594.200	           1978	     48.000	           	           	           	           	   2601.367	   2601.396	   2604.185	   2614.186	           	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	
 06/03-10:04	2594.200	2594.400	2593.200	2593.200	           1546	     49.000	           	           	           	           	   2600.958	   2601.383	   2603.954	   2614.075	           	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	
 06/03-10:05	2593.400	2594.200	2591.000	2592.600	           3539	     50.000	           	           	           	           	   2600.458	   2601.342	   2603.729	   2613.959	           	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	
