 07/22-09:16	2140.000	2145.800	2128.600	2128.600	          10641	      1.000	   2214.200	   2216.827	   2224.058	           	           	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	    -85.600	      0.000	      0.000	
 07/22-09:17	2129.000	2138.600	2126.600	2138.600	           8026	      2.000	   2211.559	   2215.457	   2223.220	           	           	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	    -72.959	      0.000	      0.000	
 07/22-09:18	2138.200	2144.000	2137.200	2137.200	           4338	      3.000	   2208.874	   2214.037	   2222.385	           	           	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	    -71.674	      0.000	      0.000	
 07/22-09:19	2135.800	2140.000	2133.600	2138.200	           3057	      4.000	   2206.233	   2212.633	   2221.548	           	           	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	    -68.033	      0.000	      0.000	
 07/22-09:20	2138.400	2139.800	2136.800	2137.800	           1676	      5.000	   2203.567	   2211.230	   2220.707	           	           	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	    -65.767	      0.000	      0.000	
 07/22-09:21	2138.000	2140.200	2135.000	2137.600	           2699	      6.000	   2200.907	   2209.833	   2219.870	           	           	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	    -63.307	      0.000	      0.000	
 07/22-09:22	2137.400	2137.400	2130.800	2133.200	           3753	      7.000	   2198.093	   2208.380	   2219.022	           	           	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	    -64.893	      0.000	      0.000	
 07/22-09:23	2133.400	2135.000	2131.600	2133.600	           2195	      8.000	   2195.300	   2206.970	   2218.173	           	           	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	    -61.700	      0.000	      0.000	
 07/22-09:24	2133.800	2138.600	2131.600	2131.600	           2678	      9.000	   2192.447	   2205.523	   2217.298	           	           	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	    -60.847	      0.000	      0.000	
 07/22-09:25	2131.400	2136.200	2130.000	2134.800	           2592	     10.000	   2189.693	   2204.113	   2216.430	           	           	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	    -54.893	      0.000	      0.000	
