 09/23-09:16	2438.000	2447.000	2428.800	2444.600	           9170	      1.000	           	           	   2440.758	   2440.390	   2438.975	   2436.583	           	      0.158	      0.190	      0.092	      0.000	      1.000	   2440.583	   2440.758	   2440.390	   2438.975	   2436.583	      4.175	      1.783	      1.000	      3.807	     -0.015	      0.185	      2.392	      0.369	      8.017	      3.842	      1.000	      0.000	      1.000	      0.000	      1.917	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	   9170.000	   3647.600	   2531.400	
 09/23-09:17	2444.200	2446.200	2441.800	2445.000	           3879	      2.000	           	           	   2440.904	   2440.573	   2439.046	   2436.601	           	      0.146	      0.183	      0.133	      0.000	      2.000	   2442.250	   2440.904	   2440.573	   2439.046	   2436.601	      4.303	      1.858	      1.000	      3.972	      0.015	      0.206	      2.445	      0.331	      8.399	      4.096	      1.000	      0.000	      1.000	      0.000	      1.667	      0.000	      0.000	      0.000	      0.000	      0.000	      1.000	      0.000	      0.000	      0.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	   3879.000	   3964.200	   2793.600	
 09/23-09:18	2445.200	2449.000	2445.200	2447.600	           4441	      3.000	           	           	   2441.163	   2440.792	   2439.152	   2436.628	           	      0.259	      0.219	      0.177	      0.000	      3.000	   2445.750	   2441.163	   2440.792	   2439.152	   2436.628	      4.534	      2.010	      1.000	      4.163	      0.043	      0.269	      2.524	      0.371	     10.972	      6.438	      1.000	      0.000	      1.000	      0.000	      3.500	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	   4441.000	   4620.600	   3139.500	
 09/23-09:19	2447.800	2452.200	2447.600	2449.800	           4858	      4.000	           	           	   2441.529	   2441.010	   2439.267	   2436.656	           	      0.366	      0.219	      0.221	      0.000	      4.000	   2447.500	   2441.529	   2441.010	   2439.267	   2436.656	      4.873	      2.262	      1.000	      4.354	      0.090	      0.354	      2.611	      0.519	     13.144	      8.271	      1.000	      0.000	      1.000	      0.000	      1.750	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	   4858.000	   5073.600	   3371.000	
 09/23-09:20	2449.600	2450.400	2447.600	2447.600	           2223	      5.000	           	           	   2441.792	   2441.140	   2439.368	   2436.666	           	      0.263	      0.129	      0.216	      0.000	      5.000	   2448.333	   2441.792	   2441.140	   2439.368	   2436.666	      5.126	      2.424	      1.000	      4.474	      0.083	      0.393	      2.702	      0.652	     10.935	      5.808	      1.000	      0.000	      0.000	      0.000	      0.833	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	   2223.000	   4914.200	   3492.000	
 09/23-09:21	2447.800	2448.600	2447.400	2448.000	           1381	      6.000	           	           	   2442.071	   2441.285	   2439.468	   2436.677	           	      0.279	      0.146	      0.201	      0.000	      6.000	   2448.417	   2442.071	   2441.285	   2439.468	   2436.677	      5.393	      2.603	      1.000	      4.608	      0.077	      0.422	      2.790	      0.785	     11.323	      5.929	      1.000	      0.000	      0.000	      0.000	      0.083	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	   1381.000	   3356.400	   3502.000	
 09/23-09:22	2448.200	2448.200	2447.000	2447.800	           1811	      7.000	           	           	   2442.275	   2441.469	   2439.573	   2436.689	           	      0.204	      0.183	      0.205	      0.000	      7.000	   2447.750	   2442.275	   2441.469	   2439.573	   2436.689	      5.586	      2.702	      1.000	      4.780	      0.061	      0.421	      2.884	      0.806	     11.111	      5.525	      1.000	      0.000	      0.000	      0.000	     -0.667	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	   1811.000	   2942.800	   3453.500	
 09/23-09:23	2447.800	2448.600	2447.000	2447.600	           1474	      8.000	           	           	   2442.488	   2441.631	   2439.666	   2436.698	           	      0.213	      0.163	      0.198	      0.000	      8.000	   2447.833	   2442.488	   2441.631	   2439.666	   2436.698	      5.790	      2.822	      1.000	      4.933	      0.042	      0.399	      2.968	      0.856	     10.902	      5.113	      1.000	      0.000	      0.000	      0.000	      0.083	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	   1474.000	   2349.400	   3485.000	
 09/23-09:24	2447.600	2449.000	2447.400	2448.600	           1077	      9.000	           	           	   2442.733	   2441.806	   2439.748	   2436.709	           	      0.246	      0.175	      0.175	      0.000	      9.000	   2448.000	   2442.733	   2441.806	   2439.748	   2436.709	      6.024	      2.986	      1.000	      5.097	      0.044	      0.380	      3.038	      0.927	     11.891	      5.867	      1.000	      0.000	      0.000	      0.000	      0.167	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	   1077.000	   1593.200	   3333.400	
 09/23-09:25	2448.800	2449.800	2447.200	2449.400	           1869	     10.000	           	           	   2442.967	   2442.008	   2439.850	   2436.732	           	      0.233	      0.202	      0.185	      0.000	     10.000	   2448.583	   2442.967	   2442.008	   2439.850	   2436.732	      6.235	      3.116	      1.000	      5.276	      0.054	      0.382	      3.118	      0.958	     12.668	      6.433	      1.000	      0.000	      0.000	      0.000	      0.583	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	   1869.000	   1522.400	   3218.300	
 09/23-09:26	2449.800	2451.400	2448.000	2450.400	           1854	     11.000	           	           	   2443.225	   2442.208	   2439.965	   2436.759	           	      0.259	      0.200	      0.217	      0.000	     11.000	   2449.417	   2443.225	   2442.208	   2439.965	   2436.759	      6.466	      3.260	      1.000	      5.449	      0.070	      0.392	      3.206	      1.017	     13.641	      7.175	      1.000	      0.000	      0.000	      0.000	      0.833	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	   1854.000	   1617.000	   2486.700	
