 07/16-09:16	2287.600	2288.600	2279.000	2281.000	           6144	      1.000	   2291.592	   2291.000	   2296.737	   2297.784	           	      0.000	      0.000	      1.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	
 07/16-09:17	2281.200	2282.200	2278.200	2281.800	           2707	      2.000	   2291.196	   2290.767	   2296.460	   2297.698	           	      0.000	      1.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      1.000	
 07/16-09:18	2282.400	2287.000	2281.600	2285.000	           2681	      3.000	   2290.900	   2290.625	   2296.276	   2297.614	           	      0.000	      1.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	
 07/16-09:19	2284.800	2286.200	2283.400	2285.200	           1644	      4.000	   2290.554	   2290.456	   2296.083	   2297.558	           	      0.000	      1.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	
 07/16-09:20	2285.400	2287.600	2284.600	2284.600	           1740	      5.000	   2290.321	   2290.279	   2295.888	   2297.528	           	      0.000	      1.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	
 07/16-09:21	2285.000	2285.000	2281.200	2283.800	           2148	      6.000	   2290.067	   2290.119	   2295.720	   2297.491	           	      0.000	      1.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	
 07/16-09:22	2283.600	2291.000	2283.400	2287.800	           3385	      7.000	   2289.846	   2290.098	   2295.560	   2297.470	           	      0.000	      0.000	      1.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	
 07/16-09:23	2287.600	2289.200	2286.800	2288.000	           1410	      8.000	   2289.629	   2290.106	   2295.399	   2297.454	           	      0.000	      0.000	      1.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	
 07/16-09:24	2287.800	2289.800	2286.600	2289.200	           1091	      9.000	   2289.500	   2290.140	   2295.258	   2297.452	           	      0.000	      0.000	      1.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	
 07/16-09:25	2289.600	2289.600	2285.400	2285.400	           1538	     10.000	   2289.217	   2290.100	   2295.133	   2297.455	           	      0.000	      0.000	      1.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	
 07/16-09:26	2285.200	2288.400	2285.200	2285.800	           1213	     11.000	   2288.925	   2290.060	   2294.960	   2297.444	           	      0.000	      0.000	      1.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	
 07/16-09:27	2285.800	2286.000	2283.200	2285.400	           1879	     12.000	   2288.613	   2290.029	   2294.798	   2297.440	           	      0.000	      0.000	      1.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	
 07/16-09:28	2285.600	2286.600	2283.400	2283.400	           1124	     13.000	   2288.283	   2289.983	   2294.590	   2297.417	           	      0.000	      0.000	      1.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	
 07/16-09:29	2283.400	2284.600	2282.400	2283.600	           1455	     14.000	   2287.921	   2289.917	   2294.384	   2297.390	           	      0.000	      0.000	      1.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	
 07/16-09:30	2283.600	2285.000	2282.600	2285.000	           1128	     15.000	   2287.712	   2289.823	   2294.173	   2297.384	           	      0.000	      0.000	      1.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	
