 06/06-09:16	2548.000	2549.800	2545.400	2548.000	           5719	      1.000	      0.000	   2561.400	   2555.600	           	           	           	           	           	           	   2553.500	   2553.217	   2551.808	   2555.348	   2602.161	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	
 06/06-09:17	2548.000	2549.400	2547.600	2548.600	           1599	      2.000	      0.000	   2561.400	   2555.600	           	           	           	           	           	           	   2553.333	   2553.083	   2551.775	   2555.296	   2602.145	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	
 06/06-09:18	2548.400	2549.000	2547.600	2547.600	           1081	      3.000	      0.000	   2561.400	   2555.600	           	           	           	           	           	           	   2553.167	   2552.967	   2551.750	   2555.252	   2602.128	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	
 06/06-09:19	2547.600	2548.800	2547.600	2548.600	           1036	      4.000	      0.000	   2561.400	   2555.600	           	           	           	           	           	           	   2552.933	   2552.867	   2551.725	   2555.208	   2602.114	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	
 06/06-09:20	2548.600	2549.400	2548.400	2549.000	           1222	      5.000	      0.000	   2561.400	   2555.600	           	           	           	           	           	           	   2552.767	   2552.767	   2551.683	   2555.164	   2602.099	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	
 06/06-09:21	2549.000	2550.800	2549.000	2550.600	           1725	      6.000	      0.000	   2561.400	   2555.600	           	           	           	           	           	           	   2552.600	   2552.700	   2551.667	   2555.116	   2602.085	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	
 06/06-09:22	2550.400	2550.800	2549.000	2549.600	            966	      7.000	      1.000	   2561.400	   2555.600	           	           	           	           	           	           	   2552.433	   2552.617	   2551.633	   2555.068	   2602.069	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	
 06/06-09:23	2550.000	2550.000	2549.000	2549.800	            633	      8.000	      1.000	   2561.400	   2555.600	           	           	           	           	           	           	   2552.300	   2552.550	   2551.600	   2555.016	   2602.053	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	
 06/06-09:24	2550.000	2550.400	2549.000	2549.800	            557	      9.000	      1.000	   2561.400	   2555.600	           	           	           	           	           	           	   2552.133	   2552.467	   2551.567	   2554.960	   2602.037	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	
 06/06-09:25	2549.800	2549.800	2548.600	2548.600	            630	     10.000	      1.000	   2561.400	   2555.600	           	           	           	           	           	           	   2551.967	   2552.367	   2551.550	   2554.904	   2602.020	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	
 06/06-09:26	2548.600	2549.400	2548.000	2548.400	           1464	     11.000	      0.000	   2561.400	   2555.600	           	           	           	           	           	           	   2551.767	   2552.283	   2551.517	   2554.856	   2602.003	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	
 06/06-09:27	2548.600	2550.000	2548.400	2550.000	            669	     12.000	      1.000	   2561.400	   2555.600	           	           	           	           	           	           	   2551.600	   2552.233	   2551.500	   2554.820	   2601.990	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	
 06/06-09:28	2550.000	2552.600	2550.000	2551.600	           2588	     13.000	      0.000	   2561.400	   2555.600	           	           	           	           	           	           	   2551.533	   2552.233	   2551.500	   2554.792	   2601.976	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	
 06/06-09:29	2551.600	2551.800	2550.200	2550.800	           1335	     14.000	      0.000	   2561.400	   2555.600	           	           	           	           	           	           	   2551.400	   2552.183	   2551.483	   2554.760	   2601.963	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	
 06/06-09:30	2550.400	2551.400	2550.400	2551.000	            757	     15.000	      1.000	   2561.400	   2555.600	           	           	           	           	           	           	   2551.300	   2552.117	   2551.492	   2554.728	   2601.950	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	
