 06/19-09:16	2404.000	2404.000	2396.600	2397.400	           3778	      1.000	           	           	   2403.953	   2404.670	   2404.830	           	           	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	           	      0.000	      1.000	      1.000	      1.000	      1.000	      1.000	           	      0.000	      0.000	     10.000	      0.000	      0.000	
 06/19-09:17	2397.400	2397.800	2392.200	2394.200	           2899	      2.000	   2394.200	           	   2403.654	   2404.470	   2404.745	           	           	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      1.000	      0.000	      0.000	      0.000	           	      0.000	      1.000	      1.000	      1.000	      1.000	      1.000	           	      0.000	      0.000	     10.000	      0.000	      0.000	
 06/19-09:18	2394.400	2394.600	2391.000	2391.800	           2498	      3.000	   2394.200	           	   2403.286	   2404.240	   2404.645	           	           	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	           	      0.000	      1.000	      1.000	      1.000	      1.000	      1.000	           	      0.000	      0.000	     10.000	      0.000	      0.000	
 06/19-09:19	2391.600	2393.000	2390.600	2391.000	           1866	      4.000	   2394.200	           	   2402.880	   2403.997	   2404.540	           	           	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      1.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      1.000	      1.000	      0.000	      0.000	           	      0.000	      0.000	      1.000	      0.000	      1.000	      1.000	           	      0.000	      1.000	     10.000	      0.000	      0.000	
 06/19-09:20	2391.400	2393.200	2391.200	2392.200	           1219	      5.000	   2394.200	           	   2402.507	   2403.734	   2404.433	           	           	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      1.000	      1.000	      0.000	      0.000	           	      0.000	      0.000	      1.000	      0.000	      0.000	      0.000	           	      0.000	      1.000	     10.000	      0.000	      0.000	
 06/19-09:21	2392.000	2393.800	2392.000	2393.600	           1109	      6.000	   2394.200	           	   2402.194	   2403.510	   2404.355	           	           	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      1.000	      0.000	      0.000	      0.000	           	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	           	      0.000	      1.000	     10.000	      0.000	      0.000	
 06/19-09:22	2393.400	2393.800	2392.600	2392.600	            698	      7.000	   2394.200	           	   2401.860	   2403.273	   2404.260	           	           	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      1.000	      0.000	      0.000	      0.000	           	      0.000	      1.000	      0.000	      0.000	      0.000	      0.000	           	      0.000	      0.000	     10.000	      0.000	      0.000	
 06/19-09:23	2392.800	2392.800	2390.200	2391.400	           2307	      8.000	   2394.200	           	   2401.460	   2403.080	   2404.148	           	           	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	           	      0.000	      1.000	      1.000	      1.000	      1.000	      1.000	           	      0.000	      0.000	     10.000	      0.000	      0.000	
 06/19-09:24	2391.400	2392.000	2389.800	2392.000	           2011	      9.000	   2394.200	           	   2401.086	   2402.894	   2404.038	           	           	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	           	      0.000	      0.000	      1.000	      1.000	      1.000	      1.000	           	      0.000	      1.000	     10.000	      0.000	      0.000	
 06/19-09:25	2392.000	2392.600	2391.400	2392.600	           1055	     10.000	   2394.200	           	   2400.753	   2402.743	   2403.927	           	           	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	           	      0.000	      0.000	      1.000	      1.000	      0.000	      0.000	           	      0.000	      0.000	     10.000	      0.000	      0.000	
