 09/05-10:06	2336.800	2338.200	2335.600	2337.600	           2660	     51.000	   2341.125	   2343.683	   2344.260	   2344.874	           	     -0.283	     -0.171	     -0.117	      0.000	
 09/05-10:07	2337.600	2338.200	2336.000	2337.400	           1704	     52.000	   2340.858	   2343.512	   2344.204	   2344.849	           	     -0.267	     -0.171	     -0.113	      0.000	
 09/05-10:08	2337.400	2338.600	2337.200	2337.200	           1901	     53.000	   2340.675	   2343.342	   2344.148	   2344.816	           	     -0.183	     -0.171	     -0.113	      0.000	
 09/05-10:09	2337.200	2340.200	2336.800	2339.200	           3528	     54.000	   2340.567	   2343.208	   2344.110	   2344.792	           	     -0.108	     -0.133	     -0.094	      0.000	
 09/05-10:10	2339.000	2339.200	2338.400	2338.800	           1478	     55.000	   2340.458	   2343.079	   2344.073	   2344.763	           	     -0.108	     -0.129	     -0.075	      0.000	
 09/05-10:11	2338.600	2339.400	2338.200	2338.800	           1455	     56.000	   2340.333	   2342.946	   2344.029	   2344.742	           	     -0.125	     -0.133	     -0.081	      0.000	
 09/05-10:12	2339.000	2339.400	2338.000	2338.800	           1473	     57.000	   2340.242	   2342.821	   2343.990	   2344.717	           	     -0.092	     -0.125	     -0.083	      0.000	
 09/05-10:13	2338.600	2338.600	2337.600	2338.200	           1578	     58.000	   2340.142	   2342.708	   2343.944	   2344.694	           	     -0.100	     -0.113	     -0.085	      0.000	
 09/05-10:14	2338.000	2338.600	2337.600	2338.400	            908	     59.000	   2340.017	   2342.625	   2343.910	   2344.672	           	     -0.125	     -0.083	     -0.079	      0.000	
 09/05-10:15	2338.400	2341.000	2338.400	2340.200	           3530	     60.000	   2339.933	   2342.583	   2343.879	   2344.656	           	     -0.083	     -0.042	     -0.065	      0.000	
 09/05-10:16	2340.200	2340.200	2339.000	2339.200	           1889	     61.000	   2339.833	   2342.438	   2343.846	   2344.639	           	     -0.100	     -0.146	     -0.064	      0.000	
 09/05-10:17	2339.200	2339.400	2338.000	2338.600	           1473	     62.000	   2339.717	   2342.271	   2343.808	   2344.612	           	     -0.117	     -0.167	     -0.071	      0.000	
 09/05-10:18	2338.400	2338.800	2337.200	2338.800	           2273	     63.000	   2339.625	   2342.108	   2343.775	   2344.587	           	     -0.092	     -0.162	     -0.071	      0.000	
 09/05-10:19	2339.000	2339.000	2337.200	2337.600	           1355	     64.000	   2339.475	   2341.925	   2343.735	   2344.559	           	     -0.150	     -0.183	     -0.073	      0.000	
 09/05-10:20	2337.400	2338.600	2337.200	2338.400	           1074	     65.000	   2339.325	   2341.758	   2343.706	   2344.531	           	     -0.150	     -0.167	     -0.069	      0.000	
 09/05-10:21	2338.600	2339.200	2338.400	2339.200	           1391	     66.000	   2339.167	   2341.617	   2343.675	   2344.503	           	     -0.158	     -0.142	     -0.060	      0.000	
 09/05-10:22	2339.200	2339.400	2337.600	2338.000	           1321	     67.000	   2338.942	   2341.458	   2343.633	   2344.471	           	     -0.225	     -0.158	     -0.073	      0.000	
 09/05-10:23	2338.200	2338.200	2337.000	2337.800	           2322	     68.000	   2338.692	   2341.337	   2343.583	   2344.438	           	     -0.250	     -0.121	     -0.092	      0.000	
 09/05-10:24	2337.600	2339.000	2337.400	2338.800	           1129	     69.000	   2338.517	   2341.221	   2343.546	   2344.410	           	     -0.175	     -0.116	     -0.087	      0.000	
 09/05-10:25	2338.800	2339.000	2336.600	2337.600	           1695	     70.000	   2338.300	   2341.092	   2343.490	   2344.380	           	     -0.217	     -0.129	     -0.094	      0.000	
 09/05-10:26	2337.800	2338.000	2336.600	2337.200	           1549	     71.000	   2338.150	   2340.954	   2343.431	   2344.349	           	     -0.150	     -0.137	     -0.115	      0.000	
 09/05-10:27	2337.400	2337.400	2335.800	2336.800	           2103	     72.000	   2337.992	   2340.804	   2343.371	   2344.319	           	     -0.158	     -0.150	     -0.119	      0.000	
 09/05-10:28	2337.000	2338.200	2336.800	2337.800	           1550	     73.000	   2337.950	   2340.667	   2343.321	   2344.295	           	     -0.042	     -0.137	     -0.110	      0.000	
 09/05-10:29	2338.000	2339.200	2337.600	2338.800	           2265	     74.000	   2337.967	   2340.554	   2343.281	   2344.275	           	      0.017	     -0.113	     -0.090	      0.000	
 09/05-10:30	2338.800	2339.600	2338.400	2338.800	           2062	     75.000	   2338.083	   2340.442	   2343.235	   2344.258	           	      0.117	     -0.113	     -0.085	      0.000	
 09/05-10:31	2338.600	2340.800	2338.000	2340.000	           2676	     76.000	   2338.158	   2340.350	   2343.196	   2344.241	           	      0.075	     -0.092	     -0.085	      0.000	
 09/05-10:32	2339.800	2340.000	2339.000	2339.000	           1582	     77.000	   2338.217	   2340.258	   2343.148	   2344.218	           	      0.058	     -0.092	     -0.087	      0.000	
 09/05-10:33	2338.800	2338.800	2337.600	2338.400	           2099	     78.000	   2338.292	   2340.154	   2343.102	   2344.194	           	      0.075	     -0.104	     -0.094	      0.000	
 09/05-10:34	2338.600	2339.400	2337.400	2339.200	           1512	     79.000	   2338.375	   2340.046	   2343.065	   2344.170	           	      0.083	     -0.108	     -0.083	      0.000	
 09/05-10:35	2339.200	2339.400	2338.200	2339.200	           1421	     80.000	   2338.458	   2339.933	   2343.025	   2344.146	           	      0.083	     -0.113	     -0.077	      0.000	
 09/05-10:36	2339.400	2339.600	2338.400	2339.400	           1050	     81.000	   2338.525	   2339.825	   2342.981	   2344.127	           	      0.067	     -0.108	     -0.083	      0.000	
 09/05-10:37	2339.200	2340.800	2339.200	2340.200	           2562	     82.000	   2338.617	   2339.738	   2342.965	   2344.110	           	      0.092	     -0.087	     -0.060	      0.000	
 09/05-10:38	2340.600	2340.800	2339.800	2340.800	           1879	     83.000	   2338.733	   2339.704	   2342.944	   2344.099	           	      0.117	     -0.033	     -0.037	      0.000	
 09/05-10:39	2340.800	2341.400	2339.800	2340.200	           2909	     84.000	   2338.767	   2339.667	   2342.923	   2344.084	           	      0.033	     -0.037	     -0.042	      0.000	
 09/05-10:40	2340.200	2340.400	2338.800	2339.400	           1815	     85.000	   2338.783	   2339.621	   2342.887	   2344.070	           	      0.017	     -0.046	     -0.056	      0.000	
 09/05-10:41	2339.600	2339.800	2338.000	2338.000	           2302	     86.000	   2338.758	   2339.546	   2342.840	   2344.052	           	     -0.025	     -0.075	     -0.083	      0.000	
 09/05-10:42	2338.400	2338.600	2337.400	2337.600	           1829	     87.000	   2338.725	   2339.483	   2342.785	   2344.031	           	     -0.033	     -0.063	     -0.102	      0.000	
 09/05-10:43	2337.600	2338.400	2337.400	2338.000	           1258	     88.000	   2338.717	   2339.429	   2342.729	   2344.017	           	     -0.009	     -0.054	     -0.110	      0.000	
