 12/26-09:16	2320.000	2323.600	2318.200	2318.200	           5389	
 12/26-09:17	2318.400	2321.000	2318.400	2318.400	           1885	
 12/26-09:18	2318.600	2319.600	2318.000	2319.000	           1216	
 12/26-09:19	2318.800	2319.200	2316.400	2317.000	           2734	
 12/26-09:20	2317.000	2317.600	2316.800	2317.400	            892	
 12/26-09:21	2317.400	2319.600	2317.400	2318.600	           1413	
 12/26-09:22	2318.400	2318.600	2316.800	2316.800	           1063	
 12/26-09:23	2316.800	2318.800	2316.800	2317.200	           1149	
 12/26-09:24	2317.200	2318.800	2317.200	2318.000	            792	
 12/26-09:25	2317.800	2318.200	2316.600	2317.400	           1402	
 12/26-09:26	2317.400	2317.400	2316.000	2316.600	           1779	
 12/26-09:27	2316.800	2317.000	2315.600	2316.000	           1100	
 12/26-09:28	2316.000	2316.000	2314.200	2314.400	           2940	
 12/26-09:29	2314.200	2316.200	2314.200	2315.800	           1854	
 12/26-09:30	2315.600	2316.000	2315.000	2315.200	            738	
 12/26-09:31	2315.600	2316.800	2314.400	2314.600	           1624	
 12/26-09:32	2314.800	2316.600	2314.200	2315.800	           1363	
 12/26-09:33	2315.400	2316.600	2315.200	2316.000	           1663	
 12/26-09:34	2316.000	2317.400	2315.400	2315.600	           1992	
 12/26-09:35	2315.600	2316.000	2312.000	2312.200	           4096	
 12/26-09:36	2312.400	2313.600	2311.600	2313.000	           3251	
 12/26-09:37	2313.000	2315.000	2313.000	2314.400	           1953	
 12/26-09:38	2314.400	2317.400	2314.200	2316.800	           2990	
 12/26-09:39	2317.000	2317.000	2315.600	2317.000	           1661	
 12/26-09:40	2317.000	2317.800	2315.800	2316.800	           1913	
 12/26-09:41	2316.800	2317.000	2315.200	2317.000	           1606	
 12/26-09:42	2316.800	2317.000	2313.400	2313.400	           2420	
 12/26-09:43	2313.000	2313.400	2310.400	2310.800	           6366	
 12/26-09:44	2311.000	2312.200	2311.000	2311.200	           2676	
 12/26-09:45	2311.200	2311.200	2309.000	2309.400	           4957	
 12/26-09:46	2309.400	2311.600	2309.400	2310.200	           2332	
 12/26-09:47	2310.200	2311.400	2309.600	2309.600	           1548	
 12/26-09:48	2309.600	2310.600	2307.400	2308.000	           3643	
 12/26-09:49	2308.000	2310.000	2307.800	2309.800	           2488	
 12/26-09:50	2309.600	2311.400	2308.400	2310.200	           2477	
 12/26-09:51	2310.200	2310.200	2308.000	2308.000	           2177	
 12/26-09:52	2308.000	2309.400	2306.800	2307.800	           3165	
 12/26-09:53	2307.800	2308.800	2306.600	2307.200	           2029	
 12/26-09:54	2307.400	2309.400	2307.000	2307.200	           1563	
 12/26-09:55	2307.200	2308.800	2307.000	2307.000	           1808	
 12/26-09:56	2306.600	2308.400	2306.400	2306.800	           1936	
 12/26-09:57	2306.800	2307.800	2306.200	2307.200	           1939	
 12/26-09:58	2307.400	2309.200	2307.000	2308.600	           1932	
 12/26-09:59	2308.600	2309.600	2308.400	2308.400	           1941	
 12/26-10:00	2308.600	2308.600	2307.200	2307.600	           1791	
 12/26-10:01	2307.600	2309.200	2307.200	2308.800	           1202	
 12/26-10:02	2308.800	2309.000	2306.400	2307.600	           1870	
 12/26-10:03	2307.200	2309.000	2307.200	2308.600	           1368	
 12/26-10:04	2308.400	2309.800	2308.200	2309.000	           2409	
 12/26-10:05	2309.000	2310.800	2308.400	2309.800	           2245	
 12/26-10:06	2310.000	2310.200	2309.200	2310.200	           1145	
 12/26-10:07	2310.200	2310.600	2309.400	2309.800	            938	
 12/26-10:08	2309.800	2310.200	2308.200	2308.200	           2347	
 12/26-10:09	2308.000	2309.600	2307.600	2309.400	           2048	
 12/26-10:10	2309.600	2309.800	2308.400	2308.400	           1048	
 12/26-10:11	2308.800	2309.000	2305.800	2306.200	           3706	
