 09/10-09:16	2437.600	2437.600	2433.600	2436.400	           6104	      1.000	   2436.300	   2436.760	   2434.334	   2420.336	           	      0.092	      0.054	      0.052	      0.000	      1.000	   2435.583	   2436.300	   2436.760	   2434.334	   2420.336	     16.425	      2.426	      0.000	     16.425	      1.068	      0.056	     13.999	     -0.460	     16.064	      0.100	      0.000	      0.000	      0.000	      0.000	     -0.083	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	
 09/10-09:17	2436.600	2439.600	2436.000	2438.600	           3784	      2.000	   2436.467	   2436.844	   2434.392	   2420.608	           	      0.167	      0.083	      0.111	      0.000	      2.000	   2436.583	   2436.467	   2436.844	   2434.392	   2420.608	     16.236	      2.452	      0.000	     16.236	      1.073	      0.111	     13.784	     -0.377	     17.992	      2.134	      0.000	      0.000	      1.000	      0.000	      1.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	
 09/10-09:18	2438.600	2438.600	2437.000	2437.400	           1342	      3.000	   2436.621	   2436.852	   2434.423	   2420.874	           	      0.154	      0.008	      0.088	      0.000	      3.000	   2437.458	   2436.621	   2436.852	   2434.423	   2420.874	     15.979	      2.429	      0.000	     15.979	      1.067	      0.141	     13.549	     -0.231	     16.526	      0.779	      0.000	      0.000	      0.000	      0.000	      0.875	      0.000	      0.000	      1.000	      0.000	      0.000	      0.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	
 09/10-09:19	2437.400	2437.400	2435.800	2436.600	           1732	      4.000	   2436.700	   2436.840	   2434.450	   2421.138	           	      0.079	     -0.012	      0.058	      0.000	      4.000	   2437.542	   2436.700	   2436.840	   2434.450	   2421.138	     15.701	      2.390	      0.000	     15.701	      1.062	      0.170	     13.312	     -0.140	     15.462	     -0.100	      0.000	      0.000	      0.000	      0.000	      0.083	      0.000	      0.000	      0.000	      1.000	      0.000	      0.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	
 09/10-09:20	2436.600	2438.000	2436.600	2437.000	           1332	      5.000	   2436.746	   2436.823	   2434.489	   2421.410	           	      0.046	     -0.017	      0.066	      0.000	      5.000	   2437.000	   2436.746	   2436.823	   2434.489	   2421.410	     15.413	      2.334	      0.000	     15.413	      1.074	      0.154	     13.078	     -0.077	     15.590	      0.254	      0.000	      0.000	      0.000	      0.000	     -0.542	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	
 09/10-09:21	2437.000	2438.600	2436.800	2437.800	           1154	      6.000	   2436.758	   2436.790	   2434.520	   2421.674	           	      0.012	     -0.033	      0.070	      0.000	      6.000	   2437.125	   2436.758	   2436.790	   2434.520	   2421.674	     15.116	      2.270	      0.000	     15.116	      1.066	      0.128	     12.846	     -0.031	     16.126	      1.042	      0.000	      0.000	      0.000	      0.000	      0.125	      0.000	      0.000	      1.000	      0.000	      0.000	      0.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	
 09/10-09:22	2438.200	2438.800	2437.400	2438.600	           1215	      7.000	   2436.833	   2436.746	   2434.565	   2421.940	           	      0.075	     -0.044	      0.076	      0.000	      7.000	   2437.792	   2436.833	   2436.746	   2434.565	   2421.940	     14.893	      2.269	      0.000	     14.806	      1.066	      0.142	     12.625	      0.087	     16.660	      1.767	      1.000	      0.000	      1.000	      0.000	      0.667	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	
 09/10-09:23	2438.600	2438.600	2437.800	2438.400	            894	      8.000	   2436.883	   2436.723	   2434.606	   2422.194	           	      0.050	     -0.023	      0.086	      0.000	      8.000	   2438.250	   2436.883	   2436.723	   2434.606	   2422.194	     14.690	      2.277	      0.000	     14.529	      1.055	      0.156	     12.413	      0.160	     16.206	      1.517	      1.000	      0.000	      1.000	      0.000	      0.458	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	
 09/10-09:24	2438.400	2440.200	2438.400	2440.000	           2125	      9.000	   2436.992	   2436.719	   2434.679	   2422.432	           	      0.108	     -0.004	      0.115	      0.000	      9.000	   2439.000	   2436.992	   2436.719	   2434.679	   2422.432	     14.560	      2.313	      0.000	     14.287	      1.021	      0.191	     12.248	      0.273	     17.568	      3.008	      1.000	      0.000	      1.000	      0.000	      0.750	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	
 09/10-09:25	2440.000	2440.400	2438.400	2438.400	           2078	     10.000	   2437.067	   2436.708	   2434.744	   2422.643	           	      0.075	     -0.010	      0.137	      0.000	     10.000	   2438.958	   2437.067	   2436.708	   2434.744	   2422.643	     14.424	      2.323	      0.000	     14.066	      0.969	      0.224	     12.101	      0.358	     15.757	      1.333	      1.000	      0.000	      0.000	      0.000	     -0.042	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	
