 05/24-09:26	2587.400	2592.400	2587.000	2591.200	           4879	   2576.367	   2574.490	   2584.656	   2589.188	   2613.000	   2598.000	   2569.000	   2554.000	      1.000	      1.000	      1.000	      1.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      1.000	      1.000	     10.000	      0.000	      0.000	      0.000	      0.000	   4879.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	   2588.275	   2576.367	   2574.490	   2584.656	   2589.188	     -2.000	     -2.000	     -1.000	      2.012	      0.000	      0.000	      0.000	   4879.000	   2702.000	   2826.200	
 05/24-09:27	2591.200	2594.000	2591.000	2592.800	           4809	   2577.167	   2574.679	   2584.529	   2589.207	   2613.000	   2598.000	   2569.000	   2554.000	      1.000	      1.000	      1.000	      1.000	      0.000	      0.000	      0.000	      1.000	      0.000	      0.000	      0.000	      0.000	      1.000	      1.000	     10.000	      0.000	      0.000	      0.000	      0.000	   4809.000	      0.000	   4879.000	   4879.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	   2589.225	   2577.167	   2574.679	   2584.529	   2589.207	     -2.000	     -2.000	     -1.000	      3.593	      0.000	      0.000	      0.000	   4809.000	   3070.200	   3046.100	
 05/24-09:28	2593.000	2594.800	2592.400	2593.800	           2972	   2577.929	   2574.856	   2584.430	   2589.219	   2613.000	   2598.000	   2569.000	   2554.000	      1.000	      1.000	      1.000	      1.000	      0.000	      0.000	      0.000	      1.000	      1.000	      0.000	      0.000	      0.000	      1.000	      1.000	     10.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	   9688.000	   9688.000	      0.000	      0.000	      1.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	   2590.650	   2577.929	   2574.856	   2584.430	   2589.219	     -2.000	     -2.000	     -1.000	      4.582	      0.000	      0.000	      0.000	   2972.000	   3241.600	   3090.800	
 05/24-09:29	2594.000	2598.400	2593.600	2596.600	           5251	   2578.800	   2575.083	   2584.366	   2589.256	   2613.000	   2598.000	   2569.000	   2554.000	      1.000	      1.000	      1.000	      1.000	      0.000	      0.000	      1.000	      1.000	      0.000	      0.000	      0.000	      0.000	      1.000	      0.000	     10.000	      0.000	      0.000	      0.000	      0.000	   5251.000	      0.000	   4809.000	   9688.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	   2592.300	   2578.800	   2575.083	   2584.366	   2589.256	     -2.000	     -2.000	     -1.000	      7.344	      0.000	      0.000	      0.000	   5251.000	   3968.200	   3177.200	
 05/24-09:30	2596.800	2596.800	2593.400	2594.200	           4774	   2579.533	   2575.302	   2584.280	   2589.284	   2613.000	   2598.000	   2569.000	   2554.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      1.000	      1.000	      0.000	      0.000	      0.000	      1.000	      0.000	     10.000	      0.000	      0.000	      0.000	      0.000	      0.000	   4774.000	   5251.000	  10060.000	      0.000	      0.000	      1.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	   2593.725	   2579.533	   2575.302	   2584.280	   2589.284	     -2.000	     -2.000	     -1.000	      4.916	      0.000	      0.000	      0.000	   4774.000	   4537.000	   3462.300	
 05/24-09:31	2594.400	2602.200	2593.000	2602.200	           7768	   2580.579	   2575.700	   2584.272	   2589.339	   2613.000	   2598.000	   2569.000	   2554.000	      0.000	      0.000	      1.000	      1.000	      1.000	      0.000	      0.000	      1.000	      1.000	      0.000	      0.000	      0.000	      1.000	      1.000	     10.000	      0.000	      0.000	      0.000	      0.000	   7768.000	      0.000	   5251.000	   5251.000	   4774.000	   4774.000	      0.000	      0.000	      0.000	      0.000	      0.000	      1.000	      0.000	      0.000	      0.000	      0.000	   2595.925	   2580.579	   2575.700	   2584.272	   2589.339	     -2.000	     -2.000	     -1.000	     12.861	      0.000	      0.000	      0.000	   7768.000	   5114.800	   3908.400	
 05/24-09:32	2603.000	2604.000	2597.400	2598.000	           7857	   2581.496	   2576.004	   2584.214	   2589.386	   2613.000	   2598.000	   2569.000	   2554.000	      1.000	      1.000	      1.000	      1.000	      0.000	      0.000	      1.000	      1.000	      1.000	      0.000	      0.000	      0.000	      1.000	      0.000	     10.000	      0.000	      0.000	      0.000	      0.000	      0.000	   7857.000	   7768.000	  13019.000	   4774.000	   4774.000	      1.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	   2596.975	   2581.496	   2576.004	   2584.214	   2589.386	     -2.000	     -2.000	     -1.000	      8.614	      0.000	      0.000	      0.000	   7857.000	   5724.400	   4397.300	
 05/24-09:33	2597.800	2597.800	2595.200	2597.600	           3628	   2582.396	   2576.350	   2584.158	   2589.433	   2613.000	   2598.000	   2569.000	   2554.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      1.000	      1.000	      0.000	      0.000	      0.000	      1.000	      1.000	     10.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	   7768.000	   7768.000	   7857.000	  12631.000	      0.000	      0.000	      0.000	      0.000	      0.000	      1.000	      0.000	      0.000	      0.000	      0.000	   2597.725	   2582.396	   2576.350	   2584.158	   2589.433	     -2.000	     -2.000	     -1.000	      8.167	      0.000	      0.000	      0.000	   3628.000	   5855.600	   4548.600	
 05/24-09:34	2597.800	2600.600	2596.200	2597.800	           3494	   2583.325	   2576.844	   2584.106	   2589.479	   2613.000	   2598.000	   2569.000	   2554.000	      1.000	      1.000	      0.000	      0.000	      0.000	      0.000	      1.000	      1.000	      1.000	      0.000	      0.000	      0.000	      1.000	      0.000	     10.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	   7768.000	   7857.000	   7857.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	   2597.950	   2583.325	   2576.844	   2584.106	   2589.479	     -2.000	     -2.000	     -1.000	      8.322	      0.000	      0.000	      0.000	   3494.000	   5504.200	   4736.200	
 05/24-09:35	2598.000	2598.000	2593.800	2595.600	           4608	   2584.179	   2577.327	   2584.041	   2589.497	   2613.000	   2598.000	   2569.000	   2554.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      1.000	      1.000	      1.000	      0.000	      0.000	      0.000	      1.000	      0.000	     10.000	      0.000	      0.000	      0.000	      0.000	      0.000	   4608.000	      0.000	      0.000	      0.000	   7857.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	   2598.250	   2584.179	   2577.327	   2584.041	   2589.497	     -1.000	     -2.000	     -1.000	      6.103	      0.000	      0.000	      0.000	   4608.000	   5471.000	   5004.000	
 05/24-09:36	2595.800	2596.400	2593.000	2593.400	           3344	   2584.946	   2577.756	   2583.953	   2589.510	   2613.000	   2598.000	   2569.000	   2554.000	      1.000	      1.000	      0.000	      0.000	      0.000	      0.000	      1.000	      1.000	      0.000	      0.000	      0.000	      0.000	      1.000	      0.000	     10.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	   4608.000	   4608.000	      0.000	      0.000	      0.000	      0.000	      0.000	      1.000	      0.000	      0.000	      0.000	      0.000	   2596.475	   2584.946	   2577.756	   2583.953	   2589.510	     -1.000	     -2.000	     -1.000	      3.890	      0.000	      0.000	      0.000	   3344.000	   4586.200	   4850.500	
 05/24-09:37	2593.800	2594.400	2591.400	2594.400	           4312	   2585.738	   2578.206	   2583.868	   2589.525	   2613.000	   2598.000	   2569.000	   2554.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      1.000	      1.000	      0.000	      1.000	      0.000	      1.000	      1.000	     10.000	      0.000	      0.000	      0.000	      1.000	   4312.000	      0.000	      0.000	      0.000	   4608.000	   4608.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	   2595.750	   2585.738	   2578.206	   2583.868	   2589.525	     -1.000	     -2.000	     -1.000	      4.875	      0.000	      0.000	      0.000	   4312.000	   3877.200	   4800.800	
 05/24-09:38	2594.400	2600.400	2594.200	2598.000	           6030	   2586.646	   2578.706	   2583.831	   2589.553	   2613.000	   2598.000	   2569.000	   2554.000	      1.000	      1.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      1.000	      1.000	     10.000	      0.000	      0.000	      0.000	      0.000	   6030.000	      0.000	   4312.000	   4312.000	      0.000	   4608.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	   2595.825	   2586.646	   2578.706	   2583.831	   2589.553	     -1.000	     -2.000	     -1.000	      8.447	      0.000	      0.000	      0.000	   6030.000	   4357.600	   5106.600	
 05/24-09:39	2598.000	2600.400	2597.600	2599.600	           3875	   2587.592	   2579.204	   2583.830	   2589.586	   2613.000	   2598.000	   2569.000	   2554.000	      1.000	      1.000	      0.000	      0.000	      1.000	      0.000	      1.000	      1.000	      0.000	      0.000	      0.000	      0.000	      1.000	      0.000	     10.000	      0.000	      0.000	      0.000	      0.000	   3875.000	      0.000	  10342.000	  10342.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	   2596.200	   2587.592	   2579.204	   2583.830	   2589.586	     -1.000	     -2.000	     -1.000	     10.014	      0.000	      0.000	      0.000	   3875.000	   4433.800	   4969.000	
 05/24-09:40	2599.800	2600.000	2596.600	2596.600	           3067	   2588.454	   2579.677	   2583.802	   2589.604	   2613.000	   2598.000	   2569.000	   2554.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      1.000	      0.000	      0.000	      0.000	      0.000	      0.000	      1.000	      0.000	     10.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	   9905.000	  14217.000	      0.000	      0.000	      1.000	      1.000	      0.000	      0.000	      1.000	      0.000	      0.000	      0.000	      0.000	      0.000	   2596.400	   2588.454	   2579.677	   2583.802	   2589.604	     -1.000	     -2.000	     -1.000	      6.996	      0.000	      0.000	      0.000	   3067.000	   4125.600	   4798.300	
 05/24-09:41	2596.800	2599.200	2596.000	2596.800	           2393	   2589.313	   2580.150	   2583.768	   2589.626	   2613.000	   2598.000	   2569.000	   2554.000	      1.000	      1.000	      0.000	      0.000	      0.000	      0.000	      1.000	      1.000	      1.000	      0.000	      0.000	      0.000	      1.000	      0.000	     10.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	   3875.000	   9905.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	   2597.075	   2589.313	   2580.150	   2583.768	   2589.626	     -1.000	     -2.000	     -1.000	      7.174	      0.000	      0.000	      0.000	   2393.000	   3935.400	   4260.800	
 05/24-09:42	2597.400	2598.000	2595.600	2596.200	           2256	   2590.146	   2580.610	   2583.728	   2589.652	   2613.000	   2598.000	   2569.000	   2554.000	      1.000	      1.000	      0.000	      0.000	      0.000	      0.000	      1.000	      1.000	      1.000	      0.000	      0.000	      0.000	      1.000	      0.000	     10.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	   3875.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	   2597.450	   2590.146	   2580.610	   2583.728	   2589.652	      0.000	     -2.000	     -1.000	      6.548	      0.000	      0.000	      0.000	   2256.000	   3524.200	   3700.700	
 05/24-09:43	2596.000	2596.600	2594.000	2595.400	           2726	   2590.992	   2581.010	   2583.688	   2589.677	   2613.000	   2598.000	   2569.000	   2554.000	      1.000	      1.000	      0.000	      0.000	      0.000	      0.000	      0.000	      1.000	      1.000	      0.000	      0.000	      0.000	      1.000	      1.000	     10.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	   2596.925	   2590.992	   2581.010	   2583.688	   2589.677	      0.000	     -2.000	     -1.000	      5.722	      0.000	      0.000	      0.000	   2726.000	   2863.400	   3610.500	
 05/24-09:44	2595.600	2597.600	2595.000	2595.000	           2307	   2591.825	   2581.413	   2583.633	   2589.698	   2613.000	   2598.000	   2569.000	   2554.000	      1.000	      1.000	      0.000	      0.000	      0.000	      0.000	      1.000	      0.000	      0.000	      0.000	      0.000	      0.000	      1.000	      0.000	     10.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	   2596.000	   2591.825	   2581.413	   2583.633	   2589.698	      0.000	     -2.000	     -1.000	      5.302	      0.000	      0.000	      0.000	   2307.000	   2549.800	   3491.800	
 05/24-09:45	2594.800	2594.800	2590.000	2591.800	           6350	   2592.525	   2581.750	   2583.565	   2589.708	   2613.000	   2598.000	   2569.000	   2554.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      1.000	      1.000	      1.000	      0.000	      1.000	      0.000	      1.000	      0.000	     10.000	      0.000	      0.000	      0.000	      0.000	      0.000	   6350.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	   2595.025	   2592.525	   2581.750	   2583.565	   2589.708	      0.000	     -2.000	     -1.000	      2.092	      0.000	      0.000	      0.000	   6350.000	   3206.400	   3666.000	
 05/24-09:46	2592.000	2592.600	2589.000	2590.200	           4991	   2592.700	   2582.027	   2583.475	   2589.718	   2613.000	   2598.000	   2569.000	   2554.000	      1.000	      1.000	      0.000	      0.000	      0.000	      0.000	      1.000	      1.000	      1.000	      0.000	      1.000	      0.000	      1.000	      1.000	     10.000	      0.000	      0.000	      0.000	      1.000	      0.000	   4991.000	      0.000	      0.000	   6350.000	   6350.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	   2593.725	   2592.700	   2582.027	   2583.475	   2589.718	      0.000	     -2.000	     -1.000	      0.482	      0.000	      0.000	      0.000	   4991.000	   3726.000	   3830.700	
 05/24-09:47	2590.400	2591.200	2589.200	2589.400	           3218	   2592.887	   2582.302	   2583.367	   2589.724	   2613.000	   2598.000	   2569.000	   2554.000	      1.000	      1.000	      0.000	      0.000	      0.000	      1.000	      0.000	      1.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	     10.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	  11341.000	  11341.000	      0.000	      0.000	      0.000	      0.000	      0.000	      1.000	      0.000	      0.000	      0.000	      0.000	   2592.350	   2592.887	   2582.302	   2583.367	   2589.724	      0.000	     -2.000	     -1.000	     -0.324	      0.000	      0.000	      0.000	   3218.000	   3918.400	   3721.300	
 05/24-09:48	2589.000	2591.200	2589.000	2590.200	           2888	   2593.142	   2582.604	   2583.260	   2589.739	   2613.000	   2598.000	   2569.000	   2554.000	      1.000	      1.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      1.000	      0.000	      1.000	      0.000	     10.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	   4991.000	  11341.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	   2591.325	   2593.142	   2582.604	   2583.260	   2589.739	      0.000	     -2.000	     -1.000	      0.461	      0.000	      0.000	      0.000	   2888.000	   3950.800	   3407.100	
 05/24-09:49	2590.800	2591.600	2589.000	2589.000	           2423	   2593.242	   2582.887	   2583.147	   2589.759	   2613.000	   2598.000	   2569.000	   2554.000	      1.000	      1.000	      0.000	      0.000	      0.000	      1.000	      0.000	      0.000	      0.000	      0.000	      1.000	      0.000	      0.000	      0.000	     10.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	   4991.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	   2590.125	   2593.242	   2582.887	   2583.147	   2589.759	      0.000	     -2.000	     -1.000	     -0.759	      0.000	      0.000	      0.000	   2423.000	   3974.000	   3261.900	
 05/24-09:50	2588.600	2591.800	2588.200	2591.400	           4103	   2593.467	   2583.206	   2583.062	   2589.780	   2613.000	   2598.000	   2569.000	   2554.000	      1.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      1.000	      0.000	      0.000	      1.000	      0.000	      1.000	      1.000	     10.000	      0.000	      0.000	      0.000	      0.000	   4103.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	   2590.050	   2593.467	   2583.206	   2583.062	   2589.780	      0.000	     -1.000	     -1.000	      1.620	      0.000	      0.000	      0.000	   4103.000	   3524.600	   3365.500	
 05/24-09:51	2591.400	2595.000	2591.200	2595.000	           5238	   2593.746	   2583.594	   2583.020	   2589.815	   2613.000	   2598.000	   2569.000	   2554.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      1.000	      0.000	     10.000	      0.000	      0.000	      0.000	      0.000	   5238.000	      0.000	   4103.000	   4103.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	   2591.000	   2593.746	   2583.594	   2583.020	   2589.815	      0.000	     -1.000	     -1.000	      5.185	      0.000	      0.000	      0.000	   5238.000	   3574.000	   3650.000	
 05/24-09:52	2594.600	2595.600	2590.400	2592.600	           4021	   2593.900	   2583.933	   2582.961	   2589.832	   2613.000	   2598.000	   2569.000	   2554.000	      1.000	      1.000	      0.000	      0.000	      0.000	      0.000	      1.000	      1.000	      1.000	      0.000	      0.000	      0.000	      1.000	      1.000	     10.000	      0.000	      0.000	      0.000	      0.000	      0.000	   4021.000	   9341.000	   9341.000	      0.000	      0.000	      1.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	   2591.650	   2593.900	   2583.933	   2582.961	   2589.832	      0.000	     -1.000	     -1.000	      2.768	      0.000	      0.000	      0.000	   4021.000	   3734.600	   3826.500	
 05/24-09:53	2592.400	2593.000	2591.600	2592.000	           1702	   2594.075	   2584.254	   2582.908	   2589.846	   2613.000	   2598.000	   2569.000	   2554.000	      1.000	      1.000	      0.000	      0.000	      0.000	      0.000	      1.000	      1.000	      0.000	      0.000	      0.000	      0.000	      1.000	      0.000	     10.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	   5238.000	   9341.000	   4021.000	   4021.000	      0.000	      0.000	      0.000	      0.000	      0.000	      1.000	      0.000	      0.000	      0.000	      0.000	   2592.000	   2594.075	   2584.254	   2582.908	   2589.846	      0.000	     -1.000	     -1.000	      2.154	      0.000	      0.000	      0.000	   1702.000	   3497.400	   3724.100	
 05/24-09:54	2592.200	2592.600	2590.000	2590.400	           2397	   2594.142	   2584.560	   2582.847	   2589.851	   2613.000	   2598.000	   2569.000	   2554.000	      1.000	      0.000	      0.000	      0.000	      0.000	      0.000	      1.000	      1.000	      0.000	      0.000	      0.000	      0.000	      1.000	      0.000	     10.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	   5238.000	   4021.000	   4021.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	   2592.275	   2594.142	   2584.560	   2582.847	   2589.851	      0.000	     -1.000	     -1.000	      0.549	      0.000	      0.000	      0.000	   2397.000	   3492.200	   3733.100	
 05/24-09:55	2590.600	2592.400	2589.000	2592.000	           2461	   2594.308	   2584.938	   2582.802	   2589.871	   2613.000	   2598.000	   2569.000	   2554.000	      1.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      1.000	      1.000	      0.000	      0.000	      0.000	      1.000	      1.000	     10.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	   4021.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	   2592.400	   2594.308	   2584.938	   2582.802	   2589.871	      0.000	     -1.000	     -1.000	      2.129	      0.000	      0.000	      0.000	   2461.000	   3163.800	   3344.200	
