 07/19-09:16	2236.200	2240.000	2236.200	2238.400	           5133	      1.000	   2232.167	   2232.421	   2233.417	   2234.406	           	      0.000	      1.000	      0.000	      0.000	      0.000	      0.000	      0.000	      6.233	      0.000	      0.000	
 07/19-09:17	2238.200	2240.600	2238.000	2238.800	           2695	      2.000	   2232.392	   2232.387	   2233.450	   2234.317	           	      0.000	      1.000	      0.000	      0.000	      0.000	      0.000	      0.000	      6.408	      0.000	      0.000	
 07/19-09:18	2238.800	2241.000	2238.600	2241.000	           2335	      3.000	   2232.733	   2232.363	   2233.520	   2234.248	           	      0.000	      1.000	      0.000	      0.000	      0.000	      0.000	      0.000	      8.267	      0.000	      0.000	
 07/19-09:19	2240.600	2240.800	2239.400	2240.800	           1279	      4.000	   2233.025	   2232.346	   2233.563	   2234.186	           	      0.000	      1.000	      0.000	      0.000	      0.000	      0.000	      0.000	      7.775	      0.000	      0.000	
 07/19-09:20	2240.600	2242.000	2240.400	2240.400	           1957	      5.000	   2233.350	   2232.398	   2233.604	   2234.135	           	      0.000	      1.000	      0.000	      0.000	      0.000	      0.000	      0.000	      7.050	      0.000	      0.000	
 07/19-09:21	2241.000	2241.000	2238.200	2238.400	           1845	      6.000	   2233.600	   2232.500	   2233.627	   2234.116	           	      0.000	      1.000	      0.000	      0.000	      0.000	      0.000	      0.000	      4.800	      0.000	      0.000	
 07/19-09:22	2238.000	2242.600	2238.000	2241.600	           1927	      7.000	   2233.833	   2232.648	   2233.679	   2234.143	           	      0.000	      0.000	      1.000	      0.000	      0.000	      0.000	      0.000	      7.767	      0.000	      0.000	
 07/19-09:23	2241.400	2242.600	2239.000	2239.400	           1521	      8.000	   2233.988	   2232.748	   2233.723	   2234.147	           	      0.000	      0.000	      1.000	      0.000	      0.000	      0.000	      0.000	      5.412	      0.000	      0.000	
 07/19-09:24	2239.200	2239.600	2238.000	2238.400	           1840	      9.000	   2234.158	   2232.871	   2233.743	   2234.155	           	      0.000	      0.000	      1.000	      0.000	      0.000	      0.000	      0.000	      4.241	      0.000	      0.000	
 07/19-09:25	2238.600	2239.600	2237.000	2237.800	           1826	     10.000	   2234.283	   2232.985	   2233.750	   2234.175	           	      0.000	      0.000	      1.000	      0.000	      0.000	      0.000	      0.000	      3.517	      0.000	      0.000	
 07/19-09:26	2238.000	2239.600	2237.800	2238.800	            951	     11.000	   2234.521	   2233.098	   2233.758	   2234.209	           	      0.000	      0.000	      1.000	      0.000	      0.000	      0.000	      0.000	      4.279	      0.000	      0.000	
 07/19-09:27	2238.800	2241.000	2238.800	2240.000	           1407	     12.000	   2234.863	   2233.254	   2233.775	   2234.247	           	      0.000	      0.000	      1.000	      0.000	      0.000	      0.000	      0.000	      5.137	      0.000	      0.000	
 07/19-09:28	2239.800	2241.400	2239.200	2240.800	           1147	     13.000	   2235.200	   2233.423	   2233.809	   2234.285	           	      0.000	      0.000	      1.000	      0.000	      0.000	      0.000	      0.000	      5.600	      0.000	      0.000	
 07/19-09:29	2240.800	2241.000	2239.400	2240.800	           1154	     14.000	   2235.533	   2233.538	   2233.857	   2234.317	           	      0.000	      0.000	      1.000	      0.000	      0.000	      0.000	      0.000	      5.267	      0.000	      0.000	
 07/19-09:30	2240.800	2242.000	2239.800	2241.000	           1333	     15.000	   2235.896	   2233.683	   2233.875	   2234.348	           	      0.000	      0.000	      1.000	      0.000	      0.000	      0.000	      0.000	      5.104	      0.000	      0.000	
 07/19-09:31	2241.000	2241.800	2238.600	2239.200	           2056	     16.000	   2236.200	   2233.762	   2233.858	   2234.372	           	      0.000	      0.000	      1.000	      0.000	      0.000	      0.000	      0.000	      3.000	      0.000	      0.000	
 07/19-09:32	2239.000	2239.200	2236.000	2237.800	           3676	     17.000	   2236.433	   2233.871	   2233.832	   2234.404	           	      0.000	      0.000	      1.000	      0.000	      0.000	      0.000	      0.000	      1.367	      0.000	      0.000	
 07/19-09:33	2237.600	2238.200	2235.000	2236.400	           2858	     18.000	   2236.554	   2233.971	   2233.827	   2234.430	           	      0.000	      0.000	      1.000	      0.000	      0.000	      0.000	      0.000	     -0.154	      0.000	      0.000	
 07/19-09:34	2236.800	2238.200	2236.000	2237.800	           1891	     19.000	   2236.712	   2234.077	   2233.867	   2234.469	           	      0.000	      0.000	      1.000	      0.000	      0.000	      0.000	      0.000	      1.088	      0.000	      0.000	
 07/19-09:35	2237.600	2240.400	2237.000	2237.200	           2663	     20.000	   2236.854	   2234.198	   2233.891	   2234.485	           	      0.000	      0.000	      1.000	      0.000	      0.000	      0.000	      0.000	      0.346	      0.000	      0.000	
 07/19-09:36	2237.200	2238.800	2235.800	2237.400	           1792	     21.000	   2237.008	   2234.294	   2233.935	   2234.493	           	      0.000	      0.000	      1.000	      0.000	      0.000	      0.000	      0.000	      0.392	      0.000	      0.000	
