 05/15-09:16	2480.000	2481.400	2478.200	2478.800	           5257	   2472.271	   2469.652	   2468.134	   2475.869	
 05/15-09:17	2478.800	2479.800	2476.000	2479.800	           2380	   2472.708	   2469.833	   2468.239	   2475.752	
 05/15-09:18	2479.800	2482.000	2479.800	2480.800	           2760	   2473.175	   2470.021	   2468.365	   2475.641	
 05/15-09:19	2481.000	2481.000	2479.000	2479.000	           1161	   2473.542	   2470.227	   2468.469	   2475.518	
 05/15-09:20	2479.000	2479.600	2477.600	2478.000	           1116	   2473.833	   2470.410	   2468.573	   2475.401	
 05/15-09:21	2477.400	2478.200	2477.000	2477.000	           1067	   2474.079	   2470.577	   2468.667	   2475.281	
 05/15-09:22	2477.000	2477.800	2475.600	2477.800	           1431	   2474.337	   2470.775	   2468.761	   2475.166	
 05/15-09:23	2477.800	2478.400	2475.200	2475.200	           1670	   2474.508	   2470.940	   2468.842	   2475.047	
 05/15-09:24	2475.800	2476.800	2475.200	2476.400	           1135	   2474.700	   2471.123	   2468.937	   2474.936	
 05/15-09:25	2476.000	2476.400	2475.000	2476.200	           1007	   2474.762	   2471.310	   2469.020	   2474.836	
 05/15-09:26	2476.200	2478.600	2475.800	2478.600	           1458	   2474.962	   2471.508	   2469.132	   2474.740	
 05/15-09:27	2478.600	2479.600	2477.200	2479.600	           1134	   2475.200	   2471.729	   2469.243	   2474.642	
 05/15-09:28	2479.400	2480.800	2478.800	2479.000	           1826	   2475.433	   2471.942	   2469.353	   2474.544	
 05/15-09:29	2479.200	2480.000	2478.600	2479.000	            829	   2475.613	   2472.113	   2469.458	   2474.456	
 05/15-09:30	2479.000	2479.000	2475.800	2475.800	           1374	   2475.663	   2472.210	   2469.544	   2474.371	
 05/15-09:31	2475.600	2478.000	2474.000	2477.400	           2080	   2475.808	   2472.340	   2469.656	   2474.305	
 05/15-09:32	2477.200	2480.600	2476.200	2480.600	           1687	   2476.054	   2472.538	   2469.803	   2474.263	
 05/15-09:33	2480.200	2482.600	2479.800	2480.400	           2966	   2476.313	   2472.727	   2469.944	   2474.227	
 05/15-09:34	2480.400	2480.800	2478.800	2479.200	           1335	   2476.542	   2472.883	   2470.046	   2474.200	
 05/15-09:35	2479.000	2479.200	2476.200	2477.200	           1791	   2476.679	   2473.010	   2470.128	   2474.163	
 05/15-09:36	2477.200	2478.400	2476.000	2477.600	           1208	   2476.813	   2473.194	   2470.220	   2474.115	
 05/15-09:37	2477.600	2478.000	2475.200	2476.200	           1439	   2476.908	   2473.375	   2470.308	   2474.068	
 05/15-09:38	2476.000	2477.000	2475.000	2475.200	           1077	   2476.971	   2473.544	   2470.397	   2474.014	
 05/15-09:39	2475.000	2476.800	2474.000	2475.800	           1360	   2477.017	   2473.721	   2470.497	   2473.958	
 05/15-09:40	2475.400	2476.800	2473.400	2474.000	           2276	   2477.000	   2473.854	   2470.572	   2473.914	
 05/15-09:41	2474.200	2476.000	2473.600	2473.600	           1377	   2476.983	   2473.983	   2470.658	   2473.885	
 05/15-09:42	2473.400	2474.600	2471.000	2471.000	           2315	   2476.892	   2474.075	   2470.717	   2473.833	
 05/15-09:43	2471.200	2474.600	2471.200	2474.200	           1986	   2476.925	   2474.210	   2470.786	   2473.788	
 05/15-09:44	2473.800	2475.400	2473.200	2474.800	           1344	   2477.012	   2474.323	   2470.868	   2473.740	
 05/15-09:45	2474.800	2474.800	2473.000	2473.800	           1169	   2477.067	   2474.450	   2470.938	   2473.678	
 05/15-09:46	2473.800	2475.000	2473.200	2474.800	            794	   2476.933	   2474.602	   2471.031	   2473.622	
 05/15-09:47	2474.800	2476.400	2473.200	2476.400	           2018	   2476.817	   2474.762	   2471.128	   2473.567	
 05/15-09:48	2476.600	2477.800	2476.000	2477.800	           2222	   2476.721	   2474.948	   2471.237	   2473.521	
 05/15-09:49	2477.800	2478.000	2476.600	2477.800	           1423	   2476.679	   2475.110	   2471.342	   2473.454	
 05/15-09:50	2477.800	2480.000	2477.000	2480.000	           1614	   2476.746	   2475.290	   2471.456	   2473.394	
 05/15-09:51	2480.000	2481.800	2479.800	2481.200	           3224	   2476.887	   2475.483	   2471.553	   2473.343	
 05/15-09:52	2481.400	2482.000	2480.400	2480.400	           2576	   2476.975	   2475.656	   2471.658	   2473.297	
 05/15-09:53	2480.400	2482.400	2480.000	2482.000	           2388	   2477.200	   2475.854	   2471.794	   2473.252	
 05/15-09:54	2481.800	2481.800	2479.400	2480.200	           1813	   2477.329	   2476.015	   2471.916	   2473.202	
 05/15-09:55	2479.800	2484.200	2479.800	2483.000	           4716	   2477.554	   2476.158	   2472.055	   2473.156	
 05/15-09:56	2483.000	2485.800	2482.000	2485.200	           3624	   2477.771	   2476.367	   2472.209	   2473.127	
 05/15-09:57	2485.000	2488.000	2484.000	2486.800	           4625	   2478.017	   2476.608	   2472.372	   2473.106	
 05/15-09:58	2487.400	2487.800	2484.800	2485.200	           2836	   2478.221	   2476.827	   2472.533	   2473.090	
 05/15-09:59	2485.200	2486.000	2483.000	2483.400	           2192	   2478.367	   2476.990	   2472.688	   2473.070	
 05/15-10:00	2483.400	2483.800	2480.800	2481.600	           3060	   2478.558	   2477.110	   2472.826	   2473.049	
 05/15-10:01	2481.600	2481.800	2480.800	2481.200	           1713	   2478.688	   2477.248	   2472.958	   2473.014	
 05/15-10:02	2481.200	2481.800	2480.200	2481.200	           1491	   2478.704	   2477.379	   2473.073	   2472.981	
 05/15-10:03	2481.200	2482.200	2479.600	2480.400	           2165	   2478.708	   2477.510	   2473.182	   2472.941	
 05/15-10:04	2480.200	2482.200	2480.000	2482.200	           1263	   2478.804	   2477.673	   2473.298	   2472.921	
 05/15-10:05	2482.200	2484.000	2479.400	2479.400	           2897	   2478.879	   2477.779	   2473.376	   2472.877	
 05/15-10:06	2479.200	2479.200	2477.000	2477.400	           4480	   2478.875	   2477.844	   2473.421	   2472.818	
 05/15-10:07	2477.200	2477.600	2476.200	2477.000	           2327	   2478.900	   2477.904	   2473.460	   2472.767	
 05/15-10:08	2476.800	2477.600	2476.600	2477.200	           1467	   2478.967	   2477.969	   2473.518	   2472.716	
 05/15-10:09	2476.600	2477.400	2476.000	2476.000	           1936	   2478.971	   2477.994	   2473.580	   2472.665	
 05/15-10:10	2475.400	2475.400	2473.000	2474.200	           3832	   2478.979	   2477.990	   2473.624	   2472.603	
 05/15-10:11	2474.000	2474.200	2473.000	2474.000	           2112	   2478.996	   2477.990	   2473.667	   2472.542	
 05/15-10:12	2474.000	2475.400	2473.400	2473.400	           2032	   2479.075	   2477.983	   2473.687	   2472.476	
 05/15-10:13	2473.800	2475.600	2473.200	2475.000	           1428	   2479.100	   2478.012	   2473.745	   2472.427	
 05/15-10:14	2475.200	2476.800	2474.000	2474.400	           2238	   2479.087	   2478.050	   2473.781	   2472.375	
 05/15-10:15	2474.000	2474.600	2473.200	2473.400	           1724	   2479.071	   2478.069	   2473.792	   2472.318	
 05/15-10:16	2474.200	2474.800	2472.600	2474.000	           1954	   2479.046	   2477.990	   2473.821	   2472.274	
 05/15-10:17	2474.000	2476.000	2473.800	2475.400	           1689	   2479.017	   2477.917	   2473.875	   2472.241	
 05/15-10:18	2475.600	2476.400	2475.000	2476.000	           1135	   2478.954	   2477.837	   2473.929	   2472.198	
 05/15-10:19	2476.000	2476.200	2471.600	2472.200	           2412	   2478.767	   2477.723	   2473.975	   2472.142	
 05/15-10:20	2472.800	2476.200	2472.200	2476.200	           2091	   2478.642	   2477.694	   2474.052	   2472.111	
 05/15-10:21	2476.200	2477.800	2475.600	2475.800	           2303	   2478.458	   2477.673	   2474.125	   2472.065	
 05/15-10:22	2475.800	2476.600	2475.600	2475.600	            802	   2478.300	   2477.637	   2474.206	   2472.011	
 05/15-10:23	2475.600	2476.200	2475.000	2476.000	           1024	   2478.100	   2477.650	   2474.295	   2471.965	
 05/15-10:24	2475.600	2476.200	2473.400	2474.400	           1019	   2477.904	   2477.617	   2474.370	   2471.909	
 05/15-10:25	2474.400	2475.800	2473.600	2475.200	           1021	   2477.646	   2477.600	   2474.455	   2471.846	
 05/15-10:26	2475.400	2476.000	2472.600	2473.400	           1439	   2477.254	   2477.512	   2474.510	   2471.787	
 05/15-10:27	2473.400	2474.600	2472.800	2473.800	            957	   2476.817	   2477.417	   2474.573	   2471.732	
 05/15-10:28	2473.800	2474.200	2472.000	2472.000	           1227	   2476.379	   2477.300	   2474.621	   2471.679	
 05/15-10:29	2472.200	2473.800	2472.200	2472.800	           1219	   2476.029	   2477.198	   2474.655	   2471.630	
 05/15-10:30	2472.600	2474.800	2472.200	2473.000	           1191	   2475.742	   2477.150	   2474.680	   2471.573	
 05/15-10:31	2473.000	2473.400	2470.200	2471.200	           3432	   2475.404	   2477.046	   2474.693	   2471.508	
 05/15-10:32	2471.200	2472.000	2470.600	2471.400	           1247	   2475.083	   2476.894	   2474.716	   2471.446	
 05/15-10:33	2471.200	2472.400	2470.600	2472.400	           1431	   2474.813	   2476.760	   2474.744	   2471.384	
 05/15-10:34	2472.400	2474.800	2472.400	2473.800	           1778	   2474.533	   2476.669	   2474.776	   2471.334	
 05/15-10:35	2473.800	2475.600	2473.800	2474.800	           1823	   2474.383	   2476.631	   2474.821	   2471.293	
 05/15-10:36	2474.800	2475.000	2474.200	2474.800	            899	   2474.292	   2476.583	   2474.888	   2471.256	
 05/15-10:37	2474.800	2475.400	2473.600	2474.000	           1224	   2474.192	   2476.546	   2474.960	   2471.213	
 05/15-10:38	2473.800	2474.000	2472.600	2473.000	           1168	   2474.054	   2476.510	   2475.027	   2471.165	
 05/15-10:39	2473.200	2475.200	2472.200	2474.400	           1445	   2474.000	   2476.485	   2475.103	   2471.119	
 05/15-10:40	2474.600	2475.400	2473.800	2474.200	           1288	   2474.000	   2476.490	   2475.172	   2471.086	
 05/15-10:41	2474.400	2477.000	2474.200	2476.600	           1946	   2474.087	   2476.542	   2475.262	   2471.063	
 05/15-10:42	2477.000	2477.400	2476.000	2476.400	           1886	   2474.188	   2476.631	   2475.353	   2471.034	
 05/15-10:43	2476.400	2478.600	2476.000	2478.600	           2200	   2474.308	   2476.704	   2475.457	   2471.027	
 05/15-10:44	2478.400	2479.200	2476.800	2477.600	           1839	   2474.413	   2476.750	   2475.536	   2471.023	
 05/15-10:45	2477.800	2477.800	2475.400	2476.800	           2169	   2474.529	   2476.800	   2475.625	   2471.040	
 05/15-10:46	2476.800	2477.000	2474.600	2475.600	           1668	   2474.583	   2476.815	   2475.708	   2471.048	
 05/15-10:47	2475.600	2476.200	2474.600	2476.200	           1072	   2474.604	   2476.810	   2475.786	   2471.050	
 05/15-10:48	2476.200	2476.600	2475.000	2475.600	           1029	   2474.592	   2476.773	   2475.860	   2471.049	
 05/15-10:49	2475.200	2477.000	2475.200	2475.800	            876	   2474.712	   2476.740	   2475.925	   2471.052	
 05/15-10:50	2475.800	2476.800	2475.800	2476.400	            548	   2474.721	   2476.681	   2475.985	   2471.053	
 05/15-10:51	2476.200	2476.400	2472.200	2472.800	           2532	   2474.621	   2476.540	   2476.011	   2471.039	
 05/15-10:52	2473.200	2474.600	2472.600	2474.600	           1476	   2474.587	   2476.444	   2476.050	   2471.035	
 05/15-10:53	2474.600	2474.800	2472.800	2473.400	            902	   2474.500	   2476.300	   2476.077	   2471.021	
 05/15-10:54	2473.200	2474.000	2473.000	2473.200	            387	   2474.462	   2476.183	   2476.099	   2471.008	
 05/15-10:55	2473.400	2473.600	2472.400	2473.400	            963	   2474.400	   2476.023	   2476.091	   2471.004	
 05/15-10:56	2473.400	2475.600	2473.000	2475.000	           1240	   2474.454	   2475.854	   2476.110	   2471.012	
 05/15-10:57	2474.800	2475.600	2472.600	2472.800	           1204	   2474.421	   2475.619	   2476.114	   2471.012	
 05/15-10:58	2473.200	2475.200	2472.200	2474.800	           2186	   2474.517	   2475.448	   2476.137	   2471.019	
 05/15-10:59	2474.800	2475.600	2473.200	2475.400	           1295	   2474.600	   2475.315	   2476.152	   2471.028	
 05/15-11:00	2475.800	2476.400	2473.800	2474.000	           1351	   2474.633	   2475.188	   2476.149	   2471.053	
