 06/07-09:16	2536.200	2537.000	2535.000	2536.200	           2941	      1.000	      0.000	   2545.600	   2550.800	           	           	           	           	           	           	   2533.967	   2535.040	   2539.443	   2543.980	           	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	
 06/07-09:17	2536.000	2536.600	2535.000	2535.400	           1522	      2.000	      0.000	   2545.600	   2550.800	           	           	           	           	           	           	   2534.063	   2535.054	   2539.350	   2543.904	           	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	
 06/07-09:18	2535.000	2535.800	2533.800	2535.600	           1698	      3.000	      0.000	   2545.600	   2550.800	           	           	           	           	           	           	   2534.212	   2535.050	   2539.265	   2543.833	           	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	
 06/07-09:19	2535.800	2536.000	2534.000	2534.400	           1244	      4.000	      0.000	   2545.600	   2550.800	           	           	           	           	           	           	   2534.275	   2535.015	   2539.180	   2543.759	           	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	
 06/07-09:20	2534.600	2534.600	2533.400	2533.400	           1171	      5.000	      0.000	   2545.600	   2550.800	           	           	           	           	           	           	   2534.262	   2534.994	   2539.091	   2543.683	           	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	
 06/07-09:21	2533.600	2535.000	2533.400	2534.800	            575	      6.000	      1.000	   2545.600	   2550.800	           	           	           	           	           	           	   2534.300	   2534.990	   2539.022	   2543.621	           	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	
 06/07-09:22	2534.600	2534.800	2534.000	2534.200	            581	      7.000	      1.000	   2545.600	   2550.800	           	           	           	           	           	           	   2534.313	   2534.967	   2538.935	   2543.555	           	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	
 06/07-09:23	2534.000	2535.800	2533.600	2535.600	           1245	      8.000	      0.000	   2545.600	   2550.800	           	           	           	           	           	           	   2534.375	   2534.948	   2538.864	   2543.500	           	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	
 06/07-09:24	2535.400	2535.600	2534.600	2535.200	            540	      9.000	      1.000	   2545.600	   2550.800	           	           	           	           	           	           	   2534.379	   2534.902	   2538.772	   2543.438	           	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	
 06/07-09:25	2534.800	2536.000	2534.800	2535.200	            584	     10.000	      1.000	   2545.600	   2550.800	           	           	           	           	           	           	   2534.421	   2534.883	   2538.672	   2543.375	           	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	
 06/07-09:26	2535.800	2536.000	2535.200	2535.800	            782	     11.000	      1.000	   2545.600	   2550.800	           	           	           	           	           	           	   2534.479	   2534.869	   2538.584	   2543.302	           	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	
 06/07-09:27	2535.800	2536.200	2535.400	2535.600	            687	     12.000	      1.000	   2545.600	   2550.800	           	           	           	           	           	           	   2534.508	   2534.806	   2538.490	   2543.229	           	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	
 06/07-09:28	2535.800	2536.000	2534.200	2534.600	           1019	     13.000	      0.000	   2545.600	   2550.800	           	           	           	           	           	           	   2534.479	   2534.738	   2538.360	   2543.150	           	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	
 06/07-09:29	2535.000	2535.600	2534.600	2535.000	            528	     14.000	      1.000	   2545.600	   2550.800	           	           	           	           	           	           	   2534.496	   2534.633	   2538.235	   2543.071	           	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	
 06/07-09:30	2535.000	2535.400	2534.800	2535.400	            464	     15.000	      1.000	   2545.600	   2550.800	           	           	           	           	           	           	   2534.542	   2534.546	   2538.085	   2542.984	           	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	
 06/07-09:31	2535.200	2536.200	2534.400	2535.200	           1452	     16.000	      0.000	   2545.600	   2550.800	           	           	           	           	           	           	   2534.563	   2534.494	   2537.952	   2542.897	           	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	
 06/07-09:32	2535.400	2535.600	2534.600	2535.000	            967	     17.000	      1.000	   2545.600	   2550.800	           	           	           	           	           	           	   2534.600	   2534.460	   2537.822	   2542.814	           	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	
 06/07-09:33	2535.000	2535.400	2534.400	2534.800	           1017	     18.000	      0.000	   2545.600	   2550.800	           	           	           	           	           	           	   2534.633	   2534.429	   2537.695	   2542.725	           	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	
 06/07-09:34	2535.000	2535.400	2533.400	2533.400	           1532	     19.000	      0.000	   2545.600	   2550.800	           	           	           	           	           	           	   2534.621	   2534.369	   2537.563	   2542.637	           	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	
 06/07-09:35	2533.400	2535.000	2533.400	2535.000	           1156	     20.000	      0.000	   2545.600	   2550.800	           	           	           	           	           	           	   2534.667	   2534.333	   2537.447	   2542.550	           	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	
 06/07-09:36	2534.800	2536.200	2534.800	2536.200	           1354	     21.000	      0.000	   2545.600	   2550.800	           	           	           	           	           	           	   2534.754	   2534.310	   2537.342	   2542.470	           	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	
 06/07-09:37	2536.200	2536.600	2534.400	2534.600	           1231	     22.000	      0.000	   2545.600	   2550.800	           	           	           	           	           	           	   2534.783	   2534.277	   2537.217	   2542.386	           	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	
 06/07-09:38	2534.600	2535.200	2533.600	2534.000	           1113	     23.000	      0.000	   2545.600	   2550.800	           	           	           	           	           	           	   2534.762	   2534.267	   2537.092	   2542.304	           	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	
