 07/11-09:16	2215.000	2219.000	2212.000	2218.000	          11523	      1.000	   2190.893	   2185.073	   2169.958	           	           	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	
 07/11-09:17	2217.800	2217.800	2213.200	2215.200	           3751	      2.000	   2192.013	   2185.704	   2170.648	           	           	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	
 07/11-09:18	2215.400	2217.200	2214.600	2217.000	           2225	      3.000	   2193.147	   2186.304	   2171.364	           	           	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	
 07/11-09:19	2217.200	2221.600	2216.800	2219.000	           5483	      4.000	   2194.321	   2186.954	   2172.097	           	           	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	
 07/11-09:20	2218.400	2218.400	2216.400	2216.600	           2251	      5.000	   2195.407	   2187.573	   2172.795	           	           	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	
 07/11-09:21	2217.000	2218.400	2214.000	2216.200	           3638	      6.000	   2196.513	   2188.160	   2173.500	           	           	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	
 07/11-09:22	2216.000	2217.000	2215.000	2215.800	           1715	      7.000	   2197.607	   2188.727	   2174.203	           	           	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	
 07/11-09:23	2215.600	2216.600	2214.000	2215.600	           1712	      8.000	   2198.586	   2189.330	   2174.897	           	           	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	
 07/11-09:24	2215.600	2216.200	2215.200	2216.200	           1107	      9.000	   2199.593	   2189.920	   2175.587	           	           	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	
 07/11-09:25	2216.200	2218.800	2216.000	2218.800	           2054	     10.000	   2200.760	   2190.510	   2176.312	           	           	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	
 07/11-09:26	2218.800	2220.600	2214.000	2215.200	           4653	     11.000	   2201.773	   2191.096	   2176.985	           	           	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	
 07/11-09:27	2215.400	2218.200	2214.200	2218.200	           2127	     12.000	   2202.900	   2191.694	   2177.687	           	           	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	
 07/11-09:28	2218.600	2224.000	2217.600	2217.600	           5153	     13.000	   2203.953	   2192.257	   2178.387	           	           	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	
 07/11-09:29	2217.000	2220.000	2216.400	2219.200	           2136	     14.000	   2205.000	   2192.840	   2179.090	           	           	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	
 07/11-09:30	2219.000	2220.000	2216.400	2216.400	           1812	     15.000	   2205.987	   2193.383	   2179.768	           	           	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	
 07/11-09:31	2216.000	2221.000	2215.400	2218.800	           2740	     16.000	   2207.100	   2193.970	   2180.480	           	           	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	
 07/11-09:32	2218.800	2220.400	2216.200	2220.000	           2710	     17.000	   2208.120	   2194.680	   2181.218	           	           	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	
 07/11-09:33	2219.800	2222.000	2217.200	2217.600	           3168	     18.000	   2208.886	   2195.333	   2181.903	           	           	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	
 07/11-09:34	2217.600	2217.600	2215.200	2216.200	           3201	     19.000	   2209.613	   2195.930	   2182.565	           	           	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	
 07/11-09:35	2216.200	2216.400	2211.000	2213.600	           6149	     20.000	   2210.321	   2196.493	   2183.195	           	           	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	
 07/11-09:36	2213.600	2215.000	2212.800	2213.000	           2669	     21.000	   2210.980	   2197.037	   2183.818	           	           	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	
 07/11-09:37	2213.200	2218.400	2212.600	2216.800	           3751	     22.000	   2211.753	   2197.670	   2184.462	           	           	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	
 07/11-09:38	2216.600	2219.800	2216.200	2219.200	           3540	     23.000	   2212.580	   2198.354	   2185.137	           	           	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	
 07/11-09:39	2219.400	2221.800	2218.600	2219.200	           3809	     24.000	   2213.447	   2199.027	   2185.793	           	           	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	
 07/11-09:40	2219.200	2228.000	2219.000	2227.200	           8634	     25.000	   2214.567	   2199.890	   2186.498	           	           	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	
 07/11-09:41	2227.000	2239.200	2226.400	2239.200	          13107	     26.000	   2215.960	   2200.977	   2187.283	           	           	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	
 07/11-09:42	2238.400	2238.400	2231.000	2231.400	           6184	     27.000	   2217.041	   2201.967	   2187.987	           	           	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	
 07/11-09:43	2230.800	2231.200	2228.400	2229.400	           5517	     28.000	   2218.026	   2202.890	   2188.678	           	           	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	
 07/11-09:44	2229.400	2232.800	2229.000	2232.400	           4141	     29.000	   2219.100	   2203.856	   2189.392	           	           	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	
 07/11-09:45	2231.800	2231.800	2229.200	2230.400	           3386	     30.000	   2219.980	   2204.757	   2190.018	           	           	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	
 07/11-09:46	2230.400	2233.800	2230.000	2232.200	           2982	     31.000	   2220.453	   2205.673	   2190.672	           	           	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	
 07/11-09:47	2232.600	2233.400	2229.000	2230.800	           3027	     32.000	   2220.973	   2206.493	   2191.237	           	           	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	
 07/11-09:48	2230.400	2232.200	2229.000	2229.000	           2601	     33.000	   2221.373	   2207.260	   2191.800	           	           	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	
 07/11-09:49	2228.800	2231.000	2225.200	2230.000	           7656	     34.000	   2221.740	   2208.030	   2192.385	           	           	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	
 07/11-09:50	2230.000	2230.400	2227.600	2229.200	           2773	     35.000	   2222.159	   2208.783	   2192.953	           	           	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	
 07/11-09:51	2228.600	2231.000	2227.600	2228.600	           3024	     36.000	   2222.574	   2209.544	   2193.520	           	           	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	
 07/11-09:52	2229.000	2230.000	2228.000	2228.400	           1568	     37.000	   2222.993	   2210.300	   2194.072	           	           	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	
 07/11-09:53	2228.400	2232.400	2226.400	2230.400	           3168	     38.000	   2223.487	   2211.036	   2194.642	           	           	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	
 07/11-09:54	2230.600	2232.600	2229.800	2230.600	           3046	     39.000	   2223.967	   2211.780	   2195.110	           	           	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	
 07/11-09:55	2230.800	2232.000	2230.400	2230.800	           1713	     40.000	   2224.367	   2212.563	   2195.550	           	           	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	
 07/11-09:56	2230.400	2237.400	2229.800	2236.800	           4791	     41.000	   2225.087	   2213.430	   2195.992	           	           	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	
 07/11-09:57	2236.600	2236.600	2230.000	2231.400	           3934	     42.000	   2225.526	   2214.213	   2196.408	           	           	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	
 07/11-09:58	2231.600	2232.200	2229.600	2231.000	           2545	     43.000	   2225.973	   2214.963	   2196.855	           	           	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	
 07/11-09:59	2231.000	2231.000	2229.000	2230.200	           2545	     44.000	   2226.341	   2215.670	   2197.293	           	           	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	
 07/11-10:00	2230.400	2231.800	2228.600	2231.400	           2419	     45.000	   2226.841	   2216.414	   2197.719	           	           	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	
 07/11-10:01	2231.000	2233.600	2230.400	2232.400	           2432	     46.000	   2227.293	   2217.196	   2198.200	           	           	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	
 07/11-10:02	2232.600	2237.200	2232.600	2235.200	           4796	     47.000	   2227.800	   2217.960	   2198.703	           	           	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	
 07/11-10:03	2235.000	2236.600	2232.800	2235.400	           3889	     48.000	   2228.394	   2218.640	   2199.213	           	           	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	
 07/11-10:04	2235.600	2248.600	2234.000	2245.600	          11250	     49.000	   2229.374	   2219.493	   2199.780	           	           	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	
 07/11-10:05	2244.600	2251.400	2244.000	2247.400	          12587	     50.000	   2230.500	   2220.410	   2200.372	           	           	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	
 07/11-10:06	2247.400	2253.200	2246.000	2252.000	           6763	     51.000	   2231.800	   2221.390	   2200.987	           	           	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	
 07/11-10:07	2251.600	2252.200	2248.200	2252.000	           6223	     52.000	   2232.974	   2222.364	   2201.667	           	           	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	
 07/11-10:08	2251.600	2254.200	2250.000	2254.200	           5477	     53.000	   2234.140	   2223.360	   2202.352	           	           	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	
 07/11-10:09	2254.400	2255.200	2250.000	2250.400	           4676	     54.000	   2235.180	   2224.313	   2203.007	           	           	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	
 07/11-10:10	2250.200	2251.800	2248.200	2250.600	           5921	     55.000	   2235.960	   2225.263	   2203.667	           	           	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	
 07/11-10:11	2251.000	2251.400	2248.800	2249.200	           2099	     56.000	   2236.293	   2226.126	   2204.303	           	           	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	
 07/11-10:12	2249.000	2250.400	2247.800	2249.400	           3062	     57.000	   2236.893	   2226.967	   2204.962	           	           	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	
 07/11-10:13	2249.400	2250.800	2249.000	2250.200	           1986	     58.000	   2237.587	   2227.807	   2205.624	           	           	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	
 07/11-10:14	2250.200	2264.600	2249.800	2260.200	          10871	     59.000	   2238.513	   2228.807	   2206.345	           	           	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	
 07/11-10:15	2260.200	2268.000	2257.000	2267.000	          11346	     60.000	   2239.733	   2229.857	   2207.098	           	           	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	
 07/11-10:16	2266.600	2266.600	2259.800	2260.000	           6435	     61.000	   2240.660	   2230.557	   2207.815	           	           	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	
 07/11-10:17	2259.800	2261.600	2259.200	2260.200	           3164	     62.000	   2241.640	   2231.306	   2208.505	           	           	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	
 07/11-10:18	2260.400	2261.000	2258.400	2259.600	           3390	     63.000	   2242.660	   2232.017	   2209.160	           	           	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	
 07/11-10:19	2259.600	2260.200	2252.800	2252.800	           6701	     64.000	   2243.420	   2232.580	   2209.767	           	           	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	
 07/11-10:20	2252.600	2255.400	2252.600	2253.200	           3564	     65.000	   2244.221	   2233.190	   2210.382	           	           	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	
 07/11-10:21	2253.400	2257.600	2253.000	2254.200	           3597	     66.000	   2245.073	   2233.823	   2210.992	           	           	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	
