 07/24-09:16	2228.600	2235.600	2228.600	2231.600	          10685	      1.000	   2240.200	   2242.008	   2239.340	   2241.595	   2238.083	    -10.408	      0.000	      0.000	
 07/24-09:17	2231.800	2232.400	2226.200	2231.200	           5031	      2.000	   2238.050	   2241.567	   2239.350	   2241.402	   2238.240	    -10.367	      0.000	      0.000	
 07/24-09:18	2231.200	2233.600	2230.800	2233.600	           2533	      3.000	   2236.350	   2241.283	   2239.358	   2241.231	   2238.409	     -7.683	      0.000	      0.000	
 07/24-09:19	2234.200	2234.800	2232.000	2234.000	           1831	      4.000	   2234.650	   2241.092	   2239.383	   2241.053	   2238.599	     -7.092	      0.000	      0.000	
 07/24-09:20	2234.000	2236.400	2231.000	2231.000	           2785	      5.000	   2232.250	   2240.817	   2239.367	   2240.846	   2238.789	     -9.817	      0.000	      0.000	
 07/24-09:21	2232.000	2233.000	2231.000	2231.800	           1451	      6.000	   2232.300	   2240.567	   2239.348	   2240.629	   2238.980	     -8.767	      0.000	      0.000	
 07/24-09:22	2232.000	2233.600	2231.800	2232.000	           1073	      7.000	   2232.450	   2240.233	   2239.385	   2240.421	   2239.171	     -8.233	      0.000	      0.000	
 07/24-09:23	2231.800	2233.000	2231.200	2232.200	            794	      8.000	   2232.200	   2239.858	   2239.425	   2240.223	   2239.352	     -7.658	      0.000	      0.000	
 07/24-09:24	2232.000	2232.800	2229.200	2229.800	           1915	      9.000	   2231.350	   2239.417	   2239.454	   2239.996	   2239.533	     -9.617	      0.000	      0.000	
 07/24-09:25	2229.600	2232.400	2229.600	2231.000	           1490	     10.000	   2231.350	   2238.950	   2239.454	   2239.782	   2239.716	     -7.950	      0.000	      0.000	
 07/24-09:26	2231.000	2233.600	2230.800	2232.400	           1380	     11.000	   2231.500	   2238.600	   2239.467	   2239.583	   2239.885	     -6.200	      0.000	      0.000	
 07/24-09:27	2232.200	2232.200	2230.400	2231.200	           1040	     12.000	   2231.350	   2238.183	   2239.427	   2239.371	   2240.037	     -6.983	      0.000	      0.000	
 07/24-09:28	2231.200	2231.800	2230.200	2231.600	            820	     13.000	   2231.200	   2237.808	   2239.390	   2239.137	   2240.174	     -6.208	      0.000	      0.000	
 07/24-09:29	2231.600	2232.200	2229.200	2230.000	           1993	     14.000	   2231.250	   2237.358	   2239.383	   2238.887	   2240.266	     -7.358	      0.000	      0.000	
 07/24-09:30	2229.800	2231.000	2227.800	2230.800	           3126	     15.000	   2231.200	   2237.000	   2239.315	   2238.604	   2240.344	     -6.200	      0.000	      0.000	
 07/24-09:31	2230.400	2232.600	2229.400	2230.400	           2333	     16.000	   2230.800	   2236.625	   2239.246	   2238.377	   2240.407	     -6.225	      0.000	      0.000	
 07/24-09:32	2230.200	2234.400	2230.000	2233.000	           3347	     17.000	   2231.150	   2236.292	   2239.225	   2238.167	   2240.490	     -3.292	      0.000	      0.000	
 07/24-09:33	2232.800	2235.000	2232.200	2234.200	           2440	     18.000	   2231.700	   2236.025	   2239.179	   2237.979	   2240.572	     -1.825	      0.000	      0.000	
 07/24-09:34	2234.000	2235.800	2233.000	2233.800	           3136	     19.000	   2232.450	   2235.750	   2239.117	   2237.797	   2240.652	     -1.950	      0.000	      0.000	
 07/24-09:35	2234.000	2236.800	2233.400	2234.800	           3664	     20.000	   2233.250	   2235.542	   2239.000	   2237.620	   2240.726	     -0.742	      0.000	      0.000	
 07/24-09:36	2234.400	2237.000	2233.400	2237.000	           2410	     21.000	   2234.550	   2235.375	   2238.929	   2237.468	   2240.778	      1.625	      0.000	      0.000	
 07/24-09:37	2237.000	2237.400	2234.000	2234.600	           3038	     22.000	   2234.900	   2235.117	   2238.821	   2237.326	   2240.836	     -0.517	      0.000	      0.000	
 07/24-09:38	2234.600	2236.800	2234.600	2236.600	           1822	     23.000	   2235.350	   2234.908	   2238.725	   2237.235	   2240.871	      1.692	      0.000	      0.000	
 07/24-09:39	2236.600	2241.000	2235.600	2239.000	           5342	     24.000	   2236.400	   2234.775	   2238.671	   2237.185	   2240.881	      4.225	      0.000	      0.000	
 07/24-09:40	2239.000	2242.000	2239.000	2241.600	           3556	     25.000	   2237.750	   2234.700	   2238.667	   2237.201	   2240.879	      6.900	      0.000	      0.000	
 07/24-09:41	2241.000	2241.000	2238.200	2238.200	           3599	     26.000	   2238.000	   2234.558	   2238.563	   2237.170	   2240.817	      3.642	      0.000	      0.000	
 07/24-09:42	2238.600	2241.000	2238.400	2239.600	           2291	     27.000	   2239.000	   2234.483	   2238.462	   2237.156	   2240.816	      5.117	      0.000	      0.000	
 07/24-09:43	2239.600	2239.600	2237.400	2239.400	           2681	     28.000	   2239.550	   2234.392	   2238.408	   2237.140	   2240.822	      5.008	      0.000	      0.000	
 07/24-09:44	2239.200	2240.600	2237.800	2237.800	           2226	     29.000	   2239.300	   2234.233	   2238.292	   2237.110	   2240.826	      3.567	      0.000	      0.000	
 07/24-09:45	2237.800	2242.800	2236.600	2242.800	           4805	     30.000	   2239.600	   2234.233	   2238.308	   2237.171	   2240.844	      8.567	      0.000	      0.000	
 07/24-09:46	2242.400	2242.400	2236.200	2236.600	           6094	     31.000	   2239.250	   2234.400	   2238.204	   2237.169	   2240.834	      2.200	      0.000	      0.000	
 07/24-09:47	2236.200	2237.400	2235.000	2235.400	           3731	     32.000	   2238.400	   2234.542	   2238.054	   2237.123	   2240.821	      0.858	      0.000	      0.000	
 07/24-09:48	2235.400	2237.000	2233.200	2233.200	           3644	     33.000	   2237.150	   2234.525	   2237.904	   2237.060	   2240.805	     -1.325	      0.000	      0.000	
 07/24-09:49	2233.000	2235.600	2232.400	2233.400	           4306	     34.000	   2236.300	   2234.508	   2237.800	   2237.044	   2240.824	     -1.108	      0.000	      0.000	
 07/24-09:50	2233.400	2234.000	2231.200	2232.000	           3926	     35.000	   2234.100	   2234.542	   2237.679	   2237.000	   2240.846	     -2.542	      0.000	      0.000	
 07/24-09:51	2232.000	2233.400	2231.600	2232.400	           3106	     36.000	   2233.300	   2234.567	   2237.567	   2236.954	   2240.867	     -2.167	      0.000	      0.000	
 07/24-09:52	2232.000	2233.800	2230.200	2230.200	           2761	     37.000	   2232.200	   2234.500	   2237.367	   2236.894	   2240.881	     -4.300	      0.000	      0.000	
 07/24-09:53	2231.000	2234.000	2230.600	2232.800	           2799	     38.000	   2232.200	   2234.525	   2237.192	   2236.854	   2240.902	     -1.725	      0.000	      0.000	
 07/24-09:54	2232.800	2234.200	2231.800	2232.800	           1820	     39.000	   2232.050	   2234.625	   2237.021	   2236.819	   2240.906	     -1.825	      0.000	      0.000	
 07/24-09:55	2232.600	2233.800	2231.600	2232.200	           1628	     40.000	   2232.100	   2234.667	   2236.808	   2236.773	   2240.910	     -2.467	      0.000	      0.000	
 07/24-09:56	2232.200	2233.800	2231.000	2233.600	           2283	     41.000	   2232.300	   2234.700	   2236.650	   2236.805	   2240.890	     -1.100	      0.000	      0.000	
 07/24-09:57	2233.400	2236.200	2233.000	2235.800	           3616	     42.000	   2233.450	   2234.850	   2236.517	   2236.856	   2240.881	      0.950	      0.000	      0.000	
 07/24-09:58	2236.000	2236.400	2235.200	2235.800	           2270	     43.000	   2234.000	   2234.992	   2236.400	   2236.891	   2240.873	      0.808	      0.000	      0.000	
 07/24-09:59	2236.000	2237.200	2235.600	2236.600	           2492	     44.000	   2234.800	   2235.217	   2236.288	   2236.927	   2240.892	      1.384	      0.000	      0.000	
 07/24-10:00	2236.600	2237.600	2235.800	2235.800	           2599	     45.000	   2235.500	   2235.383	   2236.192	   2236.945	   2240.909	      0.417	      0.000	      0.000	
 07/24-10:01	2235.800	2236.800	2234.800	2235.400	           1984	     46.000	   2235.900	   2235.550	   2236.087	   2236.940	   2240.931	     -0.150	      0.000	      0.000	
