 05/28-09:36	2569.000	2570.000	2567.600	2569.800	           2850	   2575.125	   2577.887	   2578.962	   2583.915	   2599.000	   2586.000	   2560.000	   2547.000	      1.000	      0.000	      0.000	      0.000	      0.000	      1.000	      0.000	      1.000	      1.000	      0.000	      0.000	      1.000	      0.000	      1.000	     10.000	      0.000	      0.000	   2575.125	   2577.887	   2578.962	   2583.915	   2634.800	   2566.000	     -3.200	      0.000	           	     11.000	      1.000	      1.970	      1.000	      0.000	      1.000	      0.000	      0.000	      0.000	      0.600	      1.200	           	      1.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	   2569.350	   2575.125	   2577.887	   2578.962	   2583.915	     -3.000	     -2.000	     -1.000	    -14.115	      0.000	      0.000	      1.000	   2850.000	   4533.200	   2854.600	
 05/28-09:37	2569.800	2571.000	2569.600	2570.400	           2874	   2574.908	   2577.729	   2578.829	   2583.839	   2599.000	   2586.000	   2560.000	   2547.000	      1.000	      1.000	      0.000	      0.000	      0.000	      1.000	      0.000	      1.000	      0.000	      0.000	      0.000	      1.000	      0.000	      0.000	     10.000	      0.000	      0.000	   2574.908	   2577.729	   2578.829	   2583.839	   2634.800	   2566.000	      1.000	      0.000	           	     12.000	      1.000	      1.970	      1.000	      0.000	      1.000	      0.000	      0.000	      0.000	      2.600	      0.600	           	      2.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	   2569.150	   2574.908	   2577.729	   2578.829	   2583.839	     -3.000	     -2.000	     -1.000	    -13.439	      0.000	      0.000	      1.000	   2874.000	   4074.800	   3043.500	
 05/28-09:38	2570.400	2572.800	2569.400	2572.200	           2975	   2574.767	   2577.600	   2578.704	   2583.767	   2599.000	   2586.000	   2560.000	   2547.000	      1.000	      1.000	      0.000	      0.000	      0.000	      1.000	      0.000	      1.000	      1.000	      0.000	      0.000	      1.000	      0.000	      1.000	     10.000	      0.000	      0.000	   2574.767	   2577.600	   2578.704	   2583.767	   2634.800	   2566.000	      1.800	      0.000	           	     13.000	      0.000	      1.970	      0.000	      1.000	      0.000	      0.000	      1.000	      0.000	      3.600	      1.800	           	      3.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	   2569.800	   2574.767	   2577.600	   2578.704	   2583.767	     -3.000	     -2.000	     -1.000	    -11.567	      0.000	      0.000	      1.000	   2975.000	   3240.800	   3258.400	
 05/28-09:39	2572.400	2586.400	2572.400	2585.200	          14077	   2575.058	   2577.663	   2578.706	   2583.745	   2599.000	   2586.000	   2560.000	   2547.000	      0.000	      1.000	      1.000	      1.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      1.000	      1.000	     10.000	      0.000	      0.000	   2575.058	   2577.663	   2578.706	   2583.745	   2634.800	   2566.000	     13.600	      1.000	           	           	      1.000	      1.970	      1.000	      0.000	      1.000	      0.000	      0.000	      0.000	     15.400	     13.000	           	      4.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	   2573.200	   2575.058	   2577.663	   2578.706	   2583.745	     -3.000	     -2.000	     -1.000	      1.455	      0.000	      0.000	      0.000	  14077.000	   5359.000	   4596.400	
 05/28-09:40	2585.200	2587.400	2583.000	2583.800	           6534	   2575.300	   2577.692	   2578.698	   2583.709	   2599.000	   2586.000	   2560.000	   2547.000	      1.000	      1.000	      1.000	      1.000	      0.000	      0.000	      1.000	      1.000	      1.000	      0.000	      0.000	      0.000	      1.000	      0.000	     10.000	      0.000	      0.000	   2575.300	   2577.692	   2578.698	   2583.709	   2634.800	   2566.000	      1.000	      1.000	           	           	      1.000	      2.610	      1.000	      0.000	      1.000	      0.000	      0.000	      0.000	     13.400	     -1.400	           	      5.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	   2576.300	   2575.300	   2577.692	   2578.698	   2583.709	     -3.000	     -2.000	     -1.000	      0.091	      0.000	      0.000	      0.000	   6534.000	   5862.000	   5063.900	
 05/28-09:41	2583.200	2583.800	2582.200	2582.200	           3406	   2575.492	   2577.700	   2578.673	   2583.671	   2599.000	   2586.000	   2560.000	   2547.000	      1.000	      1.000	      0.000	      0.000	      0.000	      1.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      1.000	     10.000	      0.000	      0.000	   2575.492	   2577.700	   2578.673	   2583.671	   2634.800	   2566.000	     -3.600	      1.000	           	           	      1.000	      1.416	      1.000	      0.000	      1.000	      0.000	      0.000	      0.000	     10.000	     -1.600	           	      6.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	   2578.750	   2575.492	   2577.700	   2578.673	   2583.671	     -3.000	     -2.000	     -1.000	     -1.471	      0.000	      0.000	      0.000	   3406.000	   5973.200	   5253.200	
 05/28-09:42	2582.600	2585.000	2582.400	2584.200	           3179	   2575.825	   2577.721	   2578.688	   2583.628	   2599.000	   2586.000	   2560.000	   2547.000	      1.000	      1.000	      0.000	      0.000	      0.000	      0.000	      0.000	      1.000	      0.000	      0.000	      0.000	      0.000	      1.000	      1.000	     10.000	      0.000	      0.000	   2575.825	   2577.721	   2578.688	   2583.628	   2634.800	   2566.000	     -2.400	      1.000	           	           	      1.000	      0.320	     -1.000	      0.000	      0.000	      1.000	      0.000	      0.000	      1.000	      2.000	           	      7.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	   2581.500	   2575.825	   2577.721	   2578.688	   2583.628	     -3.000	     -2.000	     -1.000	      0.572	      0.000	      0.000	      0.000	   3179.000	   6034.200	   5054.500	
 05/28-09:43	2584.000	2587.000	2583.200	2585.000	           3638	   2576.208	   2577.754	   2578.706	   2583.584	   2599.000	   2586.000	   2560.000	   2547.000	      1.000	      1.000	      0.000	      0.000	      0.000	      0.000	      1.000	      1.000	      1.000	      0.000	      0.000	      0.000	      1.000	      0.000	     10.000	      0.000	      0.000	   2576.208	   2577.754	   2578.706	   2583.584	   2634.800	   2566.000	     -0.400	      1.000	           	           	      0.000	      2.001	      0.000	      1.000	      0.000	      0.000	      1.000	      0.000	      1.200	      0.800	           	      8.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	   2584.050	   2576.208	   2577.754	   2578.706	   2583.584	     -3.000	     -2.000	     -1.000	      1.416	      0.000	      0.000	      0.000	   3638.000	   6166.800	   4703.800	
 05/28-09:44	2585.000	2585.000	2582.200	2584.000	           2962	   2576.525	   2577.750	   2578.704	   2583.542	   2599.000	   2586.000	   2560.000	   2547.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      1.000	      1.000	      0.000	      0.000	      0.000	      1.000	      1.000	     10.000	      0.000	      0.000	   2576.525	   2577.750	   2578.704	   2583.542	   2634.800	   2566.000	     -2.000	      0.000	           	           	      0.000	      2.301	      0.000	      1.000	      0.000	      0.000	      1.000	      0.000	      1.800	     -1.000	           	      9.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	   2583.850	   2576.525	   2577.750	   2578.704	   2583.542	     -3.000	     -2.000	     -1.000	      0.458	      0.000	      0.000	      0.000	   2962.000	   3943.800	   4651.400	
 05/28-09:45	2584.000	2589.200	2583.600	2588.600	           6501	   2577.033	   2577.837	   2578.752	   2583.526	   2599.000	   2586.000	   2560.000	   2547.000	      1.000	      1.000	      1.000	      1.000	      0.000	      0.000	      1.000	      0.000	      0.000	      0.000	      0.000	      0.000	      1.000	      1.000	     10.000	      0.000	      0.000	   2577.033	   2577.837	   2578.752	   2583.526	   2634.800	   2566.000	      2.200	      0.000	           	           	      1.000	      3.423	      1.000	      0.000	      1.000	      0.000	      0.000	      0.000	      4.400	      4.600	           	     10.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	   2584.800	   2577.033	   2577.837	   2578.752	   2583.526	     -3.000	     -2.000	     -1.000	      5.074	      0.000	      0.000	      0.000	   6501.000	   3937.200	   4899.600	
