 06/17-09:16	2406.400	2414.800	2406.400	2414.800	           7027	      1.000	      0.000	           	           	           	           	           	           	           	           	   2399.200	   2400.286	   2400.380	           	           	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	
 06/17-09:17	2416.600	2417.200	2410.200	2412.200	           4042	      2.000	      0.000	           	           	           	           	           	           	           	           	   2399.633	   2400.444	   2400.468	           	           	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	
 06/17-09:18	2412.400	2412.400	2410.400	2410.800	           1723	      3.000	      0.000	           	           	           	           	           	           	           	           	   2400.012	   2400.593	   2400.545	           	           	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	
 06/17-09:19	2411.000	2413.600	2411.000	2412.800	           1743	      4.000	      0.000	           	           	           	           	           	           	           	           	   2400.473	   2400.793	   2400.628	           	           	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	
 06/17-09:20	2412.400	2415.000	2412.400	2414.200	           2085	      5.000	      0.000	           	           	           	           	           	           	           	           	   2400.959	   2400.993	   2400.717	           	           	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	
 06/17-09:21	2414.000	2414.200	2412.000	2413.000	           1272	      6.000	      0.000	           	           	           	           	           	           	           	           	   2401.406	   2401.180	   2400.810	           	           	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	
 06/17-09:22	2413.000	2418.600	2412.800	2416.400	           3843	      7.000	      0.000	           	           	           	           	           	           	           	           	   2401.959	   2401.413	   2400.952	           	           	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	
 06/17-09:23	2416.600	2417.400	2415.000	2416.000	           1887	      8.000	      0.000	           	           	           	           	           	           	           	           	   2402.473	   2401.660	   2401.092	           	           	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	
 06/17-09:24	2415.800	2418.200	2415.600	2416.400	           2661	      9.000	      0.000	           	           	           	           	           	           	           	           	   2403.020	   2401.913	   2401.230	           	           	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	
 06/17-09:25	2416.400	2417.800	2414.800	2417.000	           1682	     10.000	      0.000	           	           	           	           	           	           	           	           	   2403.600	   2402.177	   2401.370	           	           	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	
