 04/02-10:01	2161.000	2161.800	2160.400	2161.200	           2455	   2162.306	   2160.417	      0.000	      0.000	      0.000	
 04/02-10:02	2161.200	2162.200	2161.000	2161.400	           1516	   2162.400	   2160.513	      0.000	      0.000	      0.000	
 04/02-10:03	2161.600	2162.400	2161.400	2161.400	           1069	   2162.394	   2160.603	      0.000	      0.000	      0.000	
 04/02-10:04	2161.400	2162.800	2161.400	2162.000	           1685	   2162.346	   2160.683	      0.000	      0.000	      0.000	
 04/02-10:05	2161.800	2162.600	2161.400	2162.400	           1221	   2162.319	   2160.776	      0.000	      0.000	      0.000	
 04/02-10:06	2162.400	2163.600	2162.200	2162.400	           1780	   2162.394	   2160.867	      0.000	      0.000	      0.000	
 04/02-10:07	2162.200	2162.200	2161.200	2161.400	           1511	   2162.346	   2160.950	      0.000	      0.000	      0.000	
 04/02-10:08	2161.400	2162.000	2160.200	2160.200	           2476	   2162.258	   2161.023	      0.000	      0.000	      0.000	
 04/02-10:09	2160.400	2161.600	2160.200	2161.600	           1967	   2162.260	   2161.110	      0.000	      0.000	      0.000	
 04/02-10:10	2161.600	2162.000	2160.600	2160.600	           1817	   2162.281	   2161.188	      0.000	      0.000	      0.000	
 04/02-10:11	2160.600	2161.200	2159.400	2160.000	           2620	   2162.281	   2161.254	     -1.000	      0.000	      1.000	
 04/02-10:12	2159.800	2160.000	2158.000	2159.200	           3371	   2162.267	   2161.300	      0.000	      0.000	      0.000	
 04/02-10:13	2159.400	2160.000	2158.600	2159.000	           1865	   2162.227	   2161.350	      0.000	      0.000	      0.000	
 04/02-10:14	2158.800	2160.400	2158.800	2160.000	           1575	   2162.188	   2161.397	      0.000	      0.000	      0.000	
 04/02-10:15	2160.000	2160.200	2158.600	2158.800	           1470	   2162.048	   2161.404	      0.000	      0.000	      0.000	
 04/02-10:16	2158.400	2159.600	2157.800	2159.600	           3174	   2161.952	   2161.390	      0.000	      0.000	      0.000	
 04/02-10:17	2159.400	2160.000	2159.000	2159.800	           1716	   2161.821	   2161.397	      0.000	      0.000	      0.000	
 04/02-10:18	2160.000	2160.800	2159.400	2160.400	           1870	   2161.712	   2161.417	      0.000	      0.000	      0.000	
 04/02-10:19	2160.400	2160.600	2159.600	2160.200	           1238	   2161.608	   2161.438	      0.000	      0.000	      0.000	
 04/02-10:20	2160.000	2160.600	2159.400	2160.000	           1733	   2161.421	   2161.427	      0.000	      0.000	      0.000	
 04/02-10:21	2159.800	2161.200	2159.800	2160.800	           1539	   2161.252	   2161.453	      0.000	      0.000	      0.000	
 04/02-10:22	2160.800	2161.400	2160.600	2161.200	           1310	   2161.167	   2161.480	      0.000	      0.000	      0.000	
 04/02-10:23	2161.400	2162.600	2161.000	2161.600	           2616	   2161.033	   2161.509	      0.000	      0.000	      0.000	
 04/02-10:24	2161.800	2162.000	2161.000	2161.400	           1309	   2160.975	   2161.541	      0.000	      0.000	      0.000	
 04/02-10:25	2161.400	2162.400	2161.000	2162.200	           1602	   2160.948	   2161.560	      0.000	      0.000	      0.000	
 04/02-10:26	2162.200	2163.000	2161.600	2162.200	           2422	   2160.979	   2161.570	      1.000	      1.000	      0.000	
 04/02-10:27	2162.400	2162.600	2161.800	2162.600	            958	   2160.960	   2161.574	      0.000	      0.000	      0.000	
 04/02-10:28	2162.400	2162.600	2161.400	2161.600	           1216	   2160.940	   2161.580	      0.000	      0.000	      0.000	
 04/02-10:29	2161.400	2162.000	2160.600	2160.600	           1627	   2160.894	   2161.577	      0.000	      0.000	      0.000	
 04/02-10:30	2160.600	2160.600	2159.200	2159.400	           3279	   2160.840	   2161.543	     -1.000	      0.000	      1.000	
 04/02-10:31	2159.600	2159.800	2159.000	2159.800	           1685	   2160.794	   2161.550	      0.000	      0.000	      0.000	
 04/02-10:32	2159.600	2160.400	2159.200	2159.800	           1619	   2160.740	   2161.570	      0.000	      0.000	      0.000	
 04/02-10:33	2159.400	2160.800	2159.400	2160.600	           1370	   2160.712	   2161.553	      0.000	      0.000	      0.000	
 04/02-10:34	2160.600	2162.000	2160.400	2162.000	           2158	   2160.712	   2161.529	      0.000	      0.000	      0.000	
 04/02-10:35	2161.800	2162.600	2161.400	2162.400	           1803	   2160.715	   2161.517	      0.000	      0.000	      0.000	
 04/02-10:36	2162.200	2162.800	2161.400	2161.800	           1718	   2160.694	   2161.544	      0.000	      0.000	      0.000	
 04/02-10:37	2161.800	2165.400	2161.800	2164.800	           4203	   2160.806	   2161.576	      1.000	      1.000	      0.000	
 04/02-10:38	2164.600	2165.200	2163.200	2164.400	           3115	   2160.948	   2161.603	      0.000	      0.000	      0.000	
 04/02-10:39	2164.200	2165.800	2163.800	2164.600	           3353	   2161.046	   2161.653	      0.000	      0.000	      0.000	
 04/02-10:40	2164.600	2165.800	2163.800	2164.200	           2767	   2161.167	   2161.724	      0.000	      0.000	      0.000	
 04/02-10:41	2164.600	2164.800	2163.800	2164.600	           1592	   2161.319	   2161.800	      0.000	      0.000	      0.000	
 04/02-10:42	2164.400	2166.000	2164.200	2165.400	           2684	   2161.527	   2161.897	      0.000	      0.000	      0.000	
 04/02-10:43	2166.000	2168.400	2165.800	2166.200	           6302	   2161.767	   2161.997	      0.000	      0.000	      0.000	
 04/02-10:44	2166.200	2166.600	2164.800	2166.000	           2470	   2161.967	   2162.077	      0.000	      0.000	      0.000	
 04/02-10:45	2166.000	2166.200	2165.000	2166.200	           2065	   2162.212	   2162.130	      0.000	      0.000	      0.000	
 04/02-10:46	2166.200	2168.200	2166.000	2166.800	           3889	   2162.454	   2162.203	      0.000	      0.000	      0.000	
 04/02-10:47	2166.800	2168.800	2166.200	2168.600	           3457	   2162.746	   2162.283	      0.000	      0.000	      0.000	
 04/02-10:48	2168.200	2168.400	2165.800	2165.800	           3163	   2162.927	   2162.320	      0.000	      0.000	      0.000	
 04/02-10:49	2165.600	2166.400	2164.400	2165.200	           4447	   2163.092	   2162.350	      0.000	      0.000	      0.000	
 04/02-10:50	2165.600	2166.800	2165.200	2166.200	           1720	   2163.300	   2162.360	      0.000	      0.000	      0.000	
 04/02-10:51	2165.800	2169.200	2165.800	2167.600	           4981	   2163.527	   2162.390	      0.000	      0.000	      0.000	
 04/02-10:52	2167.800	2169.800	2167.600	2168.400	           5261	   2163.767	   2162.467	      0.000	      0.000	      0.000	
 04/02-10:53	2168.400	2169.600	2167.800	2169.000	           2859	   2164.015	   2162.524	      0.000	      0.000	      0.000	
 04/02-10:54	2169.000	2169.200	2167.800	2168.400	           2486	   2164.246	   2162.610	      0.000	      0.000	      0.000	
 04/02-10:55	2168.400	2171.800	2168.400	2171.800	           6301	   2164.567	   2162.757	      0.000	      0.000	      0.000	
 04/02-10:56	2172.000	2173.200	2171.200	2172.400	           5587	   2164.906	   2162.943	      0.000	      0.000	      0.000	
 04/02-10:57	2172.400	2175.000	2172.200	2174.200	           6572	   2165.292	   2163.126	      0.000	      0.000	      0.000	
 04/02-10:58	2174.400	2177.400	2172.800	2176.400	           8631	   2165.788	   2163.364	      0.000	      0.000	      0.000	
 04/02-10:59	2176.600	2177.800	2174.400	2174.400	           5090	   2166.246	   2163.570	      0.000	      0.000	      0.000	
 04/02-11:00	2174.600	2175.600	2173.800	2175.000	           4002	   2166.767	   2163.803	      0.000	      0.000	      0.000	
 04/02-11:01	2175.400	2175.800	2172.600	2174.200	           4561	   2167.246	   2164.020	      0.000	      0.000	      0.000	
 04/02-11:02	2174.000	2174.400	2172.600	2172.800	           2665	   2167.679	   2164.209	      0.000	      0.000	      0.000	
 04/02-11:03	2172.800	2174.200	2172.600	2173.800	           2360	   2168.121	   2164.417	      0.000	      0.000	      0.000	
 04/02-11:04	2173.800	2175.000	2173.000	2174.000	           2419	   2168.521	   2164.617	      0.000	      0.000	      0.000	
 04/02-11:05	2174.000	2174.000	2170.200	2171.200	           7233	   2168.813	   2164.763	      0.000	      0.000	      0.000	
 04/02-11:06	2171.400	2172.000	2170.600	2171.600	           2874	   2169.140	   2164.917	      0.000	      0.000	      0.000	
 04/02-11:07	2171.400	2171.800	2170.200	2170.800	           2141	   2169.342	   2165.074	      0.000	      0.000	      0.000	
 04/02-11:08	2170.800	2170.800	2168.400	2169.800	           4808	   2169.519	   2165.233	      0.000	      0.000	      0.000	
 04/02-11:09	2169.600	2173.200	2169.600	2173.200	           3513	   2169.808	   2165.427	      0.000	      0.000	      0.000	
 04/02-11:10	2173.000	2174.000	2172.400	2173.200	           4105	   2170.106	   2165.636	      1.000	      1.000	      0.000	
 04/02-11:11	2173.200	2174.200	2172.200	2173.400	           2435	   2170.400	   2165.859	      0.000	      0.000	      0.000	
 04/02-11:12	2173.600	2173.600	2170.400	2171.600	           3141	   2170.606	   2166.067	      0.000	      0.000	      0.000	
 04/02-11:13	2171.400	2172.600	2170.800	2171.200	           1555	   2170.773	   2166.270	      1.000	      1.000	      0.000	
 04/02-11:14	2171.400	2172.200	2170.200	2170.600	           1856	   2170.927	   2166.447	      0.000	      0.000	      0.000	
 04/02-11:15	2170.800	2171.400	2167.400	2168.200	           5937	   2170.994	   2166.603	      0.000	      0.000	      0.000	
 04/02-11:16	2168.200	2169.200	2168.000	2168.200	           3474	   2171.040	   2166.747	      0.000	      0.000	      0.000	
 04/02-11:17	2168.000	2168.200	2166.000	2166.400	           6185	   2170.967	   2166.856	      0.000	      0.000	      0.000	
 04/02-11:18	2166.400	2167.200	2166.200	2166.400	           2914	   2170.988	   2166.957	      0.000	      0.000	      0.000	
 04/02-11:19	2166.400	2167.200	2165.200	2166.600	           3193	   2171.033	   2167.063	      0.000	      0.000	      0.000	
 04/02-11:20	2166.200	2167.600	2166.000	2166.000	           3221	   2171.025	   2167.163	      0.000	      0.000	      0.000	
 04/02-11:21	2166.200	2168.600	2166.000	2167.600	           2749	   2171.027	   2167.277	      0.000	      0.000	      0.000	
 04/02-11:22	2167.200	2169.000	2167.200	2168.400	           2191	   2171.025	   2167.396	      0.000	      0.000	      0.000	
 04/02-11:23	2168.600	2168.800	2167.800	2168.800	           1338	   2171.019	   2167.517	      0.000	      0.000	      0.000	
 04/02-11:24	2168.800	2170.200	2168.800	2169.000	           2847	   2171.040	   2167.643	      0.000	      0.000	      0.000	
 04/02-11:25	2168.800	2169.600	2167.600	2167.800	           2034	   2170.906	   2167.737	      0.000	      0.000	      0.000	
 04/02-11:26	2168.000	2168.400	2167.000	2168.000	           2054	   2170.760	   2167.833	      0.000	      0.000	      0.000	
 04/02-11:27	2168.000	2169.000	2167.200	2168.200	           1391	   2170.560	   2167.926	      0.000	      0.000	      0.000	
 04/02-11:28	2168.000	2169.000	2167.400	2168.400	           1159	   2170.294	   2168.041	      0.000	      0.000	      0.000	
 04/02-11:29	2168.400	2169.000	2167.600	2167.800	           1382	   2170.073	   2168.159	      0.000	      0.000	      0.000	
 04/02-11:30	2167.600	2167.800	2166.400	2167.600	           2740	   2169.827	   2168.297	     -1.000	      0.000	      1.000	
 04/02-13:01	2167.800	2168.800	2166.400	2167.800	           2460	   2169.615	   2168.430	      0.000	      0.000	      0.000	
 04/02-13:02	2167.800	2167.800	2166.600	2167.600	           1124	   2169.440	   2168.559	     -1.000	      0.000	      1.000	
 04/02-13:03	2167.400	2168.000	2167.000	2167.200	            959	   2169.221	   2168.671	      0.000	      0.000	      0.000	
 04/02-13:04	2167.000	2167.400	2165.800	2166.000	           1523	   2168.954	   2168.738	      0.000	      0.000	      0.000	
 04/02-13:05	2166.200	2167.400	2166.200	2166.600	            939	   2168.800	   2168.806	      0.000	      0.000	      0.000	
 04/02-13:06	2166.400	2167.400	2165.800	2166.200	           1628	   2168.619	   2168.879	      0.000	      0.000	      0.000	
 04/02-13:07	2166.000	2166.600	2163.000	2163.600	           5701	   2168.379	   2168.860	      0.000	      0.000	      0.000	
 04/02-13:08	2163.400	2163.800	2162.400	2162.600	           3827	   2168.142	   2168.830	      0.000	      0.000	      0.000	
 04/02-13:09	2162.600	2163.400	2162.400	2162.800	           2961	   2167.792	   2168.800	      0.000	      0.000	      0.000	
 04/02-13:10	2162.800	2163.400	2162.200	2162.600	           1664	   2167.440	   2168.773	      0.000	      0.000	      0.000	
 04/02-13:11	2162.800	2163.600	2162.400	2163.400	           2024	   2167.106	   2168.753	      0.000	      0.000	      0.000	
 04/02-13:12	2163.600	2163.800	2162.600	2162.800	           2236	   2166.813	   2168.709	      0.000	      0.000	      0.000	
 04/02-13:13	2162.800	2164.400	2162.800	2164.000	           1870	   2166.573	   2168.673	      0.000	      0.000	      0.000	
 04/02-13:14	2163.800	2164.400	2163.400	2163.400	           1150	   2166.333	   2168.630	      0.000	      0.000	      0.000	
 04/02-13:15	2163.400	2164.000	2163.200	2163.400	           1278	   2166.173	   2168.583	      0.000	      0.000	      0.000	
 04/02-13:16	2163.600	2164.200	2162.800	2162.800	           1599	   2165.994	   2168.517	      0.000	      0.000	      0.000	
 04/02-13:17	2162.800	2164.600	2162.800	2164.400	           1647	   2165.927	   2168.447	      0.000	      0.000	      0.000	
 04/02-13:18	2164.400	2164.400	2163.400	2163.400	           1118	   2165.827	   2168.407	      0.000	      0.000	      0.000	
 04/02-13:19	2163.200	2164.200	2162.600	2163.000	           1541	   2165.708	   2168.371	      0.000	      0.000	      0.000	
 04/02-13:20	2163.000	2163.600	2162.800	2163.600	            896	   2165.627	   2168.326	      0.000	      0.000	      0.000	
 04/02-13:21	2163.200	2164.200	2163.000	2163.400	           1376	   2165.488	   2168.257	      0.000	      0.000	      0.000	
 04/02-13:22	2163.400	2163.600	2162.600	2163.200	           1244	   2165.315	   2168.170	      0.000	      0.000	      0.000	
 04/02-13:23	2163.400	2163.600	2163.000	2163.200	            783	   2165.127	   2168.073	      0.000	      0.000	      0.000	
 04/02-13:24	2163.600	2164.400	2162.800	2164.200	           1670	   2164.967	   2168.003	      0.000	      0.000	      0.000	
 04/02-13:25	2164.200	2164.600	2163.600	2164.000	           1529	   2164.840	   2167.873	      0.000	      0.000	      0.000	
 04/02-13:26	2164.000	2165.800	2164.000	2165.000	           3117	   2164.740	   2167.750	      0.000	      0.000	      0.000	
 04/02-13:27	2165.000	2165.400	2164.200	2165.400	           1610	   2164.648	   2167.604	      0.000	      0.000	      0.000	
 04/02-13:28	2165.200	2166.800	2165.200	2166.000	           3167	   2164.567	   2167.430	      0.000	      0.000	      0.000	
 04/02-13:29	2166.200	2166.400	2165.000	2165.000	           2091	   2164.475	   2167.274	      0.000	      0.000	      0.000	
 04/02-13:30	2165.000	2165.200	2164.200	2164.800	           1497	   2164.379	   2167.103	      0.000	      0.000	      0.000	
 04/02-13:31	2164.800	2165.000	2163.600	2163.600	           2019	   2164.240	   2166.927	      0.000	      0.000	      0.000	
 04/02-13:32	2163.800	2164.400	2162.600	2163.200	           2323	   2164.094	   2166.767	      0.000	      0.000	      0.000	
 04/02-13:33	2163.200	2163.800	2162.600	2163.000	           1293	   2163.952	   2166.586	     -1.000	      0.000	      1.000	
 04/02-13:34	2163.000	2163.600	2161.800	2162.800	           3295	   2163.846	   2166.400	      0.000	      0.000	      0.000	
 04/02-13:35	2162.800	2162.800	2161.200	2161.600	           2340	   2163.681	   2166.241	      0.000	      0.000	      0.000	
 04/02-13:36	2161.600	2163.000	2161.200	2162.200	           1969	   2163.548	   2166.083	      0.000	      0.000	      0.000	
 04/02-13:37	2162.400	2163.000	2162.200	2163.000	           1276	   2163.527	   2165.953	      0.000	      0.000	      0.000	
 04/02-13:38	2163.200	2163.400	2162.200	2163.000	           1356	   2163.540	   2165.841	      0.000	      0.000	      0.000	
 04/02-13:39	2163.200	2164.600	2162.600	2164.200	           2143	   2163.587	   2165.690	      0.000	      0.000	      0.000	
 04/02-13:40	2164.000	2166.200	2164.000	2166.200	           4102	   2163.706	   2165.573	      0.000	      0.000	      0.000	
 04/02-13:41	2166.200	2166.200	2164.800	2164.800	           1944	   2163.754	   2165.430	      0.000	      0.000	      0.000	
 04/02-13:42	2165.000	2165.600	2164.800	2165.000	           1197	   2163.827	   2165.320	      0.000	      0.000	      0.000	
 04/02-13:43	2165.200	2169.000	2165.000	2168.600	           6435	   2163.981	   2165.277	      0.000	      0.000	      0.000	
 04/02-13:44	2168.600	2170.600	2168.400	2170.600	           5334	   2164.219	   2165.276	      1.000	      1.000	      0.000	
 04/02-13:45	2170.600	2171.200	2169.400	2170.000	           4041	   2164.440	   2165.306	      0.000	      0.000	      0.000	
 04/02-13:46	2170.200	2170.400	2169.400	2169.800	           2797	   2164.673	   2165.333	      0.000	      0.000	      0.000	
 04/02-13:47	2170.000	2171.200	2169.400	2171.200	           2738	   2164.900	   2165.414	      0.000	      0.000	      0.000	
 04/02-13:48	2171.400	2171.400	2168.800	2169.800	           4147	   2165.113	   2165.470	      0.000	      0.000	      0.000	
 04/02-13:49	2169.800	2173.400	2169.600	2172.600	           6540	   2165.433	   2165.571	      0.000	      0.000	      0.000	
 04/02-13:50	2172.800	2173.400	2172.000	2172.200	           3899	   2165.721	   2165.674	      0.000	      0.000	      0.000	
 04/02-13:51	2172.200	2173.200	2170.000	2170.200	           4883	   2165.946	   2165.717	      0.000	      0.000	      0.000	
 04/02-13:52	2170.600	2172.200	2170.400	2172.200	           2548	   2166.248	   2165.781	      0.000	      0.000	      0.000	
 04/02-13:53	2172.400	2172.400	2170.200	2170.800	           2580	   2166.500	   2165.813	      0.000	      0.000	      0.000	
 04/02-13:54	2171.000	2171.400	2169.200	2169.600	           3271	   2166.681	   2165.824	      0.000	      0.000	      0.000	
