 07/09-09:16	2135.000	2136.800	2132.000	2133.800	           4821	      1.000	   2129.996	   2130.733	   2132.410	   2135.298	           	      0.000	      0.000	      1.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	
 07/09-09:17	2134.200	2138.600	2133.800	2138.200	           3909	      2.000	   2130.150	   2130.758	   2132.458	   2135.304	           	      0.000	      0.000	      1.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	
 07/09-09:18	2138.000	2141.200	2137.600	2138.600	           4177	      3.000	   2130.333	   2130.800	   2132.515	   2135.329	           	      0.000	      0.000	      1.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	
 07/09-09:19	2138.600	2138.800	2136.200	2137.200	           2398	      4.000	   2130.475	   2130.815	   2132.550	   2135.350	           	      0.000	      0.000	      1.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	
 07/09-09:20	2137.200	2138.800	2135.600	2136.000	           2017	      5.000	   2130.587	   2130.800	   2132.582	   2135.374	           	      0.000	      0.000	      1.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	
 07/09-09:21	2135.600	2138.000	2135.600	2135.800	           1767	      6.000	   2130.758	   2130.796	   2132.595	   2135.379	           	      0.000	      0.000	      1.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	
 07/09-09:22	2135.800	2136.800	2135.400	2136.800	           1345	      7.000	   2130.983	   2130.831	   2132.629	   2135.389	           	      0.000	      0.000	      1.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	
 07/09-09:23	2136.600	2137.800	2136.200	2136.600	           1527	      8.000	   2131.246	   2130.863	   2132.631	   2135.398	           	      0.000	      0.000	      1.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	
 07/09-09:24	2136.600	2136.800	2135.000	2136.000	           1529	      9.000	   2131.471	   2130.896	   2132.631	   2135.421	           	      0.000	      0.000	      1.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	
 07/09-09:25	2135.600	2137.000	2135.200	2136.800	            928	     10.000	   2131.700	   2130.965	   2132.638	   2135.483	           	      0.000	      0.000	      1.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	
 07/09-09:26	2136.400	2137.000	2133.800	2134.000	           1868	     11.000	   2131.800	   2130.983	   2132.642	   2135.539	           	      1.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	
