 09/13-09:16	2499.200	2502.800	2497.600	2502.000	           6439	      1.000	   2503.447	   2508.633	   2508.362	           	           	     -0.087	     -0.147	     -0.067	      0.000	
 09/13-09:17	2502.200	2503.000	2501.800	2503.000	           1255	      2.000	   2503.373	   2508.487	   2508.355	           	           	     -0.074	     -0.146	     -0.042	      0.000	
 09/13-09:18	2502.800	2504.600	2502.800	2503.400	           1850	      3.000	   2503.333	   2508.337	   2508.347	           	           	     -0.040	     -0.150	     -0.015	      0.000	
 09/13-09:19	2503.400	2506.200	2503.200	2505.800	           2255	      4.000	   2503.326	   2508.150	   2508.352	           	           	     -0.007	     -0.187	     -0.003	      0.000	
 09/13-09:20	2505.600	2506.800	2505.000	2505.200	           1722	      5.000	   2503.307	   2507.944	   2508.350	           	           	     -0.019	     -0.206	      0.003	      0.000	
 09/13-09:21	2505.200	2506.600	2505.200	2505.600	           1161	      6.000	   2503.333	   2507.743	   2508.342	           	           	      0.026	     -0.200	     -0.010	      0.000	
 09/13-09:22	2505.600	2507.400	2505.200	2507.200	           1719	      7.000	   2503.393	   2507.566	   2508.362	           	           	      0.060	     -0.177	      0.011	      0.000	
 09/13-09:23	2507.400	2507.800	2505.200	2506.400	           1782	      8.000	   2503.400	   2507.386	   2508.353	           	           	      0.007	     -0.180	      0.012	      0.000	
 09/13-09:24	2505.800	2507.000	2505.600	2506.600	            780	      9.000	   2503.453	   2507.180	   2508.323	           	           	      0.053	     -0.207	     -0.038	      0.000	
 09/13-09:25	2506.400	2507.000	2505.600	2506.200	            833	     10.000	   2503.474	   2506.990	   2508.230	           	           	      0.021	     -0.190	     -0.123	      0.000	
 09/13-09:26	2506.400	2507.000	2504.400	2504.600	           1593	     11.000	   2503.533	   2506.813	   2508.137	           	           	      0.060	     -0.177	     -0.187	      0.000	
 09/13-09:27	2504.200	2505.000	2503.800	2504.400	           1457	     12.000	   2503.553	   2506.633	   2508.025	           	           	      0.020	     -0.180	     -0.205	      0.000	
 09/13-09:28	2504.600	2507.000	2504.400	2506.000	           1532	     13.000	   2503.660	   2506.464	   2507.927	           	           	      0.107	     -0.170	     -0.210	      0.000	
 09/13-09:29	2505.400	2507.000	2505.200	2506.400	           1248	     14.000	   2503.807	   2506.257	   2507.798	           	           	      0.147	     -0.207	     -0.227	      0.000	
 09/13-09:30	2506.600	2506.600	2504.400	2505.800	           1320	     15.000	   2503.914	   2506.036	   2507.697	           	           	      0.106	     -0.220	     -0.230	      0.000	
 09/13-09:31	2505.800	2508.000	2505.400	2507.200	           2214	     16.000	   2504.027	   2505.820	   2507.624	           	           	      0.114	     -0.216	     -0.175	      0.000	
 09/13-09:32	2507.200	2508.000	2506.200	2506.800	           1660	     17.000	   2504.120	   2505.573	   2507.593	           	           	      0.093	     -0.247	     -0.103	      0.000	
 09/13-09:33	2506.800	2507.800	2505.200	2505.200	           1971	     18.000	   2504.194	   2505.370	   2507.557	           	           	      0.074	     -0.203	     -0.067	      0.000	
 09/13-09:34	2505.200	2505.200	2502.600	2503.200	           3019	     19.000	   2504.214	   2505.124	   2507.498	           	           	      0.020	     -0.247	     -0.095	      0.000	
 09/13-09:35	2503.400	2503.800	2501.600	2503.600	           2460	     20.000	   2504.226	   2504.896	   2507.437	           	           	      0.012	     -0.227	     -0.120	      0.000	
 09/13-09:36	2503.600	2509.200	2503.200	2508.400	           6230	     21.000	   2504.386	   2504.760	   2507.430	           	           	      0.160	     -0.136	     -0.068	      0.000	
 09/13-09:37	2508.200	2510.600	2508.000	2508.600	           4226	     22.000	   2504.586	   2504.696	   2507.462	           	           	      0.200	     -0.064	      0.025	      0.000	
 09/13-09:38	2508.600	2509.200	2508.200	2508.200	           1642	     23.000	   2504.774	   2504.664	   2507.547	           	           	      0.188	     -0.033	      0.117	      0.000	
